epoch,train_loss,val_loss,train_rmse,val_rmse,w_d,w_p
1,0.82746648,0.32265440,0.82879146,0.13787850,1.00000000,0.00000000
2,0.39218965,0.23253589,0.57014900,0.11394573,0.99000000,0.01000000
3,0.29502230,0.20957008,0.49746350,0.10599474,0.98000000,0.02000000
4,0.25026509,0.19858230,0.46054830,0.10269308,0.97000000,0.03000000
5,0.22259634,0.19260686,0.43589406,0.10103239,0.96000000,0.04000000
6,0.20242012,0.18351106,0.41687019,0.09846215,0.95000000,0.05000000
7,0.18743231,0.18008161,0.40171634,0.09792891,0.94000000,0.06000000
8,0.17530739,0.17596902,0.38885133,0.09644742,0.93000000,0.07000000
9,0.16577815,0.17443979,0.37829655,0.09546748,0.92000000,0.08000000
10,0.15738425,0.16895998,0.36854294,0.09453808,0.91000000,0.09000000
11,0.15057681,0.16991793,0.36023563,0.09492697,0.90000000,0.10000000
12,0.14436343,0.16372309,0.35261046,0.09305700,0.89000000,0.11000000
13,0.13946381,0.16319831,0.34638875,0.09254957,0.88000000,0.12000000
14,0.13444088,0.16227584,0.33970125,0.09216894,0.87000000,0.13000000
15,0.13042098,0.15907754,0.33448648,0.09167130,0.86000000,0.14000000
16,0.12656915,0.15979551,0.32925043,0.09166657,0.85000000,0.15000000
17,0.12304462,0.15317367,0.32438856,0.09047760,0.84000000,0.16000000
18,0.11998456,0.15406416,0.32013246,0.09089594,0.83000000,0.17000000
19,0.11705230,0.15427353,0.31605427,0.09057791,0.82000000,0.18000000
20,0.11449289,0.15319194,0.31249374,0.08999448,0.81000000,0.19000000
21,0.11209666,0.15324188,0.30901244,0.09034084,0.80000000,0.20000000
22,0.10957258,0.15120440,0.30548396,0.08946436,0.79000000,0.21000000
23,0.10728385,0.15446556,0.30210161,0.09016596,0.78000000,0.22000000
24,0.10554473,0.14772550,0.29979003,0.08938307,0.77000000,0.23000000
25,0.10364360,0.15458050,0.29704794,0.09001227,0.76000000,0.24000000
26,0.10203358,0.15153089,0.29489649,0.08909911,0.75000000,0.25000000
27,0.10031046,0.15051897,0.29250739,0.08953636,0.74000000,0.26000000
28,0.09894095,0.14947407,0.29072250,0.08913209,0.73000000,0.27000000
29,0.09768094,0.14930797,0.28927815,0.08903490,0.72000000,0.28000000
30,0.09641051,0.15107666,0.28784914,0.08922389,0.71000000,0.29000000
31,0.09524582,0.14910612,0.28665755,0.08892163,0.70000000,0.30000000
32,0.09429314,0.15028804,0.28576764,0.08907625,0.69000000,0.31000000
33,0.09327355,0.15294353,0.28512321,0.08929977,0.68000000,0.32000000
34,0.09223042,0.15188527,0.28429308,0.08870042,0.67000000,0.33000000
35,0.09133548,0.14991629,0.28389645,0.08849123,0.66000000,0.34000000
36,0.09062337,0.14930048,0.28416077,0.08843353,0.65000000,0.35000000
37,0.08960242,0.15108481,0.28357472,0.08886139,0.64000000,0.36000000
38,0.08896835,0.15147484,0.28413942,0.08882880,0.63000000,0.37000000
39,0.08815857,0.15169348,0.28425713,0.08808316,0.62000000,0.38000000
40,0.08747107,0.15149519,0.28494131,0.08933752,0.61000000,0.39000000
41,0.08677365,0.15320414,0.28562701,0.08889118,0.60000000,0.40000000
