epoch,train_loss,val_loss,train_rmse,val_rmse,w_d,w_p
1,1.44910891,0.79822419,1.08228560,0.22812716,1.00000000,0.00000000
2,0.44055460,0.24269623,0.60796358,0.11843968,1.00000000,0.04000000
3,0.24847122,0.20063874,0.45358720,0.10664624,1.00000000,0.08000000
4,0.21284753,0.19030763,0.41701404,0.10299682,1.00000000,0.12000000
5,0.19634172,0.18645081,0.39620600,0.10077133,1.00000000,0.16000000
6,0.18676868,0.18014516,0.38166896,0.09920475,1.00000000,0.20000000
7,0.18106361,0.17581190,0.37116082,0.09722715,1.00000000,0.24000000
8,0.17739465,0.17355390,0.36312860,0.09619559,1.00000000,0.28000000
9,0.17514322,0.16962546,0.35696347,0.09484618,1.00000000,0.32000000
10,0.17372227,0.16436881,0.35215344,0.09356799,1.00000000,0.36000000
11,0.17333860,0.16227144,0.34885935,0.09274573,1.00000000,0.40000000
12,0.17311158,0.16152043,0.34616459,0.09267732,1.00000000,0.44000000
13,0.17327528,0.16017740,0.34432519,0.09221609,1.00000000,0.48000000
14,0.17375518,0.15892161,0.34305564,0.09182981,1.00000000,0.52000000
15,0.17408005,0.15744686,0.34186720,0.09156453,1.00000000,0.56000000
16,0.17475424,0.15932130,0.34120517,0.09203773,1.00000000,0.60000000
17,0.17524511,0.15859052,0.34040891,0.09196968,1.00000000,0.64000000
18,0.17593796,0.15871419,0.34024925,0.09135752,1.00000000,0.68000000
19,0.17650723,0.15745278,0.33974846,0.09187308,1.00000000,0.72000000
20,0.17713124,0.15592018,0.33962306,0.09113404,1.00000000,0.76000000
21,0.17793728,0.15455210,0.33978497,0.09059047,1.00000000,0.80000000
22,0.17855501,0.15694765,0.33969470,0.09162390,1.00000000,0.84000000
23,0.17922518,0.15354310,0.33977634,0.09128273,1.00000000,0.88000000
24,0.18001012,0.15717142,0.34013440,0.09103142,1.00000000,0.92000000
25,0.18071014,0.15529973,0.34042977,0.09119205,1.00000000,0.96000000
26,0.18132274,0.15521806,0.34060333,0.09113282,1.00000000,1.00000000
27,0.18215806,0.15498586,0.34109661,0.09126687,1.00000000,1.04000000
28,0.18294847,0.15404341,0.34160165,0.09095677,1.00000000,1.08000000
29,0.18359475,0.15406194,0.34207734,0.09085562,1.00000000,1.12000000
30,0.18428332,0.15504425,0.34251020,0.09115602,1.00000000,1.16000000
31,0.18508294,0.15499739,0.34335107,0.09123138,1.00000000,1.20000000
32,0.18413200,0.15405805,0.34192064,0.09104424,1.00000000,1.20000000
33,0.18345066,0.15362885,0.34088037,0.09107038,1.00000000,1.20000000
34,0.18248481,0.15416191,0.33935797,0.09112644,1.00000000,1.20000000
35,0.18157952,0.15289718,0.33789780,0.09122828,1.00000000,1.20000000
36,0.18097818,0.15355281,0.33698072,0.09109624,1.00000000,1.20000000
37,0.18009411,0.15320790,0.33551510,0.09076481,1.00000000,1.20000000
38,0.17935658,0.15451979,0.33426768,0.09126903,1.00000000,1.20000000
39,0.17868779,0.15323152,0.33313381,0.09095477,1.00000000,1.20000000
40,0.17807782,0.15148228,0.33220551,0.09032838,1.00000000,1.20000000
41,0.17733504,0.15246977,0.33096403,0.09054743,1.00000000,1.20000000
