epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19264311,0.17387824,0.10790018,0.09695446,0.19335062,3.26430660e-02,1.19202312e-05,4.92720273e-06,2.07335818e-02
2,0.16724061,0.15977462,0.10261528,0.09394584,0.17122648,6.49914653e-02,3.85718993e-05,1.27951182e-05,5.76321716e-02
3,0.15924435,0.15692317,0.10077784,0.09317137,0.16555089,7.18481619e-02,1.04165920e-04,2.57376572e-05,7.26729709e-02
4,0.15668876,0.15429430,0.10002352,0.09250894,0.16343264,7.45498621e-02,1.81456791e-04,4.54828054e-05,7.60048303e-02
5,0.15449109,0.15203775,0.09937270,0.09189916,0.16157073,7.71959760e-02,2.72137256e-04,6.91703631e-05,7.84650625e-02
6,0.15249254,0.15040324,0.09880998,0.09154846,0.15987897,7.98382298e-02,3.82809214e-04,9.99203253e-05,8.04074020e-02
7,0.15063788,0.14873816,0.09833009,0.09117794,0.15827288,8.15377863e-02,5.05603654e-04,1.35329123e-04,8.21829914e-02
8,0.14883111,0.14707460,0.09784788,0.09089213,0.15670589,8.30943003e-02,6.34877422e-04,1.76363950e-04,8.37108212e-02
9,0.14715908,0.14569088,0.09741698,0.09061908,0.15530785,8.45876779e-02,7.86470970e-04,2.23340822e-04,8.55904652e-02
10,0.14575010,0.14492414,0.09704585,0.09048825,0.15413803,8.56450871e-02,9.49780183e-04,2.80572311e-04,8.70810038e-02
11,0.14462564,0.14450863,0.09673062,0.09039024,0.15321882,8.68691601e-02,1.12859095e-03,3.51926843e-04,8.81025893e-02
12,0.14366854,0.14396849,0.09645048,0.09030582,0.15238688,8.77571490e-02,1.33041619e-03,4.36173859e-04,8.86777055e-02
13,0.14293715,0.14321887,0.09625045,0.09013649,0.15176271,8.86375595e-02,1.56101370e-03,5.36789823e-04,8.90257643e-02
14,0.14206883,0.14299921,0.09599701,0.09013288,0.15097551,8.94732420e-02,1.80832581e-03,6.49131160e-04,8.93477510e-02
15,0.14129051,0.14233546,0.09577374,0.09000282,0.15024963,9.01673101e-02,2.09527894e-03,7.73505742e-04,8.94065817e-02
16,0.14052531,0.14185997,0.09554525,0.08988234,0.14958523,9.12823048e-02,2.38514333e-03,9.12854809e-04,8.96824522e-02
17,0.13983796,0.14152065,0.09534466,0.08978518,0.14896446,9.19395582e-02,2.72628238e-03,1.06800091e-03,8.97728747e-02
18,0.13914417,0.14145777,0.09513231,0.08986095,0.14833434,9.30725671e-02,3.05357900e-03,1.23274733e-03,8.97354313e-02
19,0.13850644,0.14078607,0.09494391,0.08972000,0.14775749,9.40554112e-02,3.42688175e-03,1.41215861e-03,8.97675369e-02
20,0.13790662,0.14071422,0.09475812,0.08970635,0.14721146,9.48960866e-02,3.83231115e-03,1.60531502e-03,8.97962126e-02
21,0.13749408,0.14028870,0.09462419,0.08968628,0.14682911,9.56784557e-02,4.24457167e-03,1.80984516e-03,8.97783274e-02
22,0.13690709,0.14031168,0.09445255,0.08969014,0.14629392,9.67325224e-02,4.73173173e-03,2.02539132e-03,8.97689228e-02
23,0.13651799,0.13977972,0.09431484,0.08957329,0.14592655,9.74558202e-02,5.17316830e-03,2.25530974e-03,8.97877256e-02
24,0.13605031,0.13908451,0.09418121,0.08942202,0.14547693,9.80394770e-02,5.66769660e-03,2.48856384e-03,8.98552718e-02
25,0.13554156,0.13894177,0.09402503,0.08942607,0.14500008,9.89625281e-02,6.20537701e-03,2.73771831e-03,8.98437175e-02
26,0.13510132,0.13837321,0.09387582,0.08924128,0.14460238,9.99323068e-02,6.74437578e-03,2.99089837e-03,8.97965314e-02
27,0.13459847,0.13845841,0.09372183,0.08934142,0.14412625,1.00487360e-01,7.29980153e-03,3.25363225e-03,8.98346262e-02
28,0.13423720,0.13772972,0.09360217,0.08917780,0.14378518,1.01220271e-01,7.89766490e-03,3.52444470e-03,8.98716253e-02
29,0.13368003,0.13707024,0.09342733,0.08891411,0.14326958,1.02028276e-01,8.48811788e-03,3.80996662e-03,8.99126467e-02
30,0.13335140,0.13748293,0.09332357,0.08910754,0.14296682,1.02697949e-01,9.17329788e-03,4.10098417e-03,8.98128164e-02
31,0.13296457,0.13681341,0.09318703,0.08897621,0.14261292,1.03239877e-01,9.81970246e-03,4.39736550e-03,9.00464545e-02
32,0.13251116,0.13655939,0.09303493,0.08879478,0.14219797,1.03872730e-01,1.04936424e-02,4.69775165e-03,8.99899126e-02
33,0.13200546,0.13676348,0.09285830,0.08897688,0.14173493,1.04584762e-01,1.11737352e-02,5.01683991e-03,9.01087016e-02
34,0.13159898,0.13659923,0.09273187,0.08889434,0.14136314,1.05155023e-01,1.19390131e-02,5.34100079e-03,9.00931065e-02
35,0.13115010,0.13627976,0.09258438,0.08880849,0.14096797,1.05812319e-01,1.26919010e-02,5.67350809e-03,9.01464946e-02
36,0.13074699,0.13678937,0.09245466,0.08887115,0.14061963,1.06367231e-01,1.35195958e-02,6.02917104e-03,9.00659977e-02
37,0.13040972,0.13609642,0.09234128,0.08886385,0.14030404,1.06776161e-01,1.43944242e-02,6.37908170e-03,9.01792330e-02
38,0.12997314,0.13658644,0.09218547,0.08890994,0.13992120,1.07542847e-01,1.51391727e-02,6.74610037e-03,9.02092970e-02
39,0.12962817,0.13538363,0.09207038,0.08855291,0.13960950,1.07972431e-01,1.60689366e-02,7.12919991e-03,9.02292141e-02
40,0.12917757,0.13611324,0.09189659,0.08883383,0.13921503,1.08565044e-01,1.69949368e-02,7.49363939e-03,9.02378436e-02
41,0.12883632,0.13650108,0.09177687,0.08895789,0.13892627,1.09146976e-01,1.78167950e-02,7.88758079e-03,9.02119294e-02
42,0.12837393,0.13521739,0.09161372,0.08850273,0.13851260,1.09823376e-01,1.87770983e-02,8.30037164e-03,9.01605769e-02
43,0.12810126,0.13561085,0.09150353,0.08856778,0.13827514,1.10292503e-01,1.98274505e-02,8.71832558e-03,9.00630256e-02
44,0.12768945,0.13535427,0.09134392,0.08853053,0.13790922,1.10983904e-01,2.08145439e-02,9.13641777e-03,9.00248588e-02
45,0.12728173,0.13554786,0.09120125,0.08872955,0.13756522,1.11442345e-01,2.17936305e-02,9.56989973e-03,9.01276139e-02
46,0.12701642,0.13538780,0.09106910,0.08859828,0.13734115,1.11927085e-01,2.27902875e-02,1.00055055e-02,9.00740230e-02
47,0.12655794,0.13554694,0.09089863,0.08871701,0.13693824,1.12492637e-01,2.38635970e-02,1.04641164e-02,9.02990701e-02
48,0.12623088,0.13514592,0.09076765,0.08851470,0.13665893,1.13120510e-01,2.50154748e-02,1.09284205e-02,9.00995924e-02
49,0.12583056,0.13573359,0.09062761,0.08869230,0.13631563,1.13740746e-01,2.62660122e-02,1.14031846e-02,9.01461287e-02
50,0.12560056,0.13583407,0.09052888,0.08874816,0.13611911,1.14181487e-01,2.73950695e-02,1.19047053e-02,9.01686458e-02
51,0.12516502,0.13606764,0.09036036,0.08874392,0.13574758,1.14846905e-01,2.85740133e-02,1.23707169e-02,9.01233329e-02
52,0.12481926,0.13669586,0.09022195,0.08879976,0.13544812,1.15245919e-01,2.99168623e-02,1.28603700e-02,9.02697003e-02
53,0.12453810,0.13653959,0.09009261,0.08886422,0.13520629,1.15695081e-01,3.10365787e-02,1.33558522e-02,9.01617963e-02
54,0.12408925,0.13613726,0.08992444,0.08879012,0.13482947,1.16498766e-01,3.24904326e-02,1.38742232e-02,9.03286347e-02
55,0.12376126,0.13675885,0.08979620,0.08890127,0.13455036,1.16787830e-01,3.37388475e-02,1.44038592e-02,9.03561813e-02
56,0.12346794,0.13663509,0.08968774,0.08877552,0.13430489,1.17273635e-01,3.55368747e-02,1.48956049e-02,9.04152810e-02
57,0.12304682,0.13713692,0.08952418,0.08896206,0.13395176,1.17844757e-01,3.68452795e-02,1.54479013e-02,9.03777712e-02
58,0.12267424,0.13745686,0.08934881,0.08922951,0.13364684,1.18375350e-01,3.80956878e-02,1.59687967e-02,9.05732788e-02
59,0.12228823,0.13716051,0.08921763,0.08900831,0.13331899,1.18845490e-01,3.99613178e-02,1.65168861e-02,9.05369745e-02
60,0.12198711,0.13730114,0.08908645,0.08888634,0.13306103,1.19320322e-01,4.14594947e-02,1.70859715e-02,9.05543379e-02
61,0.12159581,0.13774347,0.08891105,0.08896719,0.13275024,1.19874558e-01,4.29300459e-02,1.76646274e-02,9.07262472e-02
62,0.12124590,0.13755246,0.08880367,0.08886506,0.13245663,1.20119941e-01,4.43983741e-02,1.82308375e-02,9.07170458e-02
63,0.12074653,0.13747598,0.08859274,0.08884045,0.13205354,1.20973022e-01,4.61724316e-02,1.88181174e-02,9.07440118e-02
64,0.12051216,0.13754308,0.08850053,0.08891269,0.13184922,1.21233790e-01,4.78483477e-02,1.93880846e-02,9.06897501e-02
65,0.12015886,0.13894918,0.08838050,0.08915620,0.13158346,1.21549784e-01,4.93918857e-02,2.00155743e-02,9.08648725e-02
66,0.11968677,0.13923234,0.08818974,0.08906027,0.13117110,1.22041619e-01,5.09276242e-02,2.05550091e-02,9.09113893e-02
