epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.1682299566483105,0.16017440822799978,0.07653961,0.06953493399999999,0.19880086,0.07222280099999999,0.0208276559,8.87904934e-05,2.99218193e-05,0.0355486015
2,0.15144056208643655,0.14258597968208414,0.07386415399999999,0.066825423,0.18046627,0.07177835,0.056044006,0.000208406364,5.52762704e-05,0.1090817405
3,0.14135595932264414,0.1373905273397883,0.072178673,0.066011169,0.16993633,0.071243088,0.0677501565,0.000646484944,0.000144695855,0.16815109500000003
4,0.13754094693495592,0.13498840556026032,0.071407028,0.06551871899999999,0.1658778,0.07065650899999999,0.0735218073,0.00117287776,0.00025962397,0.18931768075
5,0.13505629672871322,0.1326839204517625,0.07088433799999999,0.06513395,0.16313805,0.07002646,0.0771931744,0.00180124386,0.000389086806,0.20011489524999998
6,0.13301099800789362,0.1309229993973701,0.070449715,0.06479566099999999,0.16089344,0.069368922,0.0795381042,0.00253632665,0.000572085716,0.20930824375
7,0.13135824166653934,0.1294406810107136,0.07010668699999999,0.064516515,0.15908235,0.068696999,0.0811415413,0.00333431254,0.000793404784,0.21625154175
8,0.13000505698494566,0.1282327127237145,0.06981724399999999,0.06431523,0.15760668,0.0680407,0.0823711575,0.0042475192,0.00112115956,0.22185362
9,0.12902570499796606,0.12720540325003732,0.069617296,0.064216663,0.15655721,0.067424035,0.0838497375,0.00536068281,0.00159202829,0.22602218024999998
10,0.12830698054281833,0.12650815669405607,0.069476708,0.064083796,0.15579845,0.066863265,0.0847457215,0.00655338517,0.00221182918,0.22921035625
11,0.1274636991534935,0.12550760235259062,0.069311452,0.06396442499999999,0.1548803,0.066365929,0.0853309994,0.00800969984,0.00295167154,0.23107616525
12,0.12684303720715046,0.1251632279738443,0.069181364,0.063872319,0.15421802,0.065938439,0.0866682923,0.00971374383,0.00384478551,0.233139414
13,0.12607707405561863,0.12425914250482217,0.06903746499999999,0.063759094,0.15339068,0.065577232,0.0871722883,0.0115156681,0.00478972314,0.23523482775
14,0.12530284706019032,0.12353037653399168,0.068894763,0.06364814399999999,0.15255429,0.06527029599999999,0.0882081172,0.0135094406,0.0058377187,0.23694832175
15,0.12465283155881093,0.12280355066206411,0.06875701699999999,0.063525189,0.15185061,0.06500315499999999,0.0890597244,0.0157993098,0.00691609653,0.23907336425000003
16,0.12381231360831978,0.12223133513031609,0.068582934,0.063368011,0.15092886,0.06477275,0.0902876985,0.0183050703,0.00802999263,0.24131888975000002
17,0.12320197943014631,0.12202675595516763,0.068466692,0.063339605,0.15027078,0.064573068,0.0906872944,0.0207535158,0.00924092067,0.243060451
18,0.12247558303918209,0.12140541970729672,0.068333104,0.06327789299999999,0.14949148,0.064395576,0.091531949,0.0237906492,0.0104693199,0.24513253075000002
19,0.12188348439932115,0.12103955507980863,0.068201427,0.063199185,0.14884112,0.064236599,0.0922312123,0.0265679915,0.0117354322,0.247024938
20,0.12144004280054888,0.12100155077528335,0.068106724,0.063240863,0.14835834,0.064100456,0.0930216331,0.030076193,0.0131093742,0.24784879799999998
21,0.12097276467063216,0.12012842023588297,0.068025727,0.063040614,0.14785676,0.06396279399999999,0.0936425879,0.0332288766,0.0146586625,0.24880419250000002
22,0.12026375814700448,0.12014212281246563,0.067867464,0.063092925,0.14708547,0.06384413,0.0944005525,0.0371862674,0.0161363212,0.25005685
23,0.11991297475911411,0.12021390810277287,0.067786061,0.063114324,0.14669867,0.063740495,0.0952073807,0.040977451,0.0178630691,0.2504920975
24,0.11949801520833125,0.11955997958426288,0.067680284,0.062947059,0.14623626,0.063635712,0.0958668602,0.0446336026,0.0195162366,0.2507160275
25,0.11913675555652968,0.11924068305983562,0.067610844,0.06292458199999999,0.14585813,0.063538727,0.0963627424,0.0490438108,0.0213489773,0.2513446675
26,0.118809747503272,0.11908467245597369,0.06753012,0.06283937099999999,0.14549912,0.06344541,0.0963491965,0.0532868982,0.0233352291,0.25214637500000003
27,0.11836002058602262,0.11888827230818694,0.067437545,0.062910183,0.14502199,0.06336764,0.0972153964,0.0581361848,0.0251444117,0.2519679725
28,0.11799176261458863,0.11850156123005515,0.067334015,0.062834373,0.14460991,0.063291648,0.0975570611,0.0624199185,0.0271585459,0.25231086999999996
29,0.11769084127284615,0.11830779417441863,0.06726130599999999,0.062730535,0.14429872,0.063213521,0.0981527244,0.0675994444,0.0292266752,0.252865775
30,0.11715755126615264,0.117667922286842,0.067144945,0.06266722,0.14373133,0.063139923,0.0992597824,0.0725731511,0.0313665254,0.25263512250000003
31,0.11675382917800864,0.117815341979808,0.067028815,0.06271496,0.14328682,0.06307690199999999,0.0992947077,0.0780719432,0.0334243186,0.25277070749999997
