epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19718021,0.18079216,0.10900528,0.09853136,0.19728407,0.10314380,2.36422784e-02,6.78592790e-05,3.32948683e-05,1.54979166e-02
2,0.17573302,0.16209566,0.10453176,0.09469660,0.17652800,0.10245270,6.33165209e-02,2.11279561e-04,5.76825653e-05,4.81877738e-02
3,0.16461054,0.15799922,0.10220100,0.09394311,0.16627720,0.10162922,7.22849713e-02,6.47013953e-04,1.52311517e-04,7.20637828e-02
4,0.16135405,0.15550755,0.10137966,0.09336346,0.16330769,0.10074043,7.61822456e-02,1.18944853e-03,2.68028974e-04,7.95845119e-02
5,0.15898447,0.15334139,0.10074012,0.09277994,0.16104123,0.09980108,7.86605936e-02,1.82523923e-03,4.15243263e-04,8.31897698e-02
6,0.15679136,0.15130376,0.10013341,0.09231510,0.15894988,0.09883473,8.14267745e-02,2.58161139e-03,6.00022642e-04,8.59620432e-02
7,0.15537529,0.14996029,0.09975590,0.09194010,0.15762680,0.09787063,8.32986012e-02,3.45414418e-03,8.36748611e-04,8.82681095e-02
8,0.15396813,0.14898042,0.09938311,0.09172198,0.15629017,0.09693844,8.42765881e-02,4.43694849e-03,1.16641222e-03,8.99174026e-02
9,0.15298232,0.14822166,0.09910716,0.09156077,0.15537457,0.09607053,8.60803119e-02,5.61707158e-03,1.62716722e-03,9.11433558e-02
10,0.15198424,0.14732750,0.09884153,0.09139756,0.15443075,0.09528458,8.73394520e-02,6.91979610e-03,2.24107118e-03,9.20544914e-02
11,0.15111555,0.14650190,0.09861502,0.09113085,0.15361635,0.09458014,8.86714790e-02,8.39820817e-03,3.04141882e-03,9.28275137e-02
12,0.15014492,0.14562008,0.09833251,0.09089361,0.15269694,0.09396857,9.03133355e-02,1.00244105e-02,3.94102307e-03,9.37841281e-02
