n,arch,status,test_rmse,elapsed_sec,activation,batch_size,coriolis_hidden,coriolis_matrix_form,coriolis_structural,correction_dropout,correction_gain_ramp_frac,correction_reg_inertia_normalize,data_train_fraction,data_train_seed,dropout,early_stop_metric,early_stopping,ema_decay,enable_passivity_loss,epochs,feature_noise_std,friction_form,friction_hidden,grad_clip_norm,gravity_hidden,hidden_layers,inertia_hidden,inertia_psd,joint_loss_weights,lambda_correction_decay,lambda_correction_reg,lambda_correction_reg_per_component,lambda_passivity,learning_rate,lr_scheduler,min_delta,optimizer,patience,phi_lr_ratio,physics_warmup_fraction,physics_weight,print_every,seed,snapshot_every,spectral_norm,stride,torch_compile,torch_compile_mode,use_friction_qdd,use_phys_cond,warmup_cosine_min_factor,weight_decay
99,physreg,ok,0.092209,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
100,physreg,ok,0.092375,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
101,physreg,ok,0.092432,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
102,physreg,ok,0.092626,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
103,physreg,ok,0.092639,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.5,,42,0,,1,True,reduce-overhead,,,,0.005
104,physreg,ok,0.092969,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.5,,42,0,,1,True,reduce-overhead,,,,0.005
105,physreg,ok,0.093276,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
106,physreg,ok,0.093386,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
107,physreg,ok,0.093631,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
108,physreg,ok,0.093633,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
109,physreg,ok,0.093995,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
110,physreg,ok,0.094209,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
111,physreg,ok,0.094282,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
112,physreg,ok,0.094429,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
113,physreg,ok,0.094464,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
114,physreg,ok,0.094816,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
115,physreg,ok,0.095166,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.5,,42,0,,1,True,reduce-overhead,,,,0.005
116,physreg,ok,0.095182,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
117,physreg,ok,0.096103,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
118,physreg,ok,0.096249,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
119,physreg,ok,0.096703,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
120,physreg,ok,0.096916,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
121,physreg,ok,0.097918,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
122,physreg,ok,0.098373,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
123,physreg,ok,0.100202,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
124,physreg,ok,0.101328,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
