epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.16261891165825912,0.14794729734000714,0.080262465,0.071871855,0.18880998,0.0323422795,1.25146536e-05,7.08683227e-06,0.07492518525
2,0.1419967851110758,0.14165199450781413,0.0766075125,0.07083568500000001,0.16983163,0.0647818909,3.85936487e-05,1.22866669e-05,0.16180260575
3,0.1377569655410173,0.13865542713810314,0.0756906675,0.070102575,0.16629066,0.0712338242,0.000103622462,2.71855269e-05,0.18205046425
4,0.13529381765702053,0.13588934043084214,0.0750938025,0.069462795,0.16381144,0.0740716444,0.000180748661,4.568765e-05,0.18935295800000002
5,0.1331436276469165,0.1339006598951041,0.07456827,0.069091635,0.1616877,0.077015851,0.000273822834,6.92603856e-05,0.19477565725
6,0.13133869851236957,0.13206274613925229,0.0741509625,0.0686468925,0.15995919,0.0792538789,0.000380239232,0.000102006839,0.1990014555
7,0.1296377666991541,0.1306304846984125,0.073763115,0.06841965,0.15836477,0.0811008694,0.000498976427,0.000136915563,0.203328067
8,0.12811877733536214,0.12901278258262414,0.073439595,0.068141235,0.1569543,0.0826222137,0.000629546001,0.000178261451,0.20714752150000001
9,0.1266880104106343,0.12782930064749928,0.0731101725,0.06787325250000001,0.15560076,0.0839835771,0.000777049251,0.00022965456,0.21112819000000002
10,0.12544986227600474,0.12707590901885002,0.0728288325,0.0678099,0.15442726,0.0854294363,0.000947570376,0.000285576375,0.214631971
11,0.12448068749805599,0.1262035590750421,0.07260684,0.06774295500000001,0.15349476,0.0862510343,0.00113689279,0.000359027792,0.21736538900000002
12,0.1235407926191085,0.12599591109396327,0.07238811,0.0676582125,0.15257496,0.0871186614,0.00132382866,0.000444065833,0.21905895325000002
13,0.12278443200854411,0.12532074269007812,0.072203085,0.06759712500000001,0.15181412,0.0880708911,0.00155328505,0.000542749265,0.2201935035
14,0.12201662175037353,0.12481435315231412,0.0720229575,0.067554315,0.15104213,0.0887314336,0.00180011472,0.000655920864,0.22122272974999999
15,0.12135079589939213,0.124317818578184,0.071840205,0.06746628,0.15037135,0.0900151284,0.00208598374,0.000781472111,0.2219274265
16,0.12059898265931213,0.1242286496039921,0.071671155,0.067439955,0.14961656,0.0909181078,0.00237924082,0.000923238086,0.2225420985
17,0.11993402850413651,0.12383168094290412,0.07151343,0.067388115,0.14893175,0.0918081397,0.0027122576,0.00107820661,0.22274673525
18,0.119402632451186,0.12353536714105728,0.07137606,0.06738293249999999,0.14839962,0.0929703775,0.00307400949,0.00124882451,0.222790451
19,0.11885342795704928,0.12291979501020847,0.07123925249999999,0.06723639,0.14783603,0.0938929379,0.00344016371,0.00143088763,0.22258547525
20,0.11835596416553104,0.12291664749846212,0.0711243825,0.067313595,0.14733197,0.0947442305,0.00385278362,0.0016293618,0.22255914025
21,0.11788429054349454,0.12268538450339211,0.0710088375,0.067280205,0.1468372,0.0955160506,0.00425776114,0.00183342284,0.22224967575000001
22,0.1174817028262565,0.12201376076565651,0.07090887,0.06712736999999999,0.14641044,0.0964403566,0.00469410627,0.00204903012,0.22203916325
23,0.11699264132727603,0.1217052716786,0.0707839425,0.0671094,0.14589282,0.0974890413,0.00518323633,0.00227965512,0.22143132124999998
24,0.11661577509055301,0.12166506265949478,0.0706974225,0.0671204325,0.14550716,0.0982183304,0.00568884178,0.00251135464,0.22142083075
25,0.11615350258630228,0.12120657407234853,0.0705848925,0.0670950825,0.14501323,0.0989624787,0.00619633305,0.00275658682,0.22113270200000001
26,0.11576273686867214,0.12075569602123212,0.070477005,0.067029645,0.14458662,0.100016605,0.00671676401,0.00301338571,0.22067558550000002
27,0.11542799039165,0.12090779665905313,0.0703923,0.067070775,0.14422437,0.100442251,0.0072565994,0.00328009365,0.2205551375
28,0.11494515729772811,0.12041426522755312,0.070277325,0.066975975,0.14372555,0.101369686,0.00789704957,0.00355089634,0.22028641675
