epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.16685934704585811,0.15593705734030283,0.076299223,0.068968858,0.19717651,0.072198007,0.0238931257,6.15302428e-05,3.23126165e-05,0.03919028050000001
2,0.14775152620577633,0.1390184418810026,0.073153213,0.06628205499999999,0.17576701,0.07170489199999999,0.06537803,0.000660328721,0.000214913206,0.12302119925
3,0.1378411230573844,0.13553775978498855,0.071517978,0.065813447,0.1648152,0.071111684,0.0749590078,0.00206324515,0.000566945311,0.18609723450000001
4,0.13506791128818155,0.13334008645371048,0.070950852,0.065414636,0.1616869,0.07046925899999999,0.079031248,0.00408348177,0.00107266646,0.20640490425000002
5,0.13301686637625,0.13139959914023577,0.0705005,0.06500033399999999,0.15932695,0.06978813799999999,0.0815622435,0.00677227575,0.00180551834,0.21590967675
6,0.13111338757768834,0.12953780000749798,0.070071792,0.06466585999999999,0.1571324,0.069086395,0.0844559403,0.0100648627,0.00285250098,0.2232521225
7,0.12988792238366392,0.12830905306071527,0.06980666699999999,0.064397116,0.15573496,0.068384638,0.0864128188,0.0142651056,0.00442649699,0.229367852
8,0.12865183932121563,0.1273982566246771,0.069541675,0.064241968,0.15432344,0.06770507099999999,0.0874316355,0.0191025444,0.00676380606,0.23378891775
9,0.12780481461013898,0.12670191799685798,0.069348986,0.06412546,0.15335474,0.067071914,0.0893021254,0.0251282686,0.0099896802,0.23710213575
10,0.12693212970015763,0.12585658707039693,0.06916059499999999,0.064009659,0.15236157,0.06649625499999999,0.0905947282,0.031864646,0.0137077191,0.23957370425
11,0.1261797346362,0.12513764356868698,0.06900179999999999,0.06381828599999999,0.15151186,0.065981601,0.0919893597,0.0392726199,0.017973058,0.24167606775
12,0.1253441562450193,0.12432182581877871,0.068801516,0.06364012899999999,0.15055086,0.065532474,0.0936979687,0.04795388,0.0226932912,0.24425198575
13,0.12443936857640764,0.12346713938331794,0.068635595,0.06357911699999999,0.14954449,0.06514546499999999,0.0948215561,0.0573973176,0.0275281008,0.24642203750000002
14,0.12354476176519874,0.12275830442528939,0.06845929299999999,0.063434826,0.14854877,0.064812685,0.0960228079,0.0683909734,0.0326287193,0.24991352875
15,0.12273735844634175,0.12219096038467113,0.06829060699999999,0.063406427,0.14764515,0.064531621,0.0979049562,0.0792965614,0.0377569957,0.25172701249999996
