epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.16122962,0.14991869,0.10124451,0.09188366,0.16468374,7.28023422e-02,4.87304218e-04,1.42489678e-04,7.58130927e-02
2,0.14974904,0.14553738,0.09828524,0.09080453,0.15435868,8.62838473e-02,4.87459229e-04,1.42653764e-04,9.02518660e-02
3,0.14556207,0.14289619,0.09712219,0.09021835,0.15054821,9.10143882e-02,4.87681610e-04,1.42686848e-04,9.37323885e-02
4,0.14317636,0.14169481,0.09647902,0.09008054,0.14837089,9.38096952e-02,4.87120884e-04,1.42447708e-04,9.53634741e-02
5,0.14154191,0.14130435,0.09602773,0.09003015,0.14686375,9.62814283e-02,4.87042832e-04,1.42588719e-04,9.61193434e-02
6,0.14058089,0.14049506,0.09574988,0.08982293,0.14597103,9.78206734e-02,4.87006306e-04,1.42387804e-04,9.65268876e-02
7,0.13970183,0.14048093,0.09551603,0.08988479,0.14514137,9.89880457e-02,4.87296176e-04,1.42310566e-04,9.68272841e-02
8,0.13903835,0.13986100,0.09531480,0.08980026,0.14450703,1.00063935e-01,4.87114889e-04,1.42421092e-04,9.66121475e-02
9,0.13863727,0.13934294,0.09521120,0.08959075,0.14411865,1.00491800e-01,4.87686427e-04,1.42626239e-04,9.67057610e-02
10,0.13813188,0.13938478,0.09508102,0.08972115,0.14364100,1.01245301e-01,4.87338652e-04,1.42416621e-04,9.65457568e-02
11,0.13794183,0.13911045,0.09501344,0.08964871,0.14345305,1.01398350e-01,4.86690461e-04,1.42362559e-04,9.67164844e-02
12,0.13766712,0.13918894,0.09495490,0.08960494,0.14319750,1.01827849e-01,4.87242868e-04,1.42387298e-04,9.66785255e-02
13,0.13765223,0.13913507,0.09492907,0.08962485,0.14317435,1.01892271e-01,4.86957327e-04,1.42607193e-04,9.65858943e-02
14,0.13751825,0.13900900,0.09489822,0.08959296,0.14304063,1.01909304e-01,4.86734876e-04,1.42656581e-04,9.65518820e-02
15,0.13758114,0.13899779,0.09491927,0.08959295,0.14310315,1.01955251e-01,4.86855402e-04,1.42353069e-04,9.65808664e-02
16,0.13717484,0.13888101,0.09480894,0.08955801,0.14272155,1.02579714e-01,4.86819642e-04,1.42593399e-04,9.65382814e-02
17,0.13637589,0.13772393,0.09457273,0.08935049,0.14193542,1.03575751e-01,4.87675470e-04,1.42578483e-04,9.64914412e-02
18,0.13556490,0.13741687,0.09432003,0.08929354,0.14117201,1.04806568e-01,4.86910386e-04,1.42539144e-04,9.65194322e-02
19,0.13480694,0.13605689,0.09410366,0.08894472,0.14044043,1.05833871e-01,4.86593442e-04,1.42885245e-04,9.63712736e-02
20,0.13420440,0.13638568,0.09387982,0.08913907,0.13986526,1.06531052e-01,4.87025394e-04,1.42462366e-04,9.63791458e-02
21,0.13376108,0.13639907,0.09373999,0.08910472,0.13944223,1.07218041e-01,4.87141351e-04,1.42630262e-04,9.62001341e-02
22,0.13307387,0.13540523,0.09352105,0.08880335,0.13878690,1.08263209e-01,4.87327001e-04,1.42303207e-04,9.63385109e-02
23,0.13265850,0.13562387,0.09339631,0.08888204,0.13838541,1.08928095e-01,4.87570794e-04,1.42588758e-04,9.59863799e-02
24,0.13254288,0.13563818,0.09334403,0.08889716,0.13829324,1.09160026e-01,4.87181565e-04,1.42636929e-04,9.62397039e-02
25,0.13233357,0.13559286,0.09328684,0.08890411,0.13807879,1.09288948e-01,4.86796609e-04,1.42675841e-04,9.60965327e-02
26,0.13210066,0.13526555,0.09321042,0.08882912,0.13785861,1.09782747e-01,4.86850819e-04,1.42551971e-04,9.59938807e-02
27,0.13198168,0.13548096,0.09319754,0.08884702,0.13774780,1.09589000e-01,4.86847851e-04,1.42968985e-04,9.62125347e-02
28,0.12806654,0.12793914,0.09189291,0.08598888,0.13374920,1.10105155e-01,6.67719684e-02,1.53589701e-02,9.14800584e-02
