epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.15755458,0.14688667,0.10014474,0.09086613,0.16139182,7.79950181e-02,5.55747373e-04,1.80013996e-04,7.89690272e-02
2,0.14537574,0.14250489,0.09695375,0.09005542,0.15036414,9.23030461e-02,5.55590232e-04,1.79655912e-04,9.39404616e-02
3,0.14169995,0.14068583,0.09595953,0.08977829,0.14699177,9.76413592e-02,5.55204337e-04,1.79684043e-04,9.67867766e-02
4,0.13951162,0.13983705,0.09532078,0.08969352,0.14494223,1.01139055e-01,5.55189317e-04,1.79980107e-04,9.75695545e-02
5,0.13809733,0.13848404,0.09489074,0.08960385,0.14358955,1.03176689e-01,5.55227595e-04,1.80096479e-04,9.78118844e-02
6,0.13687769,0.13782961,0.09452398,0.08955968,0.14240976,1.05388950e-01,5.54703044e-04,1.80452939e-04,9.76420138e-02
7,0.13599509,0.13686701,0.09424221,0.08916327,0.14156533,1.06843697e-01,5.55723148e-04,1.79598479e-04,9.75125399e-02
8,0.13528880,0.13655479,0.09402722,0.08925306,0.14087242,1.07591975e-01,5.55296373e-04,1.80134091e-04,9.72656730e-02
9,0.13469509,0.13659438,0.09383119,0.08927125,0.14030571,1.08801235e-01,5.55372761e-04,1.79610796e-04,9.71183070e-02
10,0.13421316,0.13582230,0.09368471,0.08910116,0.13984978,1.09309841e-01,5.55313132e-04,1.80192042e-04,9.70534199e-02
11,0.13390529,0.13595211,0.09357508,0.08913914,0.13955482,1.09900301e-01,5.55644992e-04,1.80152704e-04,9.71811231e-02
12,0.13372870,0.13562344,0.09352249,0.08902555,0.13938845,1.09884127e-01,5.55054122e-04,1.79770576e-04,9.71919145e-02
13,0.13353267,0.13558321,0.09344755,0.08909968,0.13919037,1.10059955e-01,5.54970698e-04,1.80175643e-04,9.70872512e-02
14,0.13343832,0.13558733,0.09342873,0.08906780,0.13910473,1.10235755e-01,5.55465148e-04,1.80290392e-04,9.70357229e-02
15,0.13331858,0.13558645,0.09339142,0.08907117,0.13898768,1.10387801e-01,5.54937583e-04,1.79990598e-04,9.71249473e-02
16,0.12079626,0.11776434,0.08939516,0.08279771,0.12642533,1.11362379e-01,1.31044741e-01,6.44349212e-02,6.96629420e-02
17,0.11379579,0.11471809,0.08709930,0.08178025,0.11992253,1.13740068e-01,1.44570969e-01,8.66389047e-02,6.01832764e-02
18,0.11076271,0.11341822,0.08607651,0.08125325,0.11716801,1.15627423e-01,1.49364756e-01,9.17664535e-02,5.77844680e-02
19,0.10882651,0.11244900,0.08539090,0.08101891,0.11540233,1.17084239e-01,1.53271734e-01,9.43991307e-02,5.61471960e-02
20,0.10748031,0.11233249,0.08489728,0.08109928,0.11418584,1.18361868e-01,1.55255970e-01,9.61920178e-02,5.54206712e-02
21,0.10619079,0.11190827,0.08441955,0.08089069,0.11302773,1.19642100e-01,1.57441138e-01,9.74362347e-02,5.49158638e-02
22,0.10516897,0.11138738,0.08403352,0.08074310,0.11211303,1.20885811e-01,1.58660141e-01,9.82438998e-02,5.45914819e-02
23,0.10438311,0.11090431,0.08375755,0.08072567,0.11140365,1.21701298e-01,1.60213779e-01,9.87265718e-02,5.42806583e-02
24,0.10374131,0.11123748,0.08349680,0.08094928,0.11082145,1.22561332e-01,1.60645695e-01,9.93146623e-02,5.40142140e-02
25,0.10332205,0.11126269,0.08333101,0.08081454,0.11044465,1.22971864e-01,1.61328119e-01,9.95708311e-02,5.40321063e-02
26,0.10289181,0.11085267,0.08318506,0.08065593,0.11005117,1.23294466e-01,1.62087046e-01,9.97810355e-02,5.39842487e-02
27,0.10280927,0.11124965,0.08312007,0.08080544,0.10998659,1.23560154e-01,1.62501813e-01,9.97373607e-02,5.40591051e-02
28,0.10259681,0.11101808,0.08305198,0.08072371,0.10977623,1.23357350e-01,1.62277855e-01,9.98534228e-02,5.40592826e-02
29,0.10256779,0.11105034,0.08303341,0.08072328,0.10974637,1.23416478e-01,1.62008774e-01,9.98822276e-02,5.40848919e-02
30,0.10249542,0.11098790,0.08301313,0.08071542,0.10967541,1.23322952e-01,1.62250641e-01,9.99918243e-02,5.40454913e-02
31,0.10233945,0.11049108,0.08296811,0.08071313,0.10957634,1.24063146e-01,1.62721238e-01,1.00344645e-01,5.39766360e-02
32,0.10147322,0.11004485,0.08261371,0.08060184,0.10879344,1.25109589e-01,1.64162660e-01,1.00582488e-01,5.42901526e-02
