epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19913086,0.18583460,0.10941717,0.09942717,0.19914645,0.10317489,2.10691395e-02,7.98113084e-05,2.91205735e-05,1.37871347e-02
2,0.18111750,0.16726562,0.10571774,0.09572672,0.18123007,0.10252007,5.74440935e-02,6.67432230e-04,2.17977428e-04,4.14351143e-02
3,0.16841173,0.16072468,0.10309885,0.09451778,0.16869489,0.10171868,6.91207303e-02,2.05784179e-03,5.81478881e-04,6.76923330e-02
4,0.16374750,0.15784336,0.10193746,0.09374516,0.16413304,0.10083758,7.62170169e-02,4.04219003e-03,1.03454016e-03,7.90268654e-02
5,0.16088768,0.15516974,0.10115961,0.09313815,0.16130556,0.09992111,7.99293768e-02,6.64137735e-03,1.73493902e-03,8.37129758e-02
6,0.15864884,0.15299431,0.10060610,0.09265249,0.15909308,0.09897756,8.25807116e-02,9.88894420e-03,2.78101605e-03,8.71255517e-02
7,0.15689432,0.15117254,0.10013135,0.09219454,0.15735687,0.09802486,8.39739144e-02,1.38561907e-02,4.41988903e-03,8.96970714e-02
8,0.15539718,0.14985663,0.09973537,0.09197959,0.15588014,0.09709547,8.54261132e-02,1.85659970e-02,6.65147345e-03,9.19553643e-02
9,0.15423863,0.14840597,0.09945789,0.09158998,0.15474008,0.09620588,8.66097376e-02,2.40757930e-02,9.61573801e-03,9.38431479e-02
10,0.15327056,0.14778759,0.09923226,0.09151116,0.15378847,0.09539258,8.80470202e-02,3.06242176e-02,1.31227689e-02,9.48660324e-02
11,0.15239412,0.14678194,0.09898309,0.09132393,0.15292718,0.09464437,8.88371929e-02,3.77805156e-02,1.71662704e-02,9.59570014e-02
12,0.15162288,0.14630821,0.09878219,0.09123939,0.15217523,0.09398837,9.01142417e-02,4.65682111e-02,2.16256367e-02,9.70428072e-02
13,0.15079905,0.14540750,0.09857601,0.09105316,0.15136711,0.09340653,9.08613586e-02,5.56156171e-02,2.65099018e-02,9.75567519e-02
14,0.15003459,0.14494614,0.09838989,0.09092110,0.15062174,0.09289998,9.18255535e-02,6.62382337e-02,3.15336102e-02,9.84079091e-02
15,0.14915463,0.14395820,0.09816976,0.09072811,0.14976394,0.09246659,9.28783438e-02,7.67050993e-02,3.68110400e-02,9.92053124e-02
16,0.14829951,0.14306138,0.09795904,0.09062727,0.14893459,0.09208651,9.37670765e-02,8.90457178e-02,4.21378637e-02,1.00138368e-01
17,0.14746103,0.14249145,0.09775217,0.09046845,0.14812562,0.09176512,9.46842685e-02,1.02116217e-01,4.78795402e-02,1.01053679e-01
18,0.14659354,0.14204987,0.09753339,0.09041773,0.14729021,0.09149238,9.53463666e-02,1.15367039e-01,5.35535948e-02,1.01882029e-01
19,0.14581028,0.14143305,0.09731562,0.09022933,0.14654528,0.09124856,9.58320409e-02,1.31481399e-01,5.98942542e-02,1.02809064e-01
20,0.14521237,0.14118241,0.09716159,0.09025177,0.14598901,0.09103874,9.65351738e-02,1.46322268e-01,6.62856324e-02,1.03390650e-01
21,0.14463468,0.14086609,0.09700607,0.09016108,0.14546285,0.09085446,9.78318566e-02,1.62717046e-01,7.34988620e-02,1.03983676e-01
22,0.14395078,0.14037254,0.09683075,0.09005937,0.14483218,0.09068684,9.83708118e-02,1.80281798e-01,8.08527152e-02,1.04238515e-01
23,0.14346305,0.14026632,0.09668707,0.09005872,0.14440713,0.09053672,9.89728048e-02,1.98383052e-01,8.86158554e-02,1.04519071e-01
24,0.14284693,0.13996152,0.09651550,0.08995760,0.14385833,0.09039878,9.97503417e-02,2.14331933e-01,9.67781703e-02,1.04650205e-01
25,0.14233073,0.13963077,0.09635399,0.08980835,0.14342271,0.09026580,1.00170848e-01,2.36219637e-01,1.05176106e-01,1.04847845e-01
