architecture,epoch,train_rmse,val_rmse,overfit_gap
EDR,76,0.0603195,0.0569269,-0.00339261
EDR,77,0.0602552,0.0568822,-0.00337301
EDR,78,0.0601862,0.0567777,-0.00340848
EDR,79,0.0600797,0.0567777,-0.00330198
EDR,80,0.0600556,0.0567746,-0.00328108
EDR,81,0.0599897,0.056673,-0.00331666
EDR,82,0.0599756,0.0566357,-0.0033399
EDR,83,0.059874,0.0567312,-0.00314283
EDR,84,0.0598524,0.0565138,-0.00333861
EDR,85,0.0596969,0.056539,-0.00315788
EDR,86,0.0596951,0.0564323,-0.00326281
EDR,87,0.059675,0.0565007,-0.00317432
EDR,88,0.0596079,0.0564428,-0.0031651
EDR,89,0.0595477,0.0564035,-0.00314418
EDR,90,0.0595713,0.0563565,-0.00321481
EDR,91,0.0594491,0.0562354,-0.00321371
EDR,92,0.059418,0.0562216,-0.00319645
EDR,93,0.05938,0.0562412,-0.00313883
EDR,94,0.0593689,0.0562012,-0.00316777
EDR,95,0.0592802,0.0562181,-0.00306204
EDR,96,0.0592925,0.0562862,-0.00300633
EDR,97,0.059285,0.0560166,-0.00326846
EDR,98,0.0592292,0.0560806,-0.00314854
EDR,99,0.059205,0.0561184,-0.00308652
EDR,100,0.0591717,0.0560486,-0.00312305
EDR,101,0.0591745,0.0561902,-0.00298434
EDR,102,0.0591291,0.0560535,-0.00307565
EDR,103,0.0590759,0.056205,-0.00287093
EDR,104,0.0590522,0.0560814,-0.00297077
EDR,105,0.0590525,0.0560184,-0.00303414
EDR,106,0.0590053,0.055953,-0.00305222
EDR,107,0.0589516,0.0561254,-0.00282619
EDR,108,0.0589766,0.05593,-0.0030466
EDR,109,0.0589506,0.0560295,-0.00292114
EDR,110,0.0588703,0.055822,-0.00304826
EDR,111,0.0589354,0.0560013,-0.00293415
EDR,112,0.0588618,0.0558646,-0.00299722
EDR,113,0.0588261,0.0558423,-0.00298378
EDR,114,0.0587893,0.0558658,-0.0029235
EDR,115,0.0587615,0.0558843,-0.00287715
EDR,116,0.058778,0.0557394,-0.00303863
EDR,117,0.0587046,0.0556772,-0.00302742
EDR,118,0.0587185,0.0558574,-0.00286112
EDR,119,0.0586489,0.0557224,-0.00292657
EDR,120,0.0586947,0.055811,-0.00288375
EDR,121,0.0586275,0.0558039,-0.00282359
EDR,122,0.0586771,0.0556938,-0.0029833
EDR,123,0.0586464,0.0557624,-0.00288399
EDR,124,0.0585789,0.0556991,-0.00287981
EDR,125,0.058568,0.0557081,-0.00285991
EDR,126,0.058586,0.0557714,-0.00281457
EDR,127,0.0585656,0.0557008,-0.00286484
EDR,128,0.0585201,0.0556048,-0.00291522
EDR,129,0.0585184,0.0557384,-0.00277999
EDR,130,0.0585416,0.0558277,-0.00271388
EDR,131,0.0585017,0.0556821,-0.00281963
EDR,132,0.0584791,0.0556413,-0.00283781
EDR,133,0.0584512,0.0556222,-0.00282904
EDR,134,0.0584347,0.0555765,-0.00285817
EDR,135,0.0584433,0.0555402,-0.00290308
EDR,136,0.0584099,0.0556767,-0.00273319
EDR,137,0.0584061,0.0556165,-0.00278965
EDR,138,0.0583701,0.0556579,-0.00271219
EDR,139,0.058357,0.0556108,-0.00274614
EDR,140,0.0583535,0.0556144,-0.00273909
EDR,141,0.0582869,0.055549,-0.00273787
EDR,142,0.0583614,0.0556503,-0.00271105
EDR,143,0.0583506,0.0555162,-0.00283437
EDR,144,0.0583698,0.0554994,-0.00287044
EDR,145,0.0582776,0.0555547,-0.00272297
EDR,146,0.0582322,0.0556438,-0.00258842
EDR,147,0.058225,0.0556825,-0.00254249
EDR,148,0.0582725,0.0555203,-0.00275213
EDR,149,0.0582046,0.0555127,-0.00269193
EDR,150,0.0581811,0.0555406,-0.00264053
EDR,151,0.0582787,0.0555694,-0.00270932
EDR,152,0.0581878,0.0554966,-0.00269123
EDR,153,0.0582891,0.0555912,-0.00269789
EDR,154,0.0581763,0.0555658,-0.00261047
EDR,155,0.0581659,0.0556123,-0.00255357
EDR,156,0.0581903,0.0555881,-0.00260216
EDR,157,0.0581777,0.0555073,-0.00267044
EDR,158,0.0581493,0.0555441,-0.00260523
EDR,159,0.0580938,0.0555674,-0.00252646
EDR,160,0.0581411,0.0556642,-0.00247687
EDR,161,0.0580971,0.0557428,-0.00235428
EDR,162,0.058128,0.0556076,-0.00252041
EDR,163,0.058088,0.0555976,-0.00249035
EDR,164,0.0580591,0.0554602,-0.00259888
EDR,165,0.0581026,0.0554725,-0.00263003
EDR,166,0.0580815,0.0556536,-0.00242785
EDR,167,0.058039,0.0555325,-0.00250645
EDR,168,0.0580281,0.0555542,-0.00247384
EDR,169,0.0579924,0.0555741,-0.00241823
EDR,170,0.0580483,0.0555278,-0.00252052
EDR,171,0.0580238,0.0555376,-0.00248618
EDR,172,0.0580048,0.0556168,-0.00238802
EDR,173,0.0579917,0.0555962,-0.00239551
EDR,174,0.0579899,0.0557635,-0.00222643
EDR,175,0.05796,0.0556382,-0.00232188
EDR,176,0.057937,0.0555913,-0.00234574
EDR,177,0.05788,0.0555518,-0.00232816
EDR,178,0.0579334,0.0555387,-0.00239468
EDR,179,0.0579415,0.0557086,-0.00223296
EDR,180,0.057904,0.0556127,-0.00229134
EDR,181,0.0579306,0.0555525,-0.00237815
EDR,182,0.0579212,0.055682,-0.0022392
EDR,183,0.0578257,0.0554518,-0.00237386
EDR,184,0.0579114,0.0556531,-0.00225824
EDR,185,0.0578518,0.0555389,-0.00231289
EDR,186,0.0578131,0.0556764,-0.00213671
EDR,187,0.0578601,0.0555953,-0.0022648
EDR,188,0.0578058,0.0556566,-0.00214921
EDR,189,0.0578176,0.0555772,-0.0022404
EDR,190,0.0577887,0.0556809,-0.00210784
EDR,191,0.0577598,0.0557167,-0.00204305
EDR,192,0.0577296,0.055577,-0.00215258
EDR,193,0.0577687,0.0555955,-0.00217325
EDR,194,0.0577403,0.0557166,-0.00202371
EDR,195,0.0577329,0.0556317,-0.0021012
EDR,196,0.0577699,0.0555644,-0.00220555
EDR,197,0.0577907,0.0556641,-0.00212668
EDR,198,0.0576829,0.0556701,-0.00201275
EDR,199,0.0576893,0.0557414,-0.00194797
EDR,200,0.057713,0.0556714,-0.0020416
EDR,201,0.0576687,0.0557904,-0.00187833
EDR,202,0.0576667,0.0556888,-0.0019779
EDR,203,0.0576721,0.0556826,-0.00198946
EDR,204,0.0576226,0.0556844,-0.00193818
EDR,205,0.0575864,0.0555727,-0.0020137
EDR,206,0.0575771,0.0558453,-0.00173173
EDR,207,0.0576185,0.0558215,-0.00179696
EDR,208,0.0576285,0.055791,-0.00183742
EDR,209,0.0576191,0.0557444,-0.00187463
EDR,210,0.0576231,0.0555806,-0.00204245
EDR,211,0.0576045,0.0556324,-0.00197216
EDR,212,0.0575052,0.0557369,-0.00176827
EDR,213,0.0575693,0.055835,-0.00173424
EDR,214,0.0575655,0.0556538,-0.0019117
EDR,215,0.0575292,0.0556744,-0.00185483
EDR,216,0.0574993,0.0556537,-0.00184559
EDR,217,0.0575381,0.0556995,-0.00183855
EDR,218,0.057513,0.0555815,-0.00193155
EDR,219,0.0575348,0.0557232,-0.00181164
EDR,220,0.0575117,0.0557421,-0.00176968
EDR,221,0.0575181,0.0557248,-0.00179327
EDR,222,0.057554,0.0556868,-0.00186724
EDR,223,0.0574508,0.0557498,-0.00170101
EDR,224,0.0574552,0.055824,-0.00163119
EDR,225,0.0574706,0.0558229,-0.00164776
EDR,226,0.0573944,0.055723,-0.00167135
EDR,227,0.0574234,0.055692,-0.00173132
EDR,228,0.0574147,0.0556869,-0.00172773
EDR,229,0.0573839,0.0557142,-0.0016697
EDR,230,0.0574104,0.0557198,-0.00169066
EDR,231,0.0573921,0.0558179,-0.00157421
EDR,232,0.0574236,0.055712,-0.00171156
EDR,233,0.0574247,0.0557165,-0.00170813
