epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19952871,0.18731679,0.10955019,0.09976100,0.19959774,0.10320726,1.88631695e-02,9.80665828e-05,3.33446692e-05,1.28568098e-02
2,0.18220559,0.16821908,0.10601900,0.09593661,0.18273819,0.10260931,5.40422691e-02,2.01779918e-04,5.21718771e-05,3.97674373e-02
3,0.16968033,0.16080526,0.10344513,0.09447748,0.17100511,0.10187246,6.57696188e-02,6.47896488e-04,1.47503417e-04,6.43311078e-02
4,0.16490900,0.15803248,0.10227885,0.09378085,0.16666987,0.10106389,7.23767647e-02,1.18754895e-03,2.57183207e-04,7.46002163e-02
5,0.16207611,0.15562604,0.10152930,0.09319638,0.16398664,0.10020112,7.63621914e-02,1.80365784e-03,4.00044418e-04,7.90645174e-02
6,0.16001449,0.15365373,0.10099112,0.09278054,0.16201404,0.09930279,7.85215394e-02,2.53469018e-03,5.75439155e-04,8.22239518e-02
7,0.15800671,0.15186348,0.10046974,0.09236263,0.16010585,0.09838600,8.01769030e-02,3.36465891e-03,8.10508937e-04,8.51177393e-02
8,0.15650418,0.15078217,0.10006259,0.09214502,0.15868545,0.09748773,8.15423106e-02,4.29532190e-03,1.13992363e-03,8.73141153e-02
9,0.15517089,0.14949227,0.09973289,0.09185075,0.15743104,0.09663274,8.33111684e-02,5.35057314e-03,1.59100956e-03,8.91147953e-02
10,0.15420056,0.14843412,0.09948880,0.09161612,0.15651777,0.09583311,8.38928968e-02,6.65431707e-03,2.20112730e-03,9.05093676e-02
11,0.15331983,0.14773958,0.09927433,0.09142526,0.15569873,0.09511616,8.50501817e-02,7.99884365e-03,2.94039509e-03,9.15813665e-02
12,0.15247862,0.14692229,0.09906530,0.09130459,0.15489881,0.09448746,8.58674830e-02,9.59400932e-03,3.80534193e-03,9.24781711e-02
13,0.15172676,0.14609862,0.09885940,0.09115146,0.15420462,0.09394209,8.68531393e-02,1.14057408e-02,4.75630854e-03,9.33266611e-02
14,0.15089007,0.14528609,0.09866618,0.09100261,0.15340597,0.09346959,8.74662739e-02,1.34293161e-02,5.84376778e-03,9.41368821e-02
15,0.15025438,0.14492495,0.09849420,0.09093895,0.15281012,0.09306866,8.81799830e-02,1.56518399e-02,6.97453454e-03,9.48410341e-02
16,0.14934639,0.14382893,0.09829181,0.09070112,0.15193743,0.09270966,8.90244926e-02,1.80307688e-02,8.11243939e-03,9.54772971e-02
17,0.14848227,0.14330466,0.09808011,0.09065833,0.15111879,0.09240706,9.00765746e-02,2.06860524e-02,9.29431338e-03,9.63600980e-02
18,0.14768803,0.14260251,0.09785738,0.09047270,0.15036806,0.09213288,9.06939713e-02,2.34518305e-02,1.05661578e-02,9.72154357e-02
19,0.14692714,0.14208538,0.09767155,0.09037110,0.14964483,0.09188954,9.15984885e-02,2.67473334e-02,1.18198916e-02,9.79975741e-02
20,0.14628426,0.14189680,0.09749246,0.09039030,0.14904506,0.09167886,9.24782909e-02,2.99170998e-02,1.32177347e-02,9.87332359e-02
21,0.14574919,0.14133334,0.09736261,0.09021299,0.14853162,0.09147755,9.26736206e-02,3.32573545e-02,1.46311665e-02,9.92248341e-02
22,0.14507250,0.14094433,0.09720658,0.09010638,0.14789427,0.09129713,9.34533767e-02,3.67025664e-02,1.61633194e-02,9.97555062e-02
23,0.14452873,0.14084933,0.09706186,0.09002704,0.14738895,0.09113233,9.44106329e-02,4.05560730e-02,1.77580329e-02,1.00076584e-01
24,0.14414975,0.14069809,0.09692953,0.09007421,0.14702866,0.09098764,9.44409736e-02,4.47098224e-02,1.95523020e-02,1.00377068e-01
25,0.14357159,0.14033246,0.09678284,0.08995013,0.14648462,0.09084759,9.57670015e-02,4.86804892e-02,2.13263362e-02,1.00452131e-01
26,0.14320429,0.14030573,0.09670176,0.09004640,0.14615392,0.09073435,9.59204900e-02,5.30776080e-02,2.32745223e-02,1.00703695e-01
27,0.14278415,0.13991145,0.09655609,0.08989166,0.14575911,0.09061808,9.66198452e-02,5.74433789e-02,2.51742390e-02,1.00810648e-01
28,0.14234304,0.13972671,0.09643526,0.08987084,0.14535339,0.09051556,9.70269386e-02,6.24253845e-02,2.71216095e-02,1.00921886e-01
29,0.14199193,0.13954453,0.09633811,0.08989040,0.14503036,0.09042231,9.74745714e-02,6.63595652e-02,2.92200419e-02,1.00801488e-01
30,0.14145240,0.13925530,0.09617234,0.08976878,0.14453836,0.09032838,9.78163873e-02,7.21436027e-02,3.13648068e-02,1.01036013e-01
31,0.14112650,0.13839720,0.09609495,0.08957739,0.14426272,0.09022967,9.86487278e-02,7.73030371e-02,3.36484990e-02,1.01122309e-01
32,0.14057821,0.13803961,0.09592475,0.08960937,0.14375528,0.09014063,9.92604733e-02,8.20867254e-02,3.58391557e-02,1.01090486e-01
33,0.14018614,0.13778924,0.09580232,0.08952967,0.14340771,0.09005331,9.93491780e-02,8.78286113e-02,3.81874719e-02,1.00954229e-01
34,0.13969023,0.13724265,0.09567903,0.08934514,0.14296983,0.08996273,9.98568987e-02,9.38277516e-02,4.05070378e-02,1.01224053e-01
35,0.13930936,0.13717798,0.09556600,0.08938278,0.14263824,0.08988470,1.00282827e-01,9.93820345e-02,4.28378191e-02,1.01049156e-01
