epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.20464280,0.19758690,0.11056000,0.10187920,0.20465474,0.10339516,7.51439107e-03,2.08639283e-04,6.75937732e-05,5.64695638e-03
2,0.19655863,0.18801517,0.10870366,0.09990261,0.19666427,0.10305989,2.69412796e-02,1.74910896e-04,5.70934795e-05,1.80214578e-02
3,0.18691559,0.17662927,0.10677249,0.09759484,0.18725984,0.10258309,4.76449429e-02,6.28227600e-04,1.99797501e-04,3.23954148e-02
4,0.17745821,0.16695744,0.10494293,0.09572762,0.17820311,0.10199319,5.99284271e-02,1.19016554e-03,3.60229918e-04,4.83895424e-02
5,0.17029312,0.16211272,0.10345036,0.09481023,0.17156470,0.10132581,6.52806361e-02,1.83019414e-03,5.07371991e-04,6.34128776e-02
6,0.16691201,0.15998434,0.10266501,0.09428229,0.16855835,0.10061081,6.94227195e-02,2.60472459e-03,6.73929517e-04,7.17267029e-02
7,0.16447227,0.15829177,0.10203614,0.09384548,0.16627346,0.09987131,7.29189896e-02,3.45661523e-03,8.95320326e-04,7.54117753e-02
8,0.16306484,0.15686491,0.10164292,0.09349282,0.16495582,0.09912785,7.59296740e-02,4.39491900e-03,1.19209919e-03,7.78036868e-02
9,0.16159147,0.15549852,0.10126494,0.09314170,0.16354093,0.09839367,7.72716481e-02,5.52152796e-03,1.59587345e-03,8.02264811e-02
10,0.16019507,0.15412021,0.10091074,0.09284732,0.16221214,0.09766923,7.87561584e-02,6.66450548e-03,2.09565522e-03,8.18554002e-02
11,0.15885360,0.15296049,0.10053591,0.09257737,0.16093188,0.09697569,8.03705531e-02,8.10737076e-03,2.74010182e-03,8.37127436e-02
12,0.15778814,0.15194944,0.10026337,0.09233303,0.15992629,0.09632111,8.11471516e-02,9.52861650e-03,3.49998578e-03,8.52829751e-02
13,0.15661143,0.15096189,0.09998275,0.09214842,0.15879156,0.09570774,8.19410362e-02,1.11725763e-02,4.41210615e-03,8.66784455e-02
14,0.15593830,0.15009361,0.09981714,0.09198505,0.15818024,0.09515325,8.29102956e-02,1.29585878e-02,5.43302741e-03,8.80343190e-02
15,0.15507206,0.14948956,0.09959340,0.09186093,0.15734830,0.09465107,8.33901677e-02,1.50653038e-02,6.58291901e-03,8.90346081e-02
16,0.15426740,0.14884343,0.09936626,0.09168018,0.15660333,0.09419316,8.46117599e-02,1.70675723e-02,7.85652408e-03,9.01958605e-02
17,0.15370021,0.14819287,0.09926604,0.09163246,0.15605576,0.09378976,8.46477556e-02,1.99639572e-02,9.13346541e-03,9.04823174e-02
18,0.15307737,0.14775583,0.09910809,0.09150559,0.15549941,0.09343323,8.51385581e-02,2.24773454e-02,1.06173148e-02,9.16820937e-02
19,0.15256493,0.14704322,0.09893748,0.09137294,0.15499823,0.09311170,8.60919264e-02,2.51838532e-02,1.21234583e-02,9.17296496e-02
20,0.15190376,0.14683472,0.09880240,0.09133034,0.15441433,0.09283749,8.72463236e-02,2.81949674e-02,1.37676872e-02,9.28635967e-02
21,0.15148471,0.14609381,0.09867856,0.09127280,0.15400291,0.09259375,8.67154717e-02,3.11588869e-02,1.53110061e-02,9.31703328e-02
22,0.15075328,0.14559240,0.09848564,0.09104448,0.15332322,0.09236556,8.83947349e-02,3.45618601e-02,1.70221459e-02,9.36600948e-02
23,0.15058317,0.14520543,0.09847240,0.09104800,0.15318179,0.09217538,8.82788447e-02,3.79476487e-02,1.87078069e-02,9.40920317e-02
24,0.14998164,0.14446696,0.09829244,0.09086325,0.15261228,0.09199619,8.77836302e-02,4.16986137e-02,2.05077660e-02,9.47739495e-02
25,0.14922434,0.14405344,0.09812141,0.09083250,0.15190764,0.09184139,8.93731134e-02,4.61714421e-02,2.24462390e-02,9.49347001e-02
26,0.14891377,0.14374628,0.09804695,0.09066178,0.15162466,0.09168705,8.96002775e-02,4.92603441e-02,2.41809697e-02,9.56895872e-02
27,0.14838834,0.14330264,0.09793001,0.09057018,0.15115053,0.09154661,8.98162351e-02,5.47180751e-02,2.62477708e-02,9.64983734e-02
28,0.14776535,0.14294682,0.09776267,0.09043030,0.15057161,0.09141232,9.05438337e-02,5.79697919e-02,2.80765304e-02,9.65141968e-02
