epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.15107481,0.14218744,0.09831860,0.09033711,0.15133441,9.18426016e-02,5.27921107e-04,1.56870660e-04,9.31474536e-02
2,0.13812452,0.13988890,0.09481176,0.09011248,0.13845596,1.08729274e-01,5.27747131e-04,1.56675481e-04,1.08478958e-01
3,0.13442539,0.13845415,0.09365796,0.09023572,0.13476893,1.14981484e-01,5.27874879e-04,1.56884615e-04,1.09629952e-01
4,0.13167676,0.13752460,0.09278269,0.08979808,0.13202469,1.19801614e-01,5.27994605e-04,1.56967067e-04,1.10365675e-01
5,0.12982694,0.13628939,0.09216613,0.08978697,0.13017823,1.23156485e-01,5.27725898e-04,1.56523283e-04,1.10984883e-01
6,0.12835536,0.13478244,0.09166344,0.08959488,0.12871028,1.25263091e-01,5.28025386e-04,1.56845356e-04,1.11516158e-01
7,0.12716595,0.13517234,0.09125107,0.08952544,0.12752456,1.27425976e-01,5.28210822e-04,1.56827123e-04,1.12167894e-01
8,0.12618921,0.13516467,0.09090424,0.08972055,0.12655074,1.28682139e-01,5.27870413e-04,1.56986012e-04,1.12460217e-01
9,0.12538020,0.13489147,0.09060461,0.08964245,0.12574382,1.29815002e-01,5.27844829e-04,1.56607001e-04,1.12754555e-01
10,0.12472098,0.13551475,0.09039250,0.08984315,0.12508653,1.30557447e-01,5.27848734e-04,1.56576716e-04,1.13215006e-01
11,0.12428079,0.13469982,0.09021310,0.08937945,0.12464839,1.31506463e-01,5.27742354e-04,1.56760885e-04,1.13047282e-01
12,0.12386281,0.13442517,0.09007126,0.08939874,0.12423211,1.31901044e-01,5.27975419e-04,1.56911428e-04,1.13477912e-01
13,0.12373207,0.13485188,0.09002085,0.08949490,0.12410089,1.31987037e-01,5.27929910e-04,1.56878313e-04,1.13469386e-01
14,0.12348879,0.13463805,0.08994887,0.08946034,0.12385969,1.32803871e-01,5.27777373e-04,1.56827093e-04,1.13481341e-01
15,0.12344521,0.13457017,0.08993507,0.08941937,0.12381479,1.32293868e-01,5.27916172e-04,1.56887765e-04,1.13511915e-01
16,0.10903474,0.11978969,0.08509023,0.08372680,0.10945855,1.40347481e-01,1.59630951e-01,6.13279651e-02,9.57053153e-02
17,0.10046707,0.11695135,0.08197420,0.08294208,0.10093965,1.51088229e-01,1.86212086e-01,9.54336558e-02,7.65712982e-02
18,0.09644048,0.11809255,0.08044693,0.08330925,0.09695532,1.59707866e-01,1.94948539e-01,1.06028893e-01,7.01629046e-02
19,0.09411794,0.11800062,0.07956083,0.08333694,0.09466170,1.65757593e-01,2.01319248e-01,1.11929187e-01,6.61933277e-02
20,0.09218642,0.12104491,0.07879182,0.08455965,0.09275157,1.70105813e-01,2.04679754e-01,1.15270833e-01,6.42014317e-02
21,0.09066136,0.12113205,0.07818686,0.08432660,0.09124285,1.73650275e-01,2.08170342e-01,1.17365112e-01,6.34907094e-02
22,0.08960201,0.12182559,0.07772280,0.08451564,0.09019695,1.76244063e-01,2.10356869e-01,1.19045445e-01,6.32852665e-02
23,0.08856204,0.12338764,0.07732180,0.08493639,0.08916879,1.78807259e-01,2.12200438e-01,1.20203756e-01,6.35023957e-02
24,0.08778496,0.12387629,0.07698115,0.08505381,0.08839988,1.80237810e-01,2.12732707e-01,1.21230055e-01,6.37645257e-02
25,0.08718658,0.12510436,0.07671726,0.08524073,0.08780788,1.81523894e-01,2.14834074e-01,1.21809286e-01,6.41709559e-02
26,0.08667534,0.12489567,0.07650054,0.08521550,0.08730182,1.82352868e-01,2.14988689e-01,1.22495990e-01,6.43043502e-02
27,0.08628391,0.12555861,0.07635493,0.08538250,0.08691491,1.83453064e-01,2.15362230e-01,1.22924390e-01,6.41851654e-02
28,0.08611259,0.12588587,0.07626056,0.08536070,0.08674408,1.83319319e-01,2.16143294e-01,1.22984683e-01,6.46265224e-02
29,0.08596901,0.12600179,0.07621296,0.08534939,0.08660066,1.83339139e-01,2.15759920e-01,1.23136658e-01,6.44077799e-02
30,0.08584997,0.12616566,0.07615486,0.08536972,0.08648392,1.83838269e-01,2.15846075e-01,1.23295880e-01,6.44065934e-02
31,0.08584793,0.12882513,0.07615594,0.08521862,0.08648746,1.84970800e-01,2.17196722e-01,1.23955306e-01,6.47111935e-02
32,0.08477595,0.13158363,0.07566603,0.08601216,0.08542759,1.86949797e-01,2.18301891e-01,1.25273467e-01,6.56153564e-02
33,0.08379331,0.13413507,0.07525532,0.08656652,0.08445411,1.88756406e-01,2.18898596e-01,1.26161751e-01,6.58376276e-02
34,0.08288322,0.13699645,0.07482491,0.08714934,0.08355685,1.90731142e-01,2.20798034e-01,1.27400277e-01,6.61528018e-02
35,0.08191544,0.13891761,0.07439051,0.08737207,0.08259951,1.92753651e-01,2.22507505e-01,1.28236592e-01,6.66541091e-02
36,0.08117656,0.14092563,0.07410124,0.08742009,0.08187188,1.94732837e-01,2.24183331e-01,1.29251877e-01,6.69162360e-02
37,0.08052679,0.14420350,0.07377779,0.08792540,0.08122952,1.95924781e-01,2.25250580e-01,1.30136039e-01,6.66921598e-02
38,0.07991069,0.14377723,0.07351824,0.08789750,0.08062004,1.97206268e-01,2.26894690e-01,1.30400990e-01,6.68042442e-02
39,0.07942099,0.14541220,0.07328988,0.08788831,0.08013555,1.98314112e-01,2.26504773e-01,1.30971349e-01,6.66758071e-02
40,0.07904081,0.14719212,0.07310387,0.08795822,0.07976153,1.99278734e-01,2.28182084e-01,1.31422512e-01,6.71630094e-02
