epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19342503,0.17440929,0.10812893,0.09708028,0.19379537,3.19057322e-02,1.22164480e-05,1.71572372e-05,2.02319373e-02
2,0.17021612,0.16031583,0.10339562,0.09428712,0.17239130,6.52123459e-02,7.16509541e-05,2.25791051e-05,5.77404644e-02
3,0.16346114,0.15784949,0.10195056,0.09375782,0.16683179,7.16187139e-02,1.88787381e-04,4.61423556e-05,7.35560764e-02
4,0.16079905,0.15564192,0.10131173,0.09331158,0.16441648,7.37663173e-02,3.24791324e-04,7.36036067e-05,7.81288947e-02
5,0.15848345,0.15360171,0.10075453,0.09279858,0.16229830,7.51118674e-02,4.86840290e-04,1.09604367e-04,8.17246257e-02
6,0.15660116,0.15213352,0.10025579,0.09239504,0.16059901,7.67976295e-02,6.73894023e-04,1.46955488e-04,8.44781984e-02
7,0.15502261,0.15082144,0.09987103,0.09205962,0.15917749,7.80471184e-02,8.80982291e-04,1.97119251e-04,8.66710491e-02
8,0.15385834,0.14963412,0.09956603,0.09180711,0.15813474,7.90865418e-02,1.10880320e-03,2.54984042e-04,8.81451176e-02
9,0.15260931,0.14836156,0.09923552,0.09150353,0.15700518,8.05105437e-02,1.36532112e-03,3.32574716e-04,8.96703779e-02
10,0.15144513,0.14734154,0.09893488,0.09122263,0.15595445,8.16719641e-02,1.63775757e-03,4.24827180e-04,9.11742385e-02
11,0.15040556,0.14639219,0.09864540,0.09097851,0.15501986,8.26471421e-02,1.95250409e-03,5.41213472e-04,9.25338036e-02
12,0.14927586,0.14551822,0.09833639,0.09078793,0.15398764,8.37093181e-02,2.30699858e-03,6.86000915e-04,9.38245058e-02
13,0.14841125,0.14481668,0.09810664,0.09062872,0.15321309,8.46970685e-02,2.70472885e-03,8.51114760e-04,9.50093619e-02
14,0.14742706,0.14439203,0.09783579,0.09057125,0.15230732,8.56925163e-02,3.12276014e-03,1.03714427e-03,9.60051553e-02
15,0.14675796,0.14392721,0.09764646,0.09050743,0.15168747,8.63456021e-02,3.63631080e-03,1.25592002e-03,9.66347810e-02
16,0.14600705,0.14354572,0.09745392,0.09045572,0.15101191,8.73155282e-02,4.16272226e-03,1.49260528e-03,9.74810403e-02
17,0.14553319,0.14320265,0.09731879,0.09037203,0.15059178,8.79708814e-02,4.76640272e-03,1.75137082e-03,9.79304257e-02
18,0.14479896,0.14336715,0.09709632,0.09045233,0.14991694,8.91936812e-02,5.34518093e-03,2.02402465e-03,9.82500342e-02
19,0.14433960,0.14284664,0.09694252,0.09036349,0.14948972,8.97536810e-02,6.02119330e-03,2.32168758e-03,9.84548314e-02
20,0.14383062,0.14269012,0.09680554,0.09030696,0.14902166,9.04229570e-02,6.75074730e-03,2.64222902e-03,9.86559623e-02
21,0.14351274,0.14243570,0.09671493,0.09031600,0.14872355,9.09163517e-02,7.48722382e-03,2.99078776e-03,9.87567307e-02
22,0.14299244,0.14243268,0.09655270,0.09030832,0.14825417,9.19760108e-02,8.31975084e-03,3.35540580e-03,9.89778666e-02
23,0.14257958,0.14221733,0.09642222,0.09025072,0.14786551,9.27066888e-02,9.08657105e-03,3.73950691e-03,9.90461536e-02
24,0.14220753,0.14171302,0.09629976,0.09007966,0.14750885,9.33388801e-02,9.95856394e-03,4.14662187e-03,9.88913380e-02
25,0.14190922,0.14165966,0.09622184,0.09013590,0.14724211,9.39478730e-02,1.09403117e-02,4.57661749e-03,9.90433205e-02
26,0.14166623,0.14132447,0.09615242,0.08999433,0.14701484,9.44185419e-02,1.18485511e-02,5.04122914e-03,9.89464727e-02
27,0.14113037,0.14133895,0.09598781,0.09007855,0.14651559,9.51944434e-02,1.29396274e-02,5.49575534e-03,9.90450290e-02
28,0.14089483,0.14076165,0.09592228,0.08989696,0.14629225,9.56627229e-02,1.40152808e-02,5.96509222e-03,9.88717456e-02
29,0.14061110,0.14050348,0.09583868,0.08976679,0.14602226,9.61068740e-02,1.50751925e-02,6.47969057e-03,9.88891322e-02
30,0.14029575,0.14086256,0.09575041,0.08993809,0.14572972,9.67279948e-02,1.61378971e-02,6.99439286e-03,9.87683773e-02
31,0.14005622,0.14031393,0.09566964,0.08986189,0.14550852,9.73573531e-02,1.74028042e-02,7.53798557e-03,9.87823413e-02
32,0.13971300,0.14002590,0.09558254,0.08959545,0.14517606,9.77052666e-02,1.86903991e-02,8.07522229e-03,9.86036923e-02
33,0.13939185,0.13990914,0.09547650,0.08973382,0.14487461,9.84285108e-02,1.98329725e-02,8.62704612e-03,9.85093364e-02
34,0.13913706,0.13972632,0.09540162,0.08963798,0.14462025,9.85013104e-02,2.11596897e-02,9.23551314e-03,9.83545200e-02
35,0.13888006,0.13939713,0.09531469,0.08959778,0.14439769,9.94800278e-02,2.25830797e-02,9.83094896e-03,9.83781235e-02
36,0.13851230,0.13937835,0.09522467,0.08953542,0.14404614,9.97592042e-02,2.39343778e-02,1.04605227e-02,9.83075408e-02
37,0.13822954,0.13891053,0.09512578,0.08946204,0.14376992,1.00112334e-01,2.54368149e-02,1.11063054e-02,9.81508905e-02
38,0.13800337,0.13908797,0.09506680,0.08952312,0.14356156,1.00702729e-01,2.68321162e-02,1.17495318e-02,9.80080670e-02
39,0.13757337,0.13830435,0.09491863,0.08929518,0.14313964,1.01273044e-01,2.85247907e-02,1.24261796e-02,9.77506081e-02
40,0.13735569,0.13837268,0.09486798,0.08937754,0.14295156,1.01792172e-01,3.02157675e-02,1.30802063e-02,9.77644194e-02
41,0.13711817,0.13836060,0.09478951,0.08936063,0.14273532,1.02028136e-01,3.15624127e-02,1.37917544e-02,9.77827961e-02
42,0.13694560,0.13727386,0.09473249,0.08905104,0.14256113,1.02268015e-01,3.33123062e-02,1.45097314e-02,9.76509716e-02
43,0.13660048,0.13740837,0.09463893,0.08908129,0.14223597,1.02798200e-01,3.53676141e-02,1.52559192e-02,9.74023671e-02
44,0.13643968,0.13750286,0.09458099,0.08911399,0.14209801,1.03175540e-01,3.71084098e-02,1.60042401e-02,9.74221243e-02
45,0.13605057,0.13700377,0.09448741,0.08908516,0.14173011,1.03297564e-01,3.89524915e-02,1.67487192e-02,9.74135858e-02
46,0.13584036,0.13640082,0.09438655,0.08898709,0.14154221,1.03940234e-01,4.05130509e-02,1.75100076e-02,9.71742637e-02
47,0.13557121,0.13669881,0.09430082,0.08904612,0.14129189,1.03970107e-01,4.24441855e-02,1.83208357e-02,9.71609712e-02
48,0.13529261,0.13632295,0.09423560,0.08895986,0.14103160,1.04731906e-01,4.46496860e-02,1.90482608e-02,9.69093980e-02
49,0.13491445,0.13616210,0.09413383,0.08889664,0.14068742,1.05063482e-01,4.66938443e-02,1.98950525e-02,9.69933091e-02
50,0.13459488,0.13585242,0.09401892,0.08889145,0.14038650,1.05484666e-01,4.87418152e-02,2.06911347e-02,9.67335864e-02
51,0.13425528,0.13577010,0.09390448,0.08884572,0.14008250,1.06068218e-01,5.05864793e-02,2.15270346e-02,9.67040417e-02
52,0.13411659,0.13613333,0.09384753,0.08891300,0.13996796,1.06291930e-01,5.31351442e-02,2.23840887e-02,9.66561096e-02
53,0.13376013,0.13559765,0.09374312,0.08882238,0.13963915,1.06641291e-01,5.52710737e-02,2.32248889e-02,9.65839902e-02
54,0.13347182,0.13529981,0.09366387,0.08881633,0.13938740,1.06923696e-01,5.73908957e-02,2.40854644e-02,9.66167370e-02
55,0.13331796,0.13491484,0.09359687,0.08870779,0.13924984,1.07107013e-01,5.91900466e-02,2.49957561e-02,9.65605164e-02
56,0.13302016,0.13493318,0.09351245,0.08865297,0.13899122,1.07567388e-01,6.20011308e-02,2.58795846e-02,9.65150946e-02
57,0.13272587,0.13534574,0.09342430,0.08888102,0.13873331,1.07621572e-01,6.39409476e-02,2.67608311e-02,9.65764383e-02
58,0.13261234,0.13481816,0.09338852,0.08877290,0.13864753,1.07651195e-01,6.64344767e-02,2.76977372e-02,9.66256887e-02
59,0.13237362,0.13510000,0.09328297,0.08879723,0.13844618,1.08261620e-01,6.94618354e-02,2.86280037e-02,9.64993799e-02
60,0.13212577,0.13442348,0.09319062,0.08860603,0.13822880,1.08511295e-01,7.14604153e-02,2.96127372e-02,9.65851090e-02
61,0.13182250,0.13480783,0.09310107,0.08865245,0.13796979,1.08856883e-01,7.40032629e-02,3.05058120e-02,9.66616554e-02
62,0.13157268,0.13427900,0.09301592,0.08856446,0.13775003,1.09116216e-01,7.60550689e-02,3.16594244e-02,9.64522629e-02
63,0.13137007,0.13422177,0.09294764,0.08848479,0.13759013,1.09522505e-01,7.87061757e-02,3.25564139e-02,9.65061170e-02
64,0.13111266,0.13395163,0.09282365,0.08855697,0.13737355,1.09396545e-01,8.10107431e-02,3.35146961e-02,9.65719114e-02
