epoch,train_loss,val_loss,train_rmse,val_rmse,w_d,w_p
1,0.66329022,0.28110871,0.73560274,0.12591619,1.00000000,0.00000000
2,0.39595728,0.25697032,0.57730908,0.11899656,0.99600000,0.00400000
3,0.33434339,0.24296778,0.53283892,0.11548434,0.99200000,0.00800000
4,0.29942728,0.23477377,0.50523852,0.11300173,0.98800000,0.01200000
5,0.27488955,0.22585757,0.48493848,0.11075227,0.98400000,0.01600000
6,0.25528979,0.22225955,0.46780251,0.10939626,0.98000000,0.02000000
7,0.23851468,0.21857567,0.45244954,0.10828244,0.97600000,0.02400000
8,0.22472193,0.21329986,0.43933684,0.10717413,0.97200000,0.02800000
9,0.21263261,0.20807069,0.42746608,0.10546553,0.96800000,0.03200000
10,0.20233240,0.20646699,0.41691562,0.10467809,0.96400000,0.03600000
11,0.19344589,0.20131294,0.40767739,0.10325345,0.96000000,0.04000000
12,0.18519397,0.20033202,0.39875572,0.10283409,0.95600000,0.04400000
13,0.17814445,0.19496104,0.39095450,0.10179521,0.95200000,0.04800000
14,0.17157653,0.19432037,0.38351796,0.10102893,0.94800000,0.05200000
15,0.16605201,0.19174231,0.37713183,0.09987506,0.94400000,0.05600000
16,0.16081634,0.18827046,0.37107708,0.09938862,0.94000000,0.06000000
17,0.15618553,0.18797184,0.36544427,0.09889733,0.93600000,0.06400000
18,0.15203712,0.18199647,0.36027413,0.09812529,0.93200000,0.06800000
19,0.14804023,0.18392404,0.35523836,0.09804062,0.92800000,0.07200000
20,0.14466638,0.18164743,0.35075527,0.09763112,0.92400000,0.07600000
21,0.14141964,0.18283429,0.34660098,0.09806843,0.92000000,0.08000000
22,0.13845891,0.17873663,0.34258036,0.09709788,0.91600000,0.08400000
23,0.13544397,0.17696936,0.33841661,0.09665861,0.91200000,0.08800000
24,0.13309363,0.17709838,0.33542011,0.09672348,0.90800000,0.09200000
25,0.13032807,0.17687609,0.33131812,0.09670994,0.90400000,0.09600000
26,0.12827331,0.17656846,0.32849873,0.09605414,0.90000000,0.10000000
27,0.12619214,0.17503487,0.32547890,0.09636712,0.89600000,0.10400000
28,0.12424926,0.17138293,0.32262905,0.09534153,0.89200000,0.10800000
29,0.12233023,0.17072545,0.31964923,0.09559582,0.88800000,0.11200000
30,0.12061593,0.16860271,0.31706347,0.09514693,0.88400000,0.11600000
31,0.11905136,0.17267379,0.31463829,0.09622197,0.88000000,0.12000000
32,0.11729771,0.17060035,0.31189125,0.09539092,0.87600000,0.12400000
33,0.11590271,0.16973480,0.30989959,0.09513400,0.87200000,0.12800000
34,0.11456329,0.17027117,0.30755821,0.09534600,0.86800000,0.13200000
35,0.11324700,0.16991563,0.30547769,0.09490861,0.86400000,0.13600000
36,0.11214730,0.16748396,0.30376841,0.09446532,0.86000000,0.14000000
37,0.11109587,0.16580568,0.30196429,0.09418558,0.85600000,0.14400000
38,0.10988581,0.16561993,0.29999077,0.09438317,0.85200000,0.14800000
39,0.10886237,0.16583940,0.29822986,0.09385977,0.84800000,0.15200000
40,0.10777745,0.16816293,0.29646956,0.09440259,0.84400000,0.15600000
41,0.10704359,0.16648909,0.29526731,0.09407940,0.84000000,0.16000000
42,0.10624449,0.16450353,0.29381122,0.09429002,0.83600000,0.16400000
43,0.10534357,0.16540224,0.29222427,0.09368695,0.83200000,0.16800000
44,0.10460065,0.16575560,0.29098049,0.09377866,0.82800000,0.17200000
45,0.10389495,0.16589543,0.28981704,0.09411785,0.82400000,0.17600000
46,0.10298676,0.16406266,0.28810908,0.09350114,0.82000000,0.18000000
47,0.10260646,0.16785880,0.28765803,0.09392854,0.81600000,0.18400000
48,0.10192064,0.16535288,0.28625430,0.09409716,0.81200000,0.18800000
49,0.10121290,0.16668824,0.28501703,0.09340218,0.80800000,0.19200000
50,0.10087659,0.16570569,0.28451713,0.09352323,0.80400000,0.19600000
51,0.10023920,0.16421100,0.28333541,0.09308391,0.80000000,0.20000000
52,0.09968103,0.16616288,0.28243510,0.09416325,0.80000000,0.20000000
53,0.09917812,0.16601597,0.28130556,0.09410222,0.80000000,0.20000000
54,0.09849077,0.16531070,0.27995926,0.09339831,0.80000000,0.20000000
55,0.09769744,0.16648395,0.27839372,0.09353800,0.80000000,0.20000000
56,0.09737012,0.16426319,0.27756986,0.09308412,0.80000000,0.20000000
57,0.09680780,0.16638098,0.27650043,0.09411084,0.80000000,0.20000000
58,0.09645959,0.16451184,0.27572102,0.09261735,0.80000000,0.20000000
59,0.09600945,0.16345028,0.27471288,0.09307988,0.80000000,0.20000000
