architecture,epoch,train_rmse,val_rmse,overfit_gap
Physics-Reg.,231,0.0869862,0.0822264,-0.00475973
Physics-Reg.,232,0.0860865,0.0819927,-0.00409382
Physics-Reg.,233,0.0864898,0.082452,-0.00403775
Physics-Reg.,234,0.0864273,0.0819641,-0.0044632
Physics-Reg.,235,0.0860999,0.0819984,-0.00410151
Physics-Reg.,236,0.0863357,0.082029,-0.00430663
Physics-Reg.,237,0.0862089,0.0820083,-0.0042005
Physics-Reg.,238,0.0860616,0.081883,-0.00417859
Physics-Reg.,239,0.0863138,0.0819812,-0.0043326
Physics-Reg.,240,0.0859144,0.0819821,-0.00393234
Physics-Reg.,241,0.0861172,0.0820543,-0.00406282
Physics-Reg.,242,0.0861175,0.0821418,-0.00397568
Physics-Reg.,243,0.0860983,0.0820666,-0.00403171
Physics-Reg.,244,0.0860708,0.0815455,-0.00452533
Physics-Reg.,245,0.0858581,0.0818621,-0.003996
Physics-Reg.,246,0.0861406,0.0818252,-0.00431543
Physics-Reg.,247,0.0857798,0.0815984,-0.00418139
Physics-Reg.,248,0.0857462,0.0817899,-0.00395625
Physics-Reg.,249,0.0856951,0.0818537,-0.00384144
Physics-Reg.,250,0.0856456,0.08199,-0.0036556
Physics-Reg.,251,0.0856109,0.0815149,-0.00409595
Physics-Reg.,252,0.08589,0.081559,-0.00433096
Physics-Reg.,253,0.0852914,0.0817795,-0.00351192
Physics-Reg.,254,0.0852719,0.0817225,-0.00354938
Physics-Reg.,255,0.0854276,0.0816965,-0.00373115
Physics-Reg.,256,0.0853556,0.0819516,-0.003404
Physics-Reg.,257,0.0856456,0.0822322,-0.00341341
Physics-Reg.,258,0.0855351,0.0824822,-0.00305297
Physics-Reg.,259,0.0854809,0.0818294,-0.00365158
Physics-Reg.,260,0.0857113,0.0822251,-0.00348616
Physics-Reg.,261,0.0848707,0.081884,-0.00298662
Physics-Reg.,262,0.0855124,0.0816266,-0.00388577
Physics-Reg.,263,0.0850463,0.0819688,-0.0030774
Physics-Reg.,264,0.0851008,0.0818013,-0.00329954
Physics-Reg.,265,0.0849072,0.0818234,-0.00308381
Physics-Reg.,266,0.08475,0.0817284,-0.00302157
Physics-Reg.,267,0.0849509,0.0816231,-0.0033278
Physics-Reg.,268,0.0848085,0.0817375,-0.00307101
Physics-Reg.,269,0.0849461,0.0815998,-0.00334629
Physics-Reg.,270,0.0848329,0.0816132,-0.00321972
Physics-Reg.,271,0.0851101,0.08108,-0.00403007
Physics-Reg.,272,0.0849285,0.0818908,-0.00303774
Physics-Reg.,273,0.0848994,0.0822544,-0.00264503
Physics-Reg.,274,0.0850927,0.0822961,-0.00279659
Physics-Reg.,275,0.0848209,0.0818841,-0.00293679
Physics-Reg.,276,0.0847261,0.0820502,-0.00267594
Physics-Reg.,277,0.084433,0.0819556,-0.00247738
Physics-Reg.,278,0.0844545,0.0819215,-0.00253302
Physics-Reg.,279,0.0843723,0.0815068,-0.00286551
Physics-Reg.,280,0.0843186,0.081737,-0.00258161
Physics-Reg.,281,0.084228,0.0815054,-0.00272263
Physics-Reg.,282,0.0843699,0.0815208,-0.00284919
Physics-Reg.,283,0.0843615,0.0815917,-0.00276983
Physics-Reg.,284,0.0844573,0.0815981,-0.00285916
Physics-Reg.,285,0.084337,0.0815898,-0.00274724
Physics-Reg.,286,0.0846288,0.0816994,-0.00292945
Physics-Reg.,287,0.084634,0.0816308,-0.00300326
Physics-Reg.,288,0.0844354,0.0820082,-0.0024272
Physics-Reg.,289,0.0841551,0.0825508,-0.0016043
Physics-Reg.,290,0.0841524,0.0818692,-0.00228325
Physics-Reg.,291,0.0840175,0.0817403,-0.00227721
Physics-Reg.,292,0.0840918,0.0819949,-0.00209699
Physics-Reg.,293,0.0841791,0.0820231,-0.00215601
Physics-Reg.,294,0.0839874,0.0815973,-0.00239005
Physics-Reg.,295,0.083706,0.0815514,-0.00215456
Physics-Reg.,296,0.0838461,0.081551,-0.00229508
Physics-Reg.,297,0.0839582,0.0814851,-0.00247312
Physics-Reg.,298,0.0840983,0.0813651,-0.00273318
Physics-Reg.,299,0.0837397,0.0814586,-0.0022811
Physics-Reg.,300,0.0839177,0.0814275,-0.00249023
Physics-Reg.,301,0.0839653,0.0816891,-0.00227623
Physics-Reg.,302,0.0840582,0.0814509,-0.00260732
Physics-Reg.,303,0.0840835,0.0815949,-0.00248851
Physics-Reg.,304,0.0836603,0.0816673,-0.00199304
Physics-Reg.,305,0.0836212,0.0817822,-0.00183898
Physics-Reg.,306,0.0838169,0.0815571,-0.0022598
Physics-Reg.,307,0.0836664,0.0818799,-0.0017865
Physics-Reg.,308,0.0833323,0.0814881,-0.00184414
Physics-Reg.,309,0.083623,0.0816597,-0.00196328
Physics-Reg.,310,0.0835578,0.0815466,-0.00201117
Physics-Reg.,311,0.0838703,0.0815317,-0.00233854
Physics-Reg.,312,0.0832147,0.0812975,-0.0019172
Physics-Reg.,313,0.0835235,0.0814238,-0.00209974
Physics-Reg.,314,0.0830477,0.0812665,-0.00178119
Physics-Reg.,315,0.0833586,0.0812836,-0.00207501
Physics-Reg.,316,0.0836906,0.0811571,-0.00253343
Physics-Reg.,317,0.08369,0.0812749,-0.00241508
Physics-Reg.,318,0.0830893,0.081562,-0.00152731
Physics-Reg.,319,0.0832847,0.0811199,-0.00216472
Physics-Reg.,320,0.0835793,0.0809062,-0.00267316
Physics-Reg.,321,0.083558,0.0813543,-0.00220366
Physics-Reg.,322,0.0835301,0.081402,-0.00212816
Physics-Reg.,323,0.0833413,0.081237,-0.00210427
Physics-Reg.,324,0.0832047,0.0812952,-0.00190954
Physics-Reg.,325,0.083244,0.0814432,-0.00180074
Physics-Reg.,326,0.083181,0.0811619,-0.00201908
Physics-Reg.,327,0.082621,0.0811142,-0.00150683
Physics-Reg.,328,0.0828021,0.0811431,-0.00165898
Physics-Reg.,329,0.0825984,0.0811209,-0.00147752
Physics-Reg.,330,0.0829937,0.08112,-0.0018737
Physics-Reg.,331,0.0829515,0.0811662,-0.00178531
Physics-Reg.,332,0.0834647,0.0816818,-0.00178289
Physics-Reg.,333,0.0830614,0.0816018,-0.00145965
Physics-Reg.,334,0.0830426,0.08104,-0.00200265
Physics-Reg.,335,0.0827476,0.0813289,-0.00141867
Physics-Reg.,336,0.0828976,0.0812477,-0.00164986
Physics-Reg.,337,0.0826965,0.0813962,-0.00130033
Physics-Reg.,338,0.0827326,0.0812329,-0.00149969
Physics-Reg.,339,0.0825949,0.0816063,-0.00098858
Physics-Reg.,340,0.0831832,0.0812619,-0.00192126
Physics-Reg.,341,0.0825196,0.0812198,-0.00129978
Physics-Reg.,342,0.0826893,0.081405,-0.00128431
Physics-Reg.,343,0.0826133,0.0812128,-0.00140048
Physics-Reg.,344,0.0827051,0.081191,-0.00151415
Physics-Reg.,345,0.0822747,0.0811774,-0.00109731
Physics-Reg.,346,0.0827947,0.0809238,-0.00187099
Physics-Reg.,347,0.0828211,0.0813996,-0.00142149
Physics-Reg.,348,0.0825162,0.0813424,-0.00117379
Physics-Reg.,349,0.0826268,0.0813982,-0.00122854
Physics-Reg.,350,0.0825928,0.0810942,-0.00149859
Physics-Reg.,351,0.0822192,0.0810787,-0.00114048
Physics-Reg.,352,0.0824409,0.0812482,-0.00119267
Physics-Reg.,353,0.0822815,0.0814102,-0.00087139
Physics-Reg.,354,0.0823877,0.0808968,-0.0014909
Physics-Reg.,355,0.0823657,0.0809419,-0.00142375
Physics-Reg.,356,0.0822983,0.0812093,-0.00108901
Physics-Reg.,357,0.0824902,0.0809951,-0.00149509
Physics-Reg.,358,0.0821216,0.0810039,-0.00111767
Physics-Reg.,359,0.0818622,0.0810524,-0.00080985
Physics-Reg.,360,0.0821985,0.0810372,-0.00116133
Physics-Reg.,361,0.0821671,0.0811771,-0.00098992
Physics-Reg.,362,0.0824067,0.0808675,-0.00153912
Physics-Reg.,363,0.0820766,0.0814161,-0.00066059
Physics-Reg.,364,0.0821659,0.0814288,-0.00073716
Physics-Reg.,365,0.0820411,0.0809509,-0.00109022
Physics-Reg.,366,0.0820186,0.0806172,-0.00140135
Physics-Reg.,367,0.0819445,0.0807656,-0.00117885
Physics-Reg.,368,0.0822471,0.0812951,-0.000952
Physics-Reg.,369,0.0816136,0.0810225,-0.00059115
Physics-Reg.,370,0.0818419,0.0809867,-0.00085521
Physics-Reg.,371,0.0818374,0.0809689,-0.00086849
Physics-Reg.,372,0.0818575,0.0810777,-0.0007798
Physics-Reg.,373,0.0815385,0.0811147,-0.00042375
Physics-Reg.,374,0.081595,0.0810018,-0.00059325
Physics-Reg.,375,0.0816492,0.0809942,-0.00065497
Physics-Reg.,376,0.082044,0.0812454,-0.00079862
Physics-Reg.,377,0.0816394,0.0814079,-0.00023143
Physics-Reg.,378,0.0818211,0.081128,-0.00069317
Physics-Reg.,379,0.0816318,0.08169,5.821e-05
Physics-Reg.,380,0.0816286,0.0812036,-0.00042499
Physics-Reg.,381,0.0815942,0.0812501,-0.00034406
Physics-Reg.,382,0.0818438,0.0809353,-0.00090848
Physics-Reg.,383,0.0815365,0.0810349,-0.0005016
Physics-Reg.,384,0.0815099,0.0807267,-0.00078326
Physics-Reg.,385,0.0813378,0.0808745,-0.00046331
Physics-Reg.,386,0.0812627,0.0810502,-0.00021251
Physics-Reg.,387,0.0815432,0.0810121,-0.00053116
Physics-Reg.,388,0.0812149,0.080957,-0.00025781
Physics-Reg.,389,0.0813635,0.0809276,-0.0004359
Physics-Reg.,390,0.0809961,0.0809527,-4.339e-05
Physics-Reg.,391,0.0813596,0.0808399,-0.00051966
Physics-Reg.,392,0.0816403,0.0807706,-0.00086972
Physics-Reg.,393,0.0814415,0.0811731,-0.00026845
Physics-Reg.,394,0.0815174,0.0812631,-0.00025428
Physics-Reg.,395,0.0817454,0.08113,-0.00061538
Physics-Reg.,396,0.0814795,0.0811561,-0.00032333
Physics-Reg.,397,0.0815967,0.0806252,-0.00097148
Physics-Reg.,398,0.0813776,0.0809374,-0.00044023
Physics-Reg.,399,0.0811218,0.0809503,-0.00017151
Physics-Reg.,400,0.0811234,0.0807123,-0.00041115
Physics-Reg.,401,0.0812099,0.0806419,-0.00056804
Physics-Reg.,402,0.0813289,0.080545,-0.00078394
Physics-Reg.,403,0.0810837,0.0806821,-0.00040161
Physics-Reg.,404,0.0811037,0.0807072,-0.00039651
Physics-Reg.,405,0.0808099,0.0807006,-0.00010931
Physics-Reg.,406,0.0811047,0.0809638,-0.00014088
Physics-Reg.,407,0.0812946,0.0804478,-0.00084672
Physics-Reg.,408,0.0812474,0.0808208,-0.00042657
Physics-Reg.,409,0.0814296,0.0809271,-0.00050242
Physics-Reg.,410,0.0812491,0.0812521,3.07e-06
Physics-Reg.,411,0.0812685,0.0809969,-0.00027156
Physics-Reg.,412,0.0810988,0.080964,-0.00013481
Physics-Reg.,413,0.081182,0.0812417,5.971e-05
Physics-Reg.,414,0.0805521,0.0811207,0.00056863
Physics-Reg.,415,0.0810554,0.0807676,-0.00028783
Physics-Reg.,416,0.081062,0.0808799,-0.00018208
Physics-Reg.,417,0.0809227,0.0808942,-2.855e-05
Physics-Reg.,418,0.0806388,0.0808656,0.0002268
Physics-Reg.,419,0.0808638,0.0807578,-0.00010604
Physics-Reg.,420,0.0806837,0.0807535,6.973e-05
Physics-Reg.,421,0.0808602,0.0812592,0.000399
Physics-Reg.,422,0.0811663,0.0806743,-0.00049202
Physics-Reg.,423,0.0808312,0.0810252,0.00019399
Physics-Reg.,424,0.0809746,0.0808013,-0.00017334
Physics-Reg.,425,0.08089,0.0807476,-0.00014248
Physics-Reg.,426,0.0806395,0.0808077,0.00016823
Physics-Reg.,427,0.080767,0.0808523,8.531e-05
Physics-Reg.,428,0.0808944,0.0809204,2.597e-05
Physics-Reg.,429,0.0808127,0.0808945,8.18e-05
Physics-Reg.,430,0.080653,0.0806401,-1.29e-05
Physics-Reg.,431,0.0808561,0.0805845,-0.00027158
Physics-Reg.,432,0.0803489,0.0806358,0.00028695
Physics-Reg.,433,0.0805194,0.0806802,0.00016083
Physics-Reg.,434,0.0805294,0.0806562,0.00012686
Physics-Reg.,435,0.0801497,0.0806575,0.00050789
Physics-Reg.,436,0.0805609,0.0807447,0.00018379
Physics-Reg.,437,0.0807941,0.0805675,-0.00022656
Physics-Reg.,438,0.0806309,0.0810571,0.0004262
Physics-Reg.,439,0.0806101,0.0811045,0.00049444
Physics-Reg.,440,0.0805502,0.0803238,-0.00022644
Physics-Reg.,441,0.0807597,0.0808043,4.462e-05
Physics-Reg.,442,0.0804473,0.0810518,0.00060453
Physics-Reg.,443,0.0807018,0.0807638,6.195e-05
Physics-Reg.,444,0.0803436,0.0806216,0.00027792
Physics-Reg.,445,0.0804027,0.0808261,0.00042338
Physics-Reg.,446,0.0802213,0.0807521,0.00053078
Physics-Reg.,447,0.0801822,0.0806505,0.0004683
Physics-Reg.,448,0.0800237,0.0806272,0.00060347
Physics-Reg.,449,0.0799527,0.0806755,0.00072283
Physics-Reg.,450,0.0799962,0.0806267,0.00063053
Physics-Reg.,451,0.0802813,0.0805633,0.00028199
Physics-Reg.,452,0.0804237,0.0806148,0.00019108
Physics-Reg.,453,0.0802777,0.0809562,0.00067856
Physics-Reg.,454,0.0801615,0.0810727,0.00091117
Physics-Reg.,455,0.0802831,0.0813751,0.00109199
Physics-Reg.,456,0.0801189,0.0808126,0.00069364
Physics-Reg.,457,0.0800073,0.0807786,0.00077127
Physics-Reg.,458,0.0801779,0.0809992,0.0008213
Physics-Reg.,459,0.0798138,0.0806015,0.00078776
Physics-Reg.,460,0.0801429,0.0807717,0.00062876
Physics-Reg.,461,0.0797959,0.0805281,0.00073222
Physics-Reg.,462,0.0798665,0.0806505,0.00078408
Physics-Reg.,463,0.079947,0.0806087,0.00066178
Physics-Reg.,464,0.0798542,0.0806059,0.00075169
Physics-Reg.,465,0.079837,0.0805657,0.00072863
Physics-Reg.,466,0.079885,0.0807556,0.00087064
Physics-Reg.,467,0.0799659,0.0805795,0.00061358
Physics-Reg.,468,0.0802164,0.0805553,0.00033893
Physics-Reg.,469,0.0799764,0.080756,0.00077957
Physics-Reg.,470,0.079926,0.080297,0.000371
Physics-Reg.,471,0.079962,0.0803912,0.00042914
Physics-Reg.,472,0.0797017,0.0808311,0.00112944
Physics-Reg.,473,0.0798346,0.0807882,0.0009536
Physics-Reg.,474,0.0800235,0.080566,0.00054245
Physics-Reg.,475,0.0794934,0.080869,0.00137563
Physics-Reg.,476,0.079786,0.0805855,0.0007995
Physics-Reg.,477,0.0798082,0.0804357,0.0006275
Physics-Reg.,478,0.0795588,0.0805523,0.00099351
Physics-Reg.,479,0.0797136,0.08061,0.00089632
Physics-Reg.,480,0.0801153,0.0805491,0.0004338
Physics-Reg.,481,0.0796294,0.0806682,0.00103881
Physics-Reg.,482,0.0799713,0.0809471,0.00097578
Physics-Reg.,483,0.0800325,0.0805454,0.00051295
Physics-Reg.,484,0.0798986,0.0806315,0.00073295
Physics-Reg.,485,0.0794373,0.0813035,0.00186628
Physics-Reg.,486,0.0794355,0.0805854,0.00114984
Physics-Reg.,487,0.0793543,0.0804985,0.00114419
Physics-Reg.,488,0.079176,0.0807037,0.00152771
Physics-Reg.,489,0.079596,0.080546,0.00094999
Physics-Reg.,490,0.0793782,0.0806195,0.00124121
Physics-Reg.,491,0.0794948,0.0804035,0.00090868
Physics-Reg.,492,0.0793401,0.0804824,0.00114227
Physics-Reg.,493,0.0790595,0.0804849,0.00142541
Physics-Reg.,494,0.0794119,0.0804796,0.00106776
Physics-Reg.,495,0.0793338,0.0805459,0.00121209
Physics-Reg.,496,0.079679,0.0804003,0.0007213
Physics-Reg.,497,0.0796092,0.0804687,0.00085952
Physics-Reg.,498,0.0795212,0.0806069,0.00108568
Physics-Reg.,499,0.0794983,0.0807982,0.00129986
Physics-Reg.,500,0.0796342,0.0808129,0.00117872
Physics-Reg.,501,0.0793502,0.0806458,0.00129563
Physics-Reg.,502,0.0793801,0.0804557,0.00107558
Physics-Reg.,503,0.0794698,0.0806295,0.00115972
Physics-Reg.,504,0.0792936,0.0806789,0.00138534
Physics-Reg.,505,0.079191,0.0803255,0.00113452
Physics-Reg.,506,0.0789624,0.0804333,0.0014709
Physics-Reg.,507,0.0790135,0.0802335,0.00121999
Physics-Reg.,508,0.0786264,0.0802711,0.00164473
Physics-Reg.,509,0.0791403,0.0803529,0.00121257
Physics-Reg.,510,0.0791274,0.0803414,0.00121407
Physics-Reg.,511,0.0790707,0.0801806,0.00110983
Physics-Reg.,512,0.0794431,0.0802271,0.00078395
Physics-Reg.,513,0.0790626,0.0801257,0.00106304
Physics-Reg.,514,0.0792103,0.0801407,0.00093044
Physics-Reg.,515,0.0796123,0.0805672,0.00095489
Physics-Reg.,516,0.0792893,0.0803395,0.00105023
Physics-Reg.,517,0.0788149,0.0804079,0.00159295
Physics-Reg.,518,0.0791854,0.0806356,0.00145017
Physics-Reg.,519,0.0792917,0.0801788,0.0008871
Physics-Reg.,520,0.0790175,0.080466,0.00144853
Physics-Reg.,521,0.0789304,0.0803891,0.00145867
Physics-Reg.,522,0.0788239,0.0803329,0.001509
Physics-Reg.,523,0.0788043,0.0803454,0.00154103
Physics-Reg.,524,0.0788293,0.0803137,0.00148442
Physics-Reg.,525,0.0789989,0.0803541,0.00135522
Physics-Reg.,526,0.0788785,0.080771,0.00189253
Physics-Reg.,527,0.0791922,0.0803461,0.00115387
Physics-Reg.,528,0.0789749,0.0805136,0.00153871
Physics-Reg.,529,0.0785183,0.080514,0.00199569
Physics-Reg.,530,0.0788254,0.0802482,0.00142273
Physics-Reg.,531,0.0788913,0.0805266,0.00163529
Physics-Reg.,532,0.0786987,0.0807362,0.00203748
Physics-Reg.,533,0.0788016,0.0805269,0.00172533
Physics-Reg.,534,0.0789909,0.0804181,0.00142712
Physics-Reg.,535,0.078283,0.0803996,0.00211659
Physics-Reg.,536,0.0788795,0.0803285,0.00144902
Physics-Reg.,537,0.07827,0.0802408,0.00197075
Physics-Reg.,538,0.0787621,0.0803469,0.00158473
Physics-Reg.,539,0.0781673,0.0803705,0.00220319
Physics-Reg.,540,0.0788739,0.0803974,0.00152352
Physics-Reg.,541,0.0787829,0.080312,0.00152914
Physics-Reg.,542,0.0782815,0.0799212,0.00163977
Physics-Reg.,543,0.0792324,0.0802106,0.00097821
Physics-Reg.,544,0.0790872,0.0803886,0.00130148
Physics-Reg.,545,0.0787366,0.0804884,0.00175181
Physics-Reg.,546,0.0786542,0.080489,0.0018348
Physics-Reg.,547,0.078549,0.0801726,0.00162357
Physics-Reg.,548,0.0784824,0.0804186,0.00193621
Physics-Reg.,549,0.0786386,0.0802902,0.00165164
Physics-Reg.,550,0.0785789,0.0803028,0.00172392
Physics-Reg.,551,0.0782627,0.0804201,0.0021574
Physics-Reg.,552,0.0783288,0.0801896,0.00186076
Physics-Reg.,553,0.0783304,0.0801056,0.0017752
Physics-Reg.,554,0.0782367,0.0801108,0.00187412
Physics-Reg.,555,0.0781664,0.0801231,0.00195661
Physics-Reg.,556,0.0785517,0.0804618,0.00191005
Physics-Reg.,557,0.0785664,0.0809991,0.00243265
Physics-Reg.,558,0.0787593,0.0806405,0.00188122
Physics-Reg.,559,0.0785789,0.080181,0.00160217
Physics-Reg.,560,0.0786043,0.0803298,0.00172546
Physics-Reg.,561,0.0786834,0.0805627,0.00187934
Physics-Reg.,562,0.0783609,0.0807076,0.00234661
Physics-Reg.,563,0.0783887,0.0804038,0.0020151
Physics-Reg.,564,0.0782159,0.080223,0.00200715
Physics-Reg.,565,0.0784126,0.080488,0.00207539
Physics-Reg.,566,0.0782008,0.0800505,0.00184969
Physics-Reg.,567,0.0782452,0.0801074,0.00186218
Physics-Reg.,568,0.078254,0.0802544,0.00200045
Physics-Reg.,569,0.0781847,0.0802696,0.00208487
Physics-Reg.,570,0.0783645,0.0802959,0.00193143
Physics-Reg.,571,0.0783222,0.0805907,0.00226847
Physics-Reg.,572,0.0785655,0.0804033,0.00183776
Physics-Reg.,573,0.0785309,0.0803626,0.00183166
Physics-Reg.,574,0.0784581,0.0804503,0.00199213
Physics-Reg.,575,0.0784664,0.0800957,0.00162933
Physics-Reg.,576,0.0782897,0.080611,0.0023213
Physics-Reg.,577,0.0784035,0.0802489,0.0018454
Physics-Reg.,578,0.0780027,0.0803982,0.00239544
Physics-Reg.,579,0.0781083,0.0802354,0.00212705
Physics-Reg.,580,0.0781727,0.0801973,0.00202458
Physics-Reg.,581,0.0780568,0.0799651,0.00190837
Physics-Reg.,582,0.0780602,0.0799823,0.00192211
Physics-Reg.,583,0.0774086,0.080119,0.00271048
Physics-Reg.,584,0.0778593,0.0801329,0.00227358
Physics-Reg.,585,0.077758,0.0801273,0.00236936
Physics-Reg.,586,0.0780267,0.0800907,0.00206396
Physics-Reg.,587,0.0781748,0.0804303,0.00225545
Physics-Reg.,588,0.0782657,0.0807649,0.00249915
Physics-Reg.,589,0.0780668,0.0801448,0.00207794
Physics-Reg.,590,0.0781592,0.0804445,0.00228526
Physics-Reg.,591,0.0780218,0.0798931,0.00187138
Physics-Reg.,592,0.0780134,0.0803826,0.00236919
Physics-Reg.,593,0.0781314,0.0800425,0.00191105
Physics-Reg.,594,0.0778312,0.0799875,0.00215631
Physics-Reg.,595,0.0774588,0.0802331,0.00277432
Physics-Reg.,596,0.0778861,0.0801472,0.00226112
Physics-Reg.,597,0.0779603,0.0801044,0.00214412
Physics-Reg.,598,0.0776698,0.0800801,0.00241027
Physics-Reg.,599,0.0773517,0.0800508,0.00269904
Physics-Reg.,600,0.0777376,0.0800267,0.00228911
Physics-Reg.,601,0.0775222,0.0803107,0.00278847
Physics-Reg.,602,0.077816,0.0800524,0.00223645
Physics-Reg.,603,0.0778695,0.0802221,0.00235261
Physics-Reg.,604,0.0780141,0.080365,0.0023509
Physics-Reg.,605,0.0779716,0.0799671,0.00199549
Physics-Reg.,606,0.0781515,0.0802657,0.00211417
Physics-Reg.,607,0.0775606,0.0802718,0.00271117
Physics-Reg.,608,0.0776286,0.0799592,0.0023307
Physics-Reg.,609,0.0779227,0.080086,0.00216322
Physics-Reg.,610,0.0777888,0.0800177,0.0022289
Physics-Reg.,611,0.0774762,0.080066,0.00258983
Physics-Reg.,612,0.0774701,0.0799026,0.00243257
Physics-Reg.,613,0.0774122,0.0799945,0.00258231
Physics-Reg.,614,0.0772956,0.0799271,0.00263156
Physics-Reg.,615,0.0772632,0.0799355,0.00267236
Physics-Reg.,616,0.0775578,0.0804579,0.00290005
Physics-Reg.,617,0.0779252,0.0801852,0.00225995
Physics-Reg.,618,0.0776708,0.0796021,0.00193131
Physics-Reg.,619,0.0776782,0.0803672,0.00268901
Physics-Reg.,620,0.0775725,0.080322,0.00274949
Physics-Reg.,621,0.0777376,0.0800856,0.00234806
Physics-Reg.,622,0.0774362,0.0799252,0.00248892
Physics-Reg.,623,0.0775491,0.0799406,0.00239155
Physics-Reg.,624,0.0775848,0.0797699,0.00218508
Physics-Reg.,625,0.0773516,0.0799473,0.00259573
Physics-Reg.,626,0.0774331,0.0799195,0.00248636
Physics-Reg.,627,0.0773822,0.0797709,0.00238878
Physics-Reg.,628,0.0773256,0.079924,0.00259845
Physics-Reg.,629,0.0774882,0.0798696,0.00238138
Physics-Reg.,630,0.0770543,0.0798371,0.00278273
Physics-Reg.,631,0.0775135,0.0803389,0.0028254
Physics-Reg.,632,0.0777739,0.0800616,0.00228771
Physics-Reg.,633,0.0775068,0.0800452,0.00253841
Physics-Reg.,634,0.0772682,0.0803255,0.00305728
Physics-Reg.,635,0.0776929,0.0797156,0.00202269
Physics-Reg.,636,0.0776842,0.0802199,0.00253573
Physics-Reg.,637,0.0772841,0.0799469,0.00266283
Physics-Reg.,638,0.0772098,0.0798974,0.00268757
Physics-Reg.,639,0.0771682,0.0797507,0.00258255
Physics-Reg.,640,0.0772382,0.0800623,0.00282405
Physics-Reg.,641,0.0772547,0.0797117,0.00245698
Physics-Reg.,642,0.0770879,0.0799152,0.00282726
Physics-Reg.,643,0.0771438,0.0799191,0.00277525
Physics-Reg.,644,0.0771051,0.0798407,0.0027356
Physics-Reg.,645,0.0768179,0.0798819,0.00306403
Physics-Reg.,646,0.0773245,0.080075,0.00275043
Physics-Reg.,647,0.0772404,0.08025,0.0030096
Physics-Reg.,648,0.0772912,0.0800889,0.00279773
Physics-Reg.,649,0.0773096,0.079922,0.00261245
Physics-Reg.,650,0.0772127,0.0800137,0.00280101
Physics-Reg.,651,0.0773213,0.0801669,0.00284556
Physics-Reg.,652,0.0770863,0.0802663,0.00318005
Physics-Reg.,653,0.0772715,0.0801438,0.00287232
Physics-Reg.,654,0.0769583,0.0802707,0.00331245
Physics-Reg.,655,0.0769632,0.0797561,0.00279293
Physics-Reg.,656,0.0770575,0.0798582,0.0028007
Physics-Reg.,657,0.0768303,0.080015,0.00318466
Physics-Reg.,658,0.0772983,0.0797453,0.00244707
Physics-Reg.,659,0.0770642,0.0798176,0.00275342
Physics-Reg.,660,0.0768541,0.0798703,0.00301616
Physics-Reg.,661,0.0771487,0.0798741,0.00272538
Physics-Reg.,662,0.0773266,0.0800652,0.00273858
Physics-Reg.,663,0.0772268,0.0798717,0.0026448
Physics-Reg.,664,0.0773331,0.0797817,0.00244865
Physics-Reg.,665,0.0771818,0.0804085,0.00322664
Physics-Reg.,666,0.0772039,0.0801526,0.00294867
Physics-Reg.,667,0.0767879,0.0794827,0.00269481
Physics-Reg.,668,0.0768732,0.0803105,0.00343739
Physics-Reg.,669,0.0770089,0.0798986,0.00288972
Physics-Reg.,670,0.0771426,0.0797523,0.00260968
Physics-Reg.,671,0.0769028,0.0798904,0.00298762
Physics-Reg.,672,0.0767361,0.0797373,0.00300125
Physics-Reg.,673,0.0769933,0.0797512,0.0027579
Physics-Reg.,674,0.0767709,0.0796833,0.00291245
Physics-Reg.,675,0.0764796,0.0797069,0.00322729
Physics-Reg.,676,0.0766997,0.0802184,0.00351869
Physics-Reg.,677,0.0768328,0.0796506,0.0028178
Physics-Reg.,678,0.0772789,0.0798885,0.00260958
Physics-Reg.,679,0.0768809,0.0802608,0.00337989
Physics-Reg.,680,0.0772077,0.0799919,0.00278423
Physics-Reg.,681,0.0770405,0.0801882,0.00314774
Physics-Reg.,682,0.0767899,0.0801385,0.00334866
Physics-Reg.,683,0.0766442,0.0800512,0.00340697
Physics-Reg.,684,0.0765491,0.0800296,0.00348046
Physics-Reg.,685,0.07691,0.0798731,0.00296318
Physics-Reg.,686,0.0769385,0.079877,0.00293849
Physics-Reg.,687,0.0763966,0.0800452,0.00364866
Physics-Reg.,688,0.076443,0.0799328,0.00348981
Physics-Reg.,689,0.0763047,0.0799746,0.00366995
Physics-Reg.,690,0.0766677,0.0799746,0.00330699
Physics-Reg.,691,0.0769042,0.0801863,0.00328209
Physics-Reg.,692,0.0767274,0.0801044,0.00337693
Physics-Reg.,693,0.076685,0.0800882,0.00340317
Physics-Reg.,694,0.0769968,0.0798796,0.0028828
Physics-Reg.,695,0.0768134,0.0797498,0.00293642
Physics-Reg.,696,0.0766882,0.0802938,0.00360559
Physics-Reg.,697,0.076635,0.0799855,0.00335043
Physics-Reg.,698,0.0766843,0.0801555,0.00347118
Physics-Reg.,699,0.0770945,0.0798589,0.00276446
Physics-Reg.,700,0.0764187,0.0797696,0.00335091
Physics-Reg.,701,0.0767835,0.0801431,0.00335961
Physics-Reg.,702,0.0761925,0.0798881,0.00369557
Physics-Reg.,703,0.0761814,0.0798576,0.00367619
Physics-Reg.,704,0.0763575,0.0799109,0.0035534
Physics-Reg.,705,0.0763677,0.0799018,0.00353419
Physics-Reg.,706,0.0766967,0.0797412,0.00304457
Physics-Reg.,707,0.0768256,0.0799746,0.00314902
Physics-Reg.,708,0.0765631,0.0798829,0.00331981
