epoch,train_loss,val_loss,train_rmse,val_rmse,w_d,w_p
1,0.98015446,0.29928273,0.89800536,0.13147302,1.00000000,0.00000000
2,0.24252998,0.20732368,0.45605984,0.10601055,0.98800000,0.01200000
3,0.19015429,0.19680919,0.40469105,0.10190977,0.97600000,0.02400000
4,0.16920337,0.19441637,0.38143548,0.09963194,0.96400000,0.03600000
5,0.15659877,0.18759544,0.36637786,0.09742767,0.95200000,0.04800000
6,0.14765091,0.18513810,0.35495109,0.09635301,0.94000000,0.06000000
7,0.14113074,0.17863278,0.34640351,0.09446857,0.92800000,0.07200000
8,0.13560505,0.17604498,0.33884383,0.09431523,0.91600000,0.08400000
9,0.13124741,0.17272423,0.33291920,0.09342556,0.90400000,0.09600000
10,0.12755918,0.16830803,0.32782780,0.09239932,0.89200000,0.10800000
11,0.12417897,0.16597526,0.32330313,0.09186391,0.88000000,0.12000000
12,0.12131878,0.16399171,0.31933277,0.09116205,0.86800000,0.13200000
13,0.11847736,0.16501548,0.31539060,0.09146811,0.85600000,0.14400000
14,0.11585941,0.16179747,0.31169345,0.09098494,0.84400000,0.15600000
15,0.11347497,0.16203062,0.30866194,0.09102529,0.83200000,0.16800000
16,0.11131650,0.15780138,0.30573337,0.09019091,0.82000000,0.18000000
17,0.10900711,0.15659670,0.30280282,0.09034554,0.80800000,0.19200000
18,0.10695827,0.15662280,0.30020896,0.08994512,0.79600000,0.20400000
19,0.10489933,0.15329617,0.29776381,0.08941394,0.78400000,0.21600000
20,0.10310659,0.15321857,0.29574880,0.08912421,0.77200000,0.22800000
21,0.10159930,0.15217027,0.29416987,0.08961269,0.76000000,0.24000000
22,0.10005225,0.15017360,0.29247633,0.08863153,0.74800000,0.25200000
23,0.09873332,0.14883888,0.29123932,0.08857633,0.73600000,0.26400000
24,0.09748453,0.15097343,0.29030283,0.08901905,0.72400000,0.27600000
25,0.09632142,0.14753081,0.28939167,0.08839527,0.71200000,0.28800000
26,0.09520222,0.14699944,0.28880896,0.08832998,0.70000000,0.30000000
27,0.09416971,0.15081475,0.28840706,0.08887906,0.68800000,0.31200000
28,0.09320305,0.14961001,0.28833072,0.08839039,0.67600000,0.32400000
29,0.09221479,0.14831226,0.28816703,0.08832031,0.66400000,0.33600000
30,0.09141362,0.14891738,0.28862742,0.08821355,0.65200000,0.34800000
31,0.09049694,0.14730097,0.28889101,0.08827468,0.64000000,0.36000000
32,0.08967961,0.14833071,0.28953861,0.08798783,0.62800000,0.37200000
33,0.08875790,0.14750856,0.29012419,0.08818282,0.61600000,0.38400000
34,0.08794269,0.14967886,0.29107863,0.08847167,0.60400000,0.39600000
35,0.08713132,0.14640495,0.29222040,0.08770898,0.59200000,0.40800000
36,0.08624834,0.14894196,0.29333967,0.08807842,0.58000000,0.42000000
37,0.08547789,0.14803420,0.29481032,0.08843596,0.56800000,0.43200000
38,0.08465188,0.14866386,0.29641475,0.08811634,0.55600000,0.44400000
39,0.08384709,0.15037490,0.29818156,0.08815123,0.54400000,0.45600000
40,0.08303140,0.15141887,0.30021161,0.08846489,0.53200000,0.46800000
41,0.08218577,0.14808878,0.30219741,0.08802549,0.52000000,0.48000000
42,0.08133260,0.14982577,0.30442731,0.08837549,0.50800000,0.49200000
43,0.08041235,0.15259596,0.30669398,0.08898268,0.49600000,0.50400000
44,0.07953664,0.15418858,0.30915453,0.08986658,0.48400000,0.51600000
45,0.07863433,0.15422035,0.31177756,0.08953947,0.47200000,0.52800000
46,0.07764494,0.15362961,0.31443430,0.08927783,0.46000000,0.54000000
47,0.07667122,0.15442798,0.31738115,0.08927376,0.44800000,0.55200000
48,0.07568031,0.15520897,0.32026031,0.08978107,0.43600000,0.56400000
49,0.07460769,0.15383517,0.32329976,0.09002822,0.42400000,0.57600000
50,0.07351615,0.15583201,0.32654595,0.09035970,0.41200000,0.58800000
51,0.07241824,0.15886679,0.32981818,0.09111802,0.40000000,0.60000000
52,0.07227114,0.15874509,0.32946431,0.09099200,0.40000000,0.60000000
53,0.07211432,0.15811068,0.32887529,0.09088208,0.40000000,0.60000000
54,0.07202457,0.15825062,0.32859376,0.09085182,0.40000000,0.60000000
55,0.07188123,0.15847754,0.32799452,0.09092439,0.40000000,0.60000000
56,0.07175891,0.15746021,0.32750824,0.09075343,0.40000000,0.60000000
57,0.07161190,0.15826217,0.32694610,0.09123931,0.40000000,0.60000000
58,0.07151536,0.16132276,0.32656358,0.09174512,0.40000000,0.60000000
59,0.07140708,0.15994882,0.32611344,0.09126234,0.40000000,0.60000000
60,0.07132026,0.15772921,0.32576141,0.09080760,0.40000000,0.60000000
61,0.07122719,0.16020493,0.32532014,0.09111477,0.40000000,0.60000000
62,0.07108779,0.15873794,0.32484454,0.09105519,0.40000000,0.60000000
63,0.07097949,0.15825415,0.32436765,0.09093327,0.40000000,0.60000000
64,0.07088572,0.15886650,0.32398383,0.09110183,0.40000000,0.60000000
65,0.07084159,0.15884468,0.32379956,0.09077834,0.40000000,0.60000000
66,0.07072417,0.15851873,0.32338895,0.09054017,0.40000000,0.60000000
67,0.07061943,0.15922670,0.32288882,0.09148072,0.40000000,0.60000000
68,0.07055569,0.16044732,0.32263866,0.09132146,0.40000000,0.60000000
69,0.07050077,0.15714257,0.32237767,0.09081140,0.40000000,0.60000000
70,0.07040378,0.15946113,0.32204828,0.09125247,0.40000000,0.60000000
71,0.07035065,0.16028112,0.32176551,0.09116976,0.40000000,0.60000000
72,0.07027551,0.15856852,0.32148561,0.09134969,0.40000000,0.60000000
73,0.07022253,0.15825354,0.32124498,0.09169079,0.40000000,0.60000000
74,0.07015993,0.16047875,0.32099720,0.09173202,0.40000000,0.60000000
75,0.07006732,0.15870336,0.32060786,0.09144387,0.40000000,0.60000000
76,0.07000582,0.15915107,0.32038728,0.09115930,0.40000000,0.60000000
77,0.06995723,0.15917896,0.32012427,0.09155143,0.40000000,0.60000000
78,0.06989309,0.15718453,0.31989300,0.09116240,0.40000000,0.60000000
79,0.06986206,0.15954985,0.31968531,0.09120445,0.40000000,0.60000000
80,0.06979122,0.16164597,0.31943648,0.09217127,0.40000000,0.60000000
81,0.06973540,0.15938646,0.31920820,0.09115729,0.40000000,0.60000000
82,0.06969938,0.15785462,0.31909528,0.09118929,0.40000000,0.60000000
83,0.06962637,0.16131911,0.31880180,0.09193309,0.40000000,0.60000000
84,0.06957340,0.15843485,0.31861729,0.09117774,0.40000000,0.60000000
85,0.06956313,0.15979043,0.31841794,0.09170547,0.40000000,0.60000000
86,0.06948051,0.15672950,0.31810651,0.09082810,0.40000000,0.60000000
87,0.06944201,0.15947346,0.31799092,0.09152124,0.40000000,0.60000000
88,0.06937302,0.15981079,0.31769877,0.09140878,0.40000000,0.60000000
89,0.06931150,0.16051259,0.31747176,0.09181066,0.40000000,0.60000000
90,0.06930706,0.15778704,0.31741641,0.09117142,0.40000000,0.60000000
91,0.06925861,0.15991666,0.31722671,0.09192697,0.40000000,0.60000000
92,0.06923661,0.15980018,0.31707299,0.09146036,0.40000000,0.60000000
93,0.06919197,0.16001905,0.31691763,0.09132426,0.40000000,0.60000000
94,0.06913036,0.15816177,0.31666595,0.09167808,0.40000000,0.60000000
95,0.06913036,0.15868178,0.31661378,0.09113488,0.40000000,0.60000000
96,0.06907910,0.15872484,0.31645419,0.09142809,0.40000000,0.60000000
97,0.06903087,0.15968678,0.31620469,0.09166467,0.40000000,0.60000000
98,0.06901565,0.15947727,0.31626009,0.09161786,0.40000000,0.60000000
