epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.17257726734063913,0.16938330753080136,0.077217868,0.071029287,0.2036266,0.072348808,0.00962315584,0.000169421941,5.16663232e-05,0.017928095749999998
2,0.16373687366884476,0.15837393614320777,0.075664757,0.069263866,0.19370133,0.072067415,0.0341460196,0.000189548871,5.56597253e-05,0.056510675499999996
3,0.15351218190305732,0.14698200693017363,0.07409808699999999,0.067520915,0.18261583,0.071683283,0.0550289955,0.000633707332,0.000191267641,0.10057484025
4,0.14483719049061494,0.13996608565599528,0.07275821699999999,0.066455116,0.17347283,0.071222578,0.0636405204,0.00118877153,0.000321341091,0.146839915
5,0.140258388072762,0.1374400831187319,0.07192318,0.066027591,0.16877927,0.07071591099999999,0.0685671493,0.00185168827,0.000453139575,0.177091129
6,0.13828050400239794,0.13588060235542138,0.071503117,0.065693026,0.1666747,0.07019123299999999,0.0726505031,0.00256824634,0.000647001816,0.18785425725
7,0.13645386541851431,0.134393116783872,0.071103431,0.06540688,0.16465112,0.069653206,0.0755505163,0.00347192027,0.000874138906,0.1952347715
8,0.13498359277800123,0.13295638278136937,0.070791938,0.06514282599999999,0.1630287,0.06910983799999999,0.077851184,0.00442069162,0.0011806708,0.20106047975
9,0.13393432757463403,0.13162453044375166,0.070573398,0.064852144,0.16190295,0.068575556,0.0793975142,0.00546337914,0.00157712372,0.207241561
10,0.13273453011167527,0.13065203925562813,0.070296884,0.06470177699999999,0.16055109,0.06806008999999999,0.0805162246,0.00665083698,0.00214819995,0.21091479949999997
11,0.13161404949632513,0.12961108229615048,0.070085568,0.06452649,0.1593307,0.067561445,0.0810557894,0.00803680593,0.00280636392,0.21556919724999998
12,0.13070346848466532,0.12873941513425163,0.069883513,0.064434118,0.15833659,0.06709667999999999,0.0826788916,0.00959782053,0.00359108656,0.21941451375
13,0.12990692311547564,0.1279957741881545,0.069739082,0.06430347,0.15749583,0.066671122,0.0837719897,0.0113099024,0.00456651327,0.22261980975
