epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,test_rmse,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
166,0.10604595,0.11834636,0.08550057,0.08328943,0.10623915,0.08981664,0.08326862,1.33913753e-01,1.91839195e-01,1.33296733e-01,3.24902978e-02
167,0.10605984,0.11828337,0.08549455,0.08325510,0.10625143,0.08975014,0.08326647,1.33729972e-01,1.92026512e-01,1.33135007e-01,3.23113313e-02
168,0.10618449,0.11820218,0.08555643,0.08325043,0.10637597,0.08973541,0.08326403,1.33414667e-01,1.92821228e-01,1.33033182e-01,3.22997328e-02
169,0.10606837,0.11820484,0.08552574,0.08324248,0.10626069,0.08969991,0.08326097,1.33751913e-01,1.91961319e-01,1.33487029e-01,3.20793404e-02
170,0.10582715,0.11816768,0.08548502,0.08321650,0.10602184,0.08962994,0.08325564,1.34368171e-01,1.91660800e-01,1.33920323e-01,3.22743636e-02
171,0.10628573,0.11816557,0.08551907,0.08320838,0.10647892,0.08969163,0.08325018,1.34257106e-01,1.92087127e-01,1.33443342e-01,3.18641081e-02
172,0.10577212,0.11820032,0.08539416,0.08323733,0.10596595,0.08970814,0.08324822,1.34427561e-01,1.91871403e-01,1.33837216e-01,3.22003224e-02
173,0.10602503,0.11823326,0.08551223,0.08323887,0.10621896,0.08973858,0.08324633,1.34508777e-01,1.92739245e-01,1.33724979e-01,3.23695074e-02
174,0.10633077,0.11828270,0.08560317,0.08327052,0.10652469,0.08975635,0.08324819,1.34441574e-01,1.92162800e-01,1.34085784e-01,3.21040500e-02
175,0.10571456,0.11831174,0.08532024,0.08329973,0.10590647,0.08975520,0.08325265,1.33308193e-01,1.92578694e-01,1.33773577e-01,3.21479071e-02
176,0.10581066,0.11822546,0.08546172,0.08325248,0.10600300,0.08968863,0.08325198,1.33646410e-01,1.92253411e-01,1.33499848e-01,3.21159624e-02
177,0.10585336,0.11819957,0.08544911,0.08321704,0.10604713,0.08968836,0.08324794,1.34528602e-01,1.91672005e-01,1.33603971e-01,3.19640352e-02
178,0.10610205,0.11819916,0.08552362,0.08320951,0.10629599,0.08963326,0.08324328,1.34214535e-01,1.91791112e-01,1.33963555e-01,3.25276252e-02
179,0.10599897,0.11815614,0.08549386,0.08316415,0.10619061,0.08961046,0.08323459,1.33661565e-01,1.91452374e-01,1.33105737e-01,3.25051986e-02
180,0.10591639,0.11817125,0.08545961,0.08317243,0.10610891,0.08966779,0.08322790,1.33522695e-01,1.91855055e-01,1.33732272e-01,3.21250405e-02
181,0.10590335,0.11818190,0.08549426,0.08320826,0.10609491,0.08975522,0.08322547,1.33723191e-01,1.91943209e-01,1.33066881e-01,3.25822197e-02
182,0.10637613,0.11820139,0.08557749,0.08319575,0.10656825,0.08971119,0.08322198,1.33672752e-01,1.91274668e-01,1.33349427e-01,3.26708809e-02
183,0.10582366,0.11816637,0.08545005,0.08319789,0.10601737,0.08975290,0.08321908,1.34329659e-01,1.91498194e-01,1.33466969e-01,3.24267406e-02
184,0.10594167,0.11818130,0.08547692,0.08320703,0.10613508,0.08968009,0.08321741,1.34430468e-01,1.91244535e-01,1.33609910e-01,3.23120425e-02
185,0.10590391,0.11816692,0.08542127,0.08319639,0.10609701,0.08967863,0.08321486,1.34187808e-01,1.91612865e-01,1.33159764e-01,3.21778533e-02
186,0.10584564,0.11815867,0.08540747,0.08320339,0.10603902,0.08969617,0.08321323,1.34291501e-01,1.91589486e-01,1.33729520e-01,3.21293441e-02
187,0.10572618,0.11816612,0.08535258,0.08321145,0.10592078,0.08969446,0.08321260,1.34400093e-01,1.92277734e-01,1.34091594e-01,3.23443573e-02
188,0.10587060,0.11815292,0.08542727,0.08320724,0.10606481,0.08970347,0.08321166,1.35355346e-01,1.91962215e-01,1.33532159e-01,3.22723411e-02
189,0.10561018,0.11815509,0.08535084,0.08320166,0.10580283,0.08969863,0.08321022,1.34471007e-01,1.92209462e-01,1.33271974e-01,3.24459235e-02
190,0.10589515,0.11813626,0.08547840,0.08317834,0.10608895,0.08967452,0.08320666,1.34832949e-01,1.91943660e-01,1.33463884e-01,3.22823234e-02
191,0.10564693,0.11812648,0.08530609,0.08320140,0.10584055,0.08970049,0.08320580,1.34196131e-01,1.91617341e-01,1.33800576e-01,3.20734545e-02
192,0.10545355,0.11811395,0.08525908,0.08320820,0.10564626,0.08975140,0.08320564,1.34697046e-01,1.91891992e-01,1.33030486e-01,3.23987340e-02
193,0.10589621,0.11813704,0.08541430,0.08321766,0.10608976,0.08973803,0.08320649,1.34586061e-01,1.92302700e-01,1.33233030e-01,3.23049212e-02
194,0.10565795,0.11814005,0.08536416,0.08321959,0.10585299,0.08970676,0.08320748,1.34645667e-01,1.92057104e-01,1.34119594e-01,3.19451089e-02
195,0.10548804,0.11814208,0.08530360,0.08321214,0.10568141,0.08971225,0.08320762,1.34513709e-01,1.91631882e-01,1.33139881e-01,3.19418801e-02
196,0.10537985,0.11814319,0.08524472,0.08321209,0.10557467,0.08971411,0.08320777,1.34703901e-01,1.91975462e-01,1.33620563e-01,3.22021886e-02
197,0.10554271,0.11812950,0.08530456,0.08321275,0.10573585,0.08971345,0.08320791,1.34386570e-01,1.92689219e-01,1.33404374e-01,3.22410638e-02
198,0.10538085,0.11812580,0.08520011,0.08323201,0.10557529,0.08973099,0.08321001,1.35150299e-01,1.92562000e-01,1.33471279e-01,3.22223125e-02
199,0.10547673,0.11815296,0.08524424,0.08324500,0.10567105,0.08971911,0.08321314,1.34839222e-01,1.92646561e-01,1.33525951e-01,3.21729321e-02
200,0.10526424,0.11815889,0.08524462,0.08323939,0.10545850,0.08975044,0.08321540,1.34494840e-01,1.92518615e-01,1.33751031e-01,3.19639716e-02
201,0.10528434,0.11821772,0.08521547,0.08324246,0.10547878,0.08972630,0.08321782,1.35042799e-01,1.92992475e-01,1.33552606e-01,3.22610128e-02
202,0.10549699,0.11817321,0.08528977,0.08324903,0.10569148,0.08971838,0.08322069,1.35143426e-01,1.92895194e-01,1.33683069e-01,3.22477385e-02
203,0.10590957,0.11816326,0.08546676,0.08324959,0.10610376,0.08972017,0.08322332,1.34587485e-01,1.93293997e-01,1.33592169e-01,3.20180310e-02
204,0.10504802,0.11815174,0.08515936,0.08324455,0.10524391,0.08972869,0.08322520,1.35311265e-01,1.93068963e-01,1.34017966e-01,3.23771200e-02
205,0.10558492,0.11816456,0.08532787,0.08323685,0.10577990,0.08973184,0.08322608,1.34973827e-01,1.93173729e-01,1.33560544e-01,3.21169151e-02
206,0.10540454,0.11816149,0.08523618,0.08322275,0.10559957,0.08971730,0.08322542,1.35026162e-01,1.92869474e-01,1.33559009e-01,3.21426103e-02
207,0.10531833,0.11816341,0.08522572,0.08321017,0.10551272,0.08974519,0.08322360,1.35239452e-01,1.92692447e-01,1.33375831e-01,3.24008039e-02
208,0.10541174,0.11810534,0.08525053,0.08319192,0.10560618,0.08974702,0.08322017,1.34778247e-01,1.93167016e-01,1.33629123e-01,3.25489388e-02
209,0.10517360,0.11816116,0.08523502,0.08321486,0.10536865,0.08975364,0.08321941,1.35577289e-01,1.92679740e-01,1.33376705e-01,3.23579206e-02
210,0.10529977,0.11814214,0.08513181,0.08320566,0.10549484,0.08975569,0.08321775,1.35137224e-01,1.93147107e-01,1.33733951e-01,3.26142860e-02
211,0.10502243,0.11814196,0.08512214,0.08320846,0.10521661,0.08975464,0.08321665,1.34839341e-01,1.92662650e-01,1.33243057e-01,3.21545721e-02
212,0.10570412,0.11814472,0.08537137,0.08321815,0.10589849,0.08977408,0.08321658,1.34735325e-01,1.92806521e-01,1.33671075e-01,3.21592489e-02
213,0.10564626,0.11812143,0.08532870,0.08320915,0.10584059,0.08978362,0.08321563,1.34434009e-01,1.93050122e-01,1.33497967e-01,3.23120426e-02
214,0.10541939,0.11815305,0.08524466,0.08323195,0.10561324,0.08981258,0.08321705,1.34842210e-01,1.92883353e-01,1.33403213e-01,3.23783598e-02
215,0.10538761,0.11811089,0.08527830,0.08321935,0.10558274,0.08980499,0.08321709,1.35324797e-01,1.93555332e-01,1.33416890e-01,3.21236305e-02
216,0.10530620,0.11811626,0.08528508,0.08321156,0.10550206,0.08980339,0.08321635,1.35235453e-01,1.92919552e-01,1.33842186e-01,3.21581795e-02
217,0.10517789,0.11811371,0.08514090,0.08321433,0.10537252,0.08980897,0.08321595,1.35145604e-01,1.93148783e-01,1.33432252e-01,3.21837178e-02
218,0.10528561,0.11812397,0.08522466,0.08321145,0.10548052,0.08977203,0.08321535,1.35208806e-01,1.93347627e-01,1.33703429e-01,3.21788810e-02
219,0.10562519,0.11811448,0.08534793,0.08320741,0.10581970,0.08976826,0.08321440,1.34789912e-01,1.92861189e-01,1.33784672e-01,3.21291000e-02
220,0.10543325,0.11811472,0.08525783,0.08320865,0.10562585,0.08978765,0.08321368,1.34194980e-01,1.92743579e-01,1.33508644e-01,3.22174150e-02
221,0.10505662,0.11814686,0.08521224,0.08323559,0.10525112,0.08981010,0.08321571,1.34966262e-01,1.92984802e-01,1.33230658e-01,3.23842306e-02
222,0.10523515,0.11811766,0.08515778,0.08322720,0.10542875,0.08978824,0.08321669,1.34782684e-01,1.92820036e-01,1.33419920e-01,3.24551404e-02
223,0.10542687,0.11812239,0.08517321,0.08321910,0.10562035,0.08977848,0.08321680,1.34780859e-01,1.92783314e-01,1.33204467e-01,3.21515970e-02
224,0.10550372,0.11811041,0.08531429,0.08321669,0.10569831,0.08978695,0.08321664,1.34796893e-01,1.93293825e-01,1.33794794e-01,3.23721294e-02
225,0.10547698,0.11811248,0.08529290,0.08320665,0.10567124,0.08977887,0.08321549,1.34731948e-01,1.93322204e-01,1.33483989e-01,3.24561067e-02
226,0.10508584,0.11811030,0.08516597,0.08320655,0.10528034,0.08977299,0.08321446,1.34739090e-01,1.92726847e-01,1.33516838e-01,3.25224254e-02
227,0.10571719,0.11810163,0.08546729,0.08319797,0.10591124,0.08975453,0.08321267,1.34752273e-01,1.92876446e-01,1.33108153e-01,3.23077399e-02
228,0.10507000,0.11809877,0.08511814,0.08320213,0.10526408,0.08975916,0.08321150,1.34795981e-01,1.92501488e-01,1.33661539e-01,3.23230477e-02
229,0.10552928,0.11811558,0.08538297,0.08322229,0.10572314,0.08977703,0.08321245,1.34761743e-01,1.92476301e-01,1.33365798e-01,3.22717185e-02
230,0.10511221,0.11808062,0.08512194,0.08321165,0.10530654,0.08978918,0.08321224,1.35044792e-01,1.92725783e-01,1.33416342e-01,3.23858198e-02
231,0.10513966,0.11808325,0.08515448,0.08319210,0.10533311,0.08977933,0.08321014,1.34816379e-01,1.92854774e-01,1.33070002e-01,3.24441580e-02
232,0.10534639,0.11810112,0.08536833,0.08319781,0.10554011,0.08976271,0.08320882,1.34903510e-01,1.92932732e-01,1.32977589e-01,3.24323668e-02
233,0.10560361,0.11810107,0.08527435,0.08319996,0.10579824,0.08976982,0.08320783,1.35050719e-01,1.92752342e-01,1.33268948e-01,3.23843649e-02
234,0.10529353,0.11810640,0.08514936,0.08320366,0.10548864,0.08976905,0.08320730,1.35000044e-01,1.93435083e-01,1.33503183e-01,3.24768261e-02
235,0.10533179,0.11812134,0.08527477,0.08320982,0.10552754,0.08976909,0.08320747,1.35116166e-01,1.92905444e-01,1.33707357e-01,3.23887543e-02
236,0.10586261,0.11814500,0.08542433,0.08320782,0.10605709,0.08977255,0.08320741,1.34977520e-01,1.92859945e-01,1.33338248e-01,3.24614146e-02
237,0.10527945,0.11813905,0.08525698,0.08320752,0.10547338,0.08978142,0.08320732,1.34965608e-01,1.92663993e-01,1.33219039e-01,3.24600089e-02
238,0.10504945,0.11812056,0.08511164,0.08321249,0.10524381,0.08979298,0.08320774,1.34798093e-01,1.92724575e-01,1.33616976e-01,3.24059632e-02
239,0.10545816,0.11812194,0.08528206,0.08320500,0.10565296,0.08977398,0.08320737,1.34709628e-01,1.93057658e-01,1.33586366e-01,3.24950484e-02
240,0.10508982,0.11811643,0.08517009,0.08320627,0.10528456,0.08978295,0.08320716,1.35332221e-01,1.92807331e-01,1.33541260e-01,3.25158501e-02
241,0.10497102,0.11809862,0.08512995,0.08319681,0.10516697,0.08976608,0.08320605,1.35653997e-01,1.93251995e-01,1.33951991e-01,3.25840930e-02
242,0.10511621,0.11810904,0.08511534,0.08320277,0.10530965,0.08975837,0.08320564,1.34975825e-01,1.92905652e-01,1.32910799e-01,3.24988084e-02
243,0.10483218,0.11810621,0.08509064,0.08319927,0.10502624,0.08975726,0.08320493,1.34697941e-01,1.92721975e-01,1.33215337e-01,3.24742111e-02
244,0.10526860,0.11810688,0.08519159,0.08319646,0.10546338,0.08974842,0.08320400,1.35170040e-01,1.93127071e-01,1.33406676e-01,3.24656645e-02
245,0.10503475,0.11810081,0.08513652,0.08319401,0.10522998,0.08975654,0.08320292,1.35319996e-01,1.93244972e-01,1.33249112e-01,3.24012480e-02
246,0.10518157,0.11810412,0.08525052,0.08319998,0.10537632,0.08975240,0.08320255,1.35067088e-01,1.93021102e-01,1.33142294e-01,3.24891781e-02
247,0.10487568,0.11812058,0.08511770,0.08320208,0.10507017,0.08975520,0.08320241,1.35068363e-01,1.93178283e-01,1.33339571e-01,3.23650352e-02
248,0.10517140,0.11810879,0.08517309,0.08320365,0.10536605,0.08976786,0.08320244,1.34714869e-01,1.93044437e-01,1.33856833e-01,3.24202752e-02
249,0.10482502,0.11810260,0.08510879,0.08319545,0.10501925,0.08976370,0.08320166,1.35308345e-01,1.93235651e-01,1.33227590e-01,3.25269590e-02
250,0.10528417,0.11811138,0.08524209,0.08319881,0.10547925,0.08977581,0.08320128,1.35214421e-01,1.93050003e-01,1.33517214e-01,3.25237226e-02
