t
0.11519100
0.11854700
0.12181900
0.12508900
0.12837400
0.13165100
0.13493600
0.13820700
0.14154699
0.14483100
0.14816201
0.15143900
0.15471300
0.15800799
0.16129400
0.16457400
0.16785300
0.17117301
0.17445201
0.17774200
0.18103600
0.18432200
0.18759400
0.19089299
0.19419000
0.19753499
0.20083500
0.20417500
0.20753901
0.21081799
0.21409900
0.21737701
0.22065200
0.22392499
0.22719300
0.23054300
0.23381600
0.23707800
0.24034500
0.24361899
0.24689201
0.25016201
0.25343600
0.25669700
0.25997600
0.26320300
0.26654199
0.26981401
0.27308500
0.27636099
0.27963501
0.28290901
0.28618801
0.28953001
0.29280999
0.29608399
0.29938501
0.30266100
0.30593500
0.30920500
0.31254199
0.31581500
0.31909001
0.32237601
0.32565701
0.32893801
0.33220300
0.33553201
0.33880401
0.34207699
0.34534901
0.34862599
0.35189900
0.35517901
0.35854799
0.36182100
0.36509001
0.36836499
0.37165499
0.37492499
0.37819499
0.38153601
0.38481900
0.38809201
0.39136699
0.39463899
0.39791200
0.40118501
0.40454099
0.40781701
0.41110200
0.41438299
0.41765201
0.42092299
0.42420301
0.42755100
0.43085799
0.43416500
0.43744600
0.44071999
0.44399700
0.44727501
0.45054600
0.45382699
0.45717299
0.46045300
0.46373701
0.46702701
0.47030300
0.47358200
0.47685501
0.48016500
0.48344499
0.48672399
0.49000999
0.49328601
0.49657899
0.49985501
0.50316501
0.50644398
0.50973499
0.51301301
0.51628798
0.51956201
0.52284801
0.52617002
0.52953601
0.53281599
0.53609401
0.53938800
0.54267198
0.54594803
0.54920202
0.55254698
0.55582702
0.55917400
0.56254798
0.56583101
0.56918299
0.57254398
0.57582998
0.57917500
0.58254403
0.58582097
0.58920300
0.59257299
0.59587502
0.59918398
0.60255802
0.60586798
0.60919201
0.61256498
0.61586601
0.61921501
0.62256199
0.62586898
0.62917399
0.63245100
0.63577700
0.63910902
0.64242202
0.64571202
0.64898598
0.65225297
0.65553200
0.65881801
0.66216701
0.66543603
0.66871899
0.67198497
0.67526400
0.67854100
0.68181801
0.68508899
0.68835402
0.69162399
0.69489002
0.69816399
0.70143598
0.70468998
0.70796698
0.71120399
0.71453702
0.71780801
0.72108102
0.72434801
0.72761500
0.73088998
0.73416299
0.73743999
0.74070698
0.74398398
0.74725902
0.75053799
0.75380999
0.75707799
0.76035798
0.76363599
0.76690400
0.77016801
0.77353102
0.77681398
0.78009403
0.78337401
0.78666401
0.78994203
0.79320300
0.79653603
0.79981601
0.80317599
0.80654401
0.80982101
0.81317800
0.81654400
0.81982702
0.82318199
0.82654101
0.82982099
0.83308798
0.83636701
0.83964998
0.84292901
0.84619099
0.84952599
0.85279697
0.85606498
0.85935402
0.86263198
0.86591297
0.86920100
0.87254697
0.87582803
0.87917602
0.88253802
0.88581300
0.88908100
0.89234602
0.89561403
0.89888602
0.90215802
0.90544099
0.90872300
0.91199499
0.91527700
0.91855502
0.92183399
0.92517000
0.92843902
0.93171698
0.93499702
0.93827599
0.94156098
0.94484103
0.94816399
0.95153302
0.95480800
0.95807803
0.96136498
0.96464401
0.96792001
0.97119498
0.97453898
0.97783202
0.98117298
0.98454398
0.98782802
0.99117702
0.99453998
0.99781299
1.00108004
1.00434995
1.00761998
1.01090002
1.01417005
1.01751995
1.02079999
1.02407002
1.02734995
1.03062999
1.03390002
1.03717005
1.04053998
1.04381001
1.04708004
1.05034006
1.05361998
1.05689001
1.06016004
1.06352997
1.06681001
1.07007003
1.07334006
1.07660997
1.07989001
1.08316004
1.08642995
1.08969998
1.09298003
1.09619999
1.09954000
1.10281003
1.10608006
1.10934997
1.11262000
1.11591005
1.11918998
1.12254000
1.12580001
1.12907004
1.13234997
1.13563001
1.13890004
1.14216995
1.14543998
1.14871001
1.15198004
1.15520000
1.15854001
1.16181004
1.16508996
1.16835999
1.17164004
1.17490005
1.17817998
1.18153000
1.18480003
1.18807995
1.19136000
1.19465005
1.19793999
1.20121002
1.20454001
1.20782006
1.21116996
1.21454000
1.21782994
1.22116995
1.22454000
1.22783005
1.23117006
1.23453999
1.23782003
1.24109006
1.24436998
1.24766004
1.25092995
1.25421000
1.25752997
1.26081002
1.26408994
1.26736999
1.27065003
1.27392006
1.27721000
1.28053999
1.28383005
1.28717995
1.29054999
1.29382002
1.29717004
1.30043995
1.30370998
1.30699003
1.31027997
1.31356001
1.31683004
1.32015002
1.32342005
1.32669997
1.32999003
1.33326995
1.33652997
1.33980000
1.34308004
1.34635997
1.34964001
1.35292006
1.35620999
1.35952997
1.36281002
1.36609006
1.36936998
1.37266004
1.37593997
1.37921000
1.38253999
1.38582003
1.38917005
1.39243996
1.39572001
1.39900994
1.40227997
1.40553999
1.40881002
1.41208005
1.41535997
1.41864002
1.42191994
1.42517996
1.42855000
1.43184996
1.43517005
1.43853998
1.44181001
1.44508004
1.44835997
1.45164001
1.45490003
1.45817006
1.46153998
1.46481001
1.46808004
1.47139001
1.47633004
1.47962999
1.48292994
1.48620999
1.48953998
1.49284995
1.49616003
1.49953997
1.50284004
1.50617003
1.50959003
1.51289999
1.51631999
1.51967001
1.52300000
1.52630997
1.52959001
1.53286004
1.53615999
1.53944004
1.54271996
1.54601002
1.54928994
1.55255997
1.55584002
1.55915999
1.56244004
1.56571996
1.56898999
1.57228994
1.57554996
1.57884002
1.58216000
1.58543003
1.58870995
1.59197998
1.59526002
1.59853995
1.60181999
1.60518003
1.60854006
1.61184001
1.61517000
1.61854005
1.62180996
1.62507999
1.62836003
1.63162994
1.63489997
1.63817000
1.64152002
1.64479995
1.64807999
1.65135002
1.65462005
1.65789998
1.66119003
1.66453004
1.66780996
1.67107999
1.67436004
1.67762995
1.68090999
1.68418002
1.68752003
1.69079006
1.69406998
1.69734001
1.70062006
1.70388997
1.70717001
1.71044004
1.71371996
1.71700001
1.72028005
1.72353995
1.72680998
1.73008001
1.73336995
1.73663998
1.73992002
1.74319994
1.74653995
1.74981999
1.75318003
1.75653005
1.75979996
1.76306999
1.76636004
1.76963997
1.77291000
1.77619004
1.77953005
1.78279996
1.78606999
1.78935003
1.79261994
1.79588997
1.79917002
1.80253994
1.80580997
1.80909002
1.81236994
1.81563997
1.81892002
1.82219994
1.82553005
1.82880998
1.83216000
1.83544004
1.83871996
1.84198999
1.84527004
1.84853995
1.85180998
1.85509002
1.85836005
1.86162996
1.86491001
1.86819005
1.87152004
1.87478995
1.87807000
1.88135004
1.88463998
1.88794005
1.89119995
1.89454997
1.89784002
1.90117002
1.90453005
1.90781999
1.91117001
1.91454005
1.91780996
1.92115998
1.92454004
1.92781997
1.93110001
1.93439996
1.93768001
1.94096005
1.94421005
1.94753003
1.95079994
1.95407999
1.95734000
1.96063006
1.96388996
1.96717000
1.97053003
1.97380996
1.97707999
1.98037004
1.98364997
1.98693001
1.99020004
1.99353004
1.99680996
2.00008988
2.00336003
2.00662994
2.00990009
2.01318002
2.01654005
2.01980996
2.02308011
2.02635002
2.02963996
2.03291988
2.03620005
2.03952003
2.04279995
2.04608011
2.04935002
2.05262995
2.05591011
2.05920005
2.06254005
2.06584001
2.06915998
2.07253003
2.07580996
2.07916999
2.08253002
2.08580995
2.08915997
2.09243989
2.09572005
2.09900999
2.10228992
2.10556006
2.10882998
2.11214995
2.11543012
2.11871004
2.12199998
2.12526011
2.12853003
2.13179994
2.13508010
2.13836002
2.14162993
2.14490008
2.14818001
2.15152001
2.15479994
2.15808010
2.16134000
2.16460991
2.16789007
2.17115998
2.17442989
2.17770004
2.18096995
2.18425012
2.18755007
2.19082999
2.19414997
2.19743991
2.20072007
2.20400000
2.20726991
2.21055007
2.21382999
2.21715999
2.22053003
2.22381997
2.22716999
2.23054004
2.23381996
2.23715997
2.24053001
2.24379992
2.24708009
2.25037003
2.25363994
2.25691009
2.26018000
2.26352000
2.26680994
2.27008009
2.27336001
2.27665997
2.28162003
2.28495002
2.28827000
2.29156995
2.29489994
2.29820991
2.30154991
2.30486012
2.30816007
2.31152010
2.31479001
2.31808996
2.32138991
2.32467008
2.32793999
2.33120990
2.33453012
2.33781004
2.34116006
2.34441996
2.34770989
2.35099006
2.35426998
2.35753989
2.36081004
2.36408997
2.36736989
2.37065005
2.37392998
2.37719989
2.38053989
2.38382006
2.38716006
2.39053011
2.39380002
2.39706993
2.40035009
2.40362000
2.40688992
2.41016006
2.41343999
2.41671991
2.42000008
2.42330003
2.42657995
2.42986012
2.43315005
2.43642998
2.43969989
2.44299006
2.44626999
2.44954991
2.45282006
2.45617008
2.45953012
2.46282005
2.46616006
2.46942997
2.47270989
2.47599006
2.47926998
2.48254991
2.48583007
2.48917007
2.49253011
2.49582005
2.49916005
2.50253010
2.50581002
2.50908995
2.51236010
2.51563001
2.51890993
2.52220011
2.52552009
2.52880001
2.53206992
2.53535008
2.53863001
2.54189992
2.54518008
2.54853010
2.55181003
2.55516005
2.55842996
2.56171989
2.56500006
2.56827998
2.57156992
2.57485008
2.57815003
2.58141994
2.58470011
2.58797002
2.59120011
2.59452009
2.59779000
2.60108995
2.60438991
2.60766006
2.61092997
2.61420989
2.61752009
2.62080002
2.62405992
2.62733006
2.63059998
2.63386989
2.63715005
2.64042997
2.64369988
2.64697003
2.65019989
2.65351009
2.65678000
2.66003990
2.66332006
2.66659999
2.66986990
2.67315006
2.67642999
2.67969990
2.68297005
2.68624997
2.68952990
2.69279003
2.69607997
2.69935012
2.70263004
2.70589995
2.70918012
2.71252990
2.71581006
2.71916008
2.72242999
2.72570992
2.72900009
2.73227000
2.73554993
2.73883009
2.74214005
2.74542999
2.74871993
2.75201988
2.75530005
2.75857997
2.76185012
2.76516008
2.76852989
2.77182007
2.77515006
2.77842999
2.78169990
2.78497005
2.78819990
2.79152012
2.79479003
2.79805994
2.80134010
2.80460000
2.80787992
2.81115007
2.81443000
2.81769991
2.82097006
2.82419991
2.82751989
2.83081007
2.83415008
2.83740997
2.84068990
2.84397006
2.84719992
2.85052991
2.85380006
2.85706997
2.86034989
2.86363006
2.86690998
2.87019992
2.87351990
2.87680006
2.88015008
2.88341999
2.88667989
2.88997006
2.89329004
2.89656997
2.89985991
2.90315008
2.90641999
2.90970993
2.91300011
2.91628003
2.91955996
2.92283010
2.92615008
2.92944002
2.93270993
2.93599010
2.93926001
2.94252992
2.94580007
2.94906998
2.95233989
2.95561004
2.95888996
2.96216011
2.96544003
2.96871996
2.97199988
2.97527003
2.97852993
2.98180008
2.98506999
2.98834991
2.99164009
2.99492002
2.99819994
3.00150990
3.00479007
3.00808001
3.01135993
3.01465011
3.01795006
3.02119994
3.02451992
3.02780008
3.03106999
3.03434992
3.03764009
3.04093003
3.04419994
3.04751992
3.05080009
3.05407000
3.05734992
3.06064010
3.06391001
3.06717992
3.07052994
3.07380009
3.07707000
3.08034992
3.08364010
3.08693004
3.09019995
3.09350991
3.09680009
3.10007000
3.10335994
3.10665011
3.10994005
3.11320996
3.11652994
3.11981010
3.12315989
3.12652993
3.12981009
3.13316011
3.13652992
3.13983011
3.14320993
3.14657998
3.14987993
3.15317011
3.15654993
3.15984988
3.16318011
3.16654992
3.16985989
3.17316008
3.17652988
3.17983007
3.18316007
3.18653989
3.18982005
3.19315004
3.19642997
3.19970989
3.20298004
3.20619988
3.20951009
3.21279001
3.21606994
3.21936989
3.22265005
3.22593999
3.22919989
3.23253012
3.23582006
3.23916006
3.24253988
3.24581003
3.24916005
3.25254011
3.25582004
3.25916004
3.26252007
3.26580000
3.26916003
3.27243996
3.27574992
3.27903008
3.28230000
3.28557992
3.28887010
3.29214001
3.29540992
3.29869008
3.30198002
3.30525994
3.30854988
3.31183004
3.31516004
3.31853008
3.32181001
3.32517004
3.32852006
3.33181000
3.33516002
3.33853006
3.34180999
3.34514999
3.34843993
3.35171008
3.35499001
3.35826993
3.36155009
3.36483002
3.36813998
3.37151003
3.37479997
3.37807012
3.38136005
3.38462996
3.38790989
3.39119005
3.39452004
3.39779997
3.40114999
3.40452003
3.40778995
3.41106009
