J1,J2,J3,J4,J5
-0.00000000,0.00000000,-13.88995647,-0.00000000,-12.08660984
-0.00000000,-0.00000000,-13.35972404,-0.00000000,-11.42637730
-0.00000000,-0.00000000,-12.82949162,-0.00000000,-10.76614571
-0.00000000,-0.00000000,-12.29925919,-0.00000000,-10.10591412
-0.00000000,-0.00000000,-11.76902676,-0.00000000,-9.44568253
-0.00000000,-0.00000000,-11.23879433,-0.00000000,-8.78544998
-0.00000000,-0.00000000,-10.70856190,-0.00000000,-8.12521839
-0.00000000,-0.00000000,-10.17832947,-0.00000000,-7.46498680
-0.00000000,-0.00000000,-9.64809704,-0.00000000,-6.80475473
-0.00000000,-0.00000000,-9.11786461,-0.00000000,-6.14452267
-0.00000000,-0.00000000,-8.58763218,0.00000000,-5.48429108
-0.00000000,-0.00000000,-8.05739975,0.00000000,-4.82405901
-0.00000000,-0.00000000,-7.52716780,0.00000000,-4.16382742
0.00000000,-0.00000000,-6.99693537,0.00000000,-3.50359535
0.00000000,-0.00000000,-6.46670294,0.00000000,-2.84336352
0.00000000,0.00000000,-5.93647051,-0.00000000,-2.18313169
0.00000000,0.00000000,-5.66244555,-0.00000000,-1.47825336
0.00000000,0.00000000,-5.07654333,-0.00000000,-0.89235985
0.00000000,0.00000000,-4.46359682,-0.00000000,-0.47051433
0.00000000,0.00000000,-3.85064602,-0.00000000,-0.26139686
0.00000000,0.00000000,-3.26836205,-0.00000000,-0.00000000
0.00000000,0.00000000,-2.75097656,-0.00000000,-0.00000000
0.00000000,0.00000000,-2.33634686,-0.00000000,-0.00000000
0.00000000,0.00000000,-1.74865472,-0.00000000,-0.00000000
0.00000000,0.00000000,-1.29075956,-0.00000000,-0.00000000
0.00000000,0.00000000,-1.00772989,-0.00000000,-0.00000000
0.00000000,0.00000000,-0.63095790,-0.00000000,-0.00000000
0.00000000,0.00000000,-0.47051433,-0.00000000,-0.00000000
0.00000000,0.00000000,-0.26139686,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000
