epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19669602,0.17956300,0.10885702,0.09840518,0.19671854,0.10312116,2.43530006e-02,5.66009006e-05,2.48122812e-05,1.66834580e-02
2,0.17273325,0.16106865,0.10383697,0.09466062,0.17292692,0.10239351,6.83240087e-02,6.05505985e-04,2.12081231e-04,5.41268405e-02
3,0.16210451,0.15731901,0.10148240,0.09373634,0.16249369,0.10152878,7.94126361e-02,2.01921573e-03,6.00899589e-04,7.85479210e-02
4,0.15832369,0.15419783,0.10048528,0.09289614,0.15876746,0.10058624,8.31784483e-02,3.99804110e-03,1.20998408e-03,8.56461628e-02
5,0.15551398,0.15143587,0.09967748,0.09218002,0.15598670,0.09958972,8.64783543e-02,6.77117803e-03,2.06515251e-03,8.94298321e-02
6,0.15335059,0.14917288,0.09910622,0.09173806,0.15384714,0.09856531,8.91524153e-02,1.02708021e-02,3.32672490e-03,9.23978947e-02
7,0.15172745,0.14719302,0.09867356,0.09112937,0.15224507,0.09752172,9.10778329e-02,1.44133935e-02,5.17245052e-03,9.45190270e-02
8,0.15016682,0.14607491,0.09826568,0.09099896,0.15070531,0.09651115,9.29340456e-02,1.95645961e-02,7.75486410e-03,9.64408745e-02
9,0.14883785,0.14476830,0.09790364,0.09066093,0.14939449,0.09554893,9.46122979e-02,2.56545997e-02,1.08674913e-02,9.77853881e-02
10,0.14768504,0.14402400,0.09761946,0.09047202,0.14826113,0.09466348,9.68986899e-02,3.25725482e-02,1.46005002e-02,9.90069540e-02
11,0.14651611,0.14337532,0.09731096,0.09044015,0.14710962,0.09387058,9.77882433e-02,4.08281804e-02,1.87218250e-02,1.00226131e-01
12,0.14542267,0.14271334,0.09701382,0.09033689,0.14603444,0.09317526,9.96826274e-02,5.01687396e-02,2.32751410e-02,1.00985455e-01
13,0.14436301,0.14204005,0.09672779,0.09016959,0.14499528,0.09256566,1.00980242e-01,6.03862975e-02,2.81661726e-02,1.02035015e-01
14,0.14339433,0.14127560,0.09647379,0.09002994,0.14404774,0.09202015,1.02117912e-01,7.08137267e-02,3.33937317e-02,1.02769206e-01
15,0.14244477,0.14084794,0.09621711,0.09002747,0.14312344,0.09156542,1.03841304e-01,8.35798637e-02,3.88909631e-02,1.03502034e-01
16,0.14154515,0.14014497,0.09595275,0.08985657,0.14225242,0.09117146,1.04837429e-01,9.63869993e-02,4.47810255e-02,1.04146368e-01
17,0.14075486,0.13964789,0.09573883,0.08980762,0.14149164,0.09083213,1.05947645e-01,1.10769534e-01,5.10245437e-02,1.04624724e-01
18,0.14014378,0.13855113,0.09557008,0.08953121,0.14091767,0.09052233,1.06704737e-01,1.25516483e-01,5.78769550e-02,1.05233058e-01
19,0.13940179,0.13816767,0.09534719,0.08943969,0.14021532,0.09025282,1.07755505e-01,1.41354272e-01,6.50692911e-02,1.05262586e-01
20,0.13869185,0.13809294,0.09512241,0.08950136,0.13955222,0.09002645,1.08769689e-01,1.58795184e-01,7.28020870e-02,1.05548418e-01
21,0.13805101,0.13746943,0.09493001,0.08934345,0.13896338,0.08982007,1.09717292e-01,1.74579661e-01,8.05791097e-02,1.05662508e-01
22,0.13737427,0.13667134,0.09471784,0.08930412,0.13834782,0.08964403,1.10456307e-01,1.95109336e-01,8.89227066e-02,1.05718469e-01
23,0.13667063,0.13606112,0.09451304,0.08920728,0.13771061,0.08948041,1.11181568e-01,2.13074993e-01,9.74525562e-02,1.05548622e-01
24,0.13599526,0.13571166,0.09431312,0.08901464,0.13711821,0.08932100,1.12280876e-01,2.34479867e-01,1.06479282e-01,1.05742011e-01
