epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.13562963,0.18775504,0.09532290,0.09506830,0.13621863,6.18712277e-02,5.40670029e-04,1.59870455e-04,3.61092125e-02
2,0.12951957,0.18613149,0.09310581,0.09447468,0.13043683,8.11638685e-02,5.41321789e-04,1.60382838e-04,4.54708564e-02
3,0.12744009,0.18413621,0.09243061,0.09435917,0.12845958,8.71696234e-02,5.42015627e-04,1.59305010e-04,4.72766338e-02
4,0.12565181,0.18473401,0.09187718,0.09450054,0.12675428,9.14382992e-02,5.41516486e-04,1.59536598e-04,4.88279538e-02
5,0.12450167,0.18633975,0.09150139,0.09468967,0.12566075,9.38905672e-02,5.40492731e-04,1.60017482e-04,4.98690519e-02
6,0.12361658,0.18685165,0.09121988,0.09495147,0.12481164,9.49869724e-02,5.41485817e-04,1.59898504e-04,5.08650687e-02
7,0.11817852,0.18026944,0.08958032,0.09322584,0.11957818,9.54112593e-02,3.76903490e-02,2.68098000e-02,4.81506270e-02
8,0.11399578,0.17895825,0.08843079,0.09265553,0.11557161,9.54791439e-02,4.87867541e-02,4.86890238e-02,4.05516032e-02
9,0.11259761,0.17713435,0.08799356,0.09218283,0.11423540,9.60519541e-02,4.95454141e-02,5.47309020e-02,3.64948750e-02
10,0.11139723,0.17670899,0.08761753,0.09194317,0.11309406,9.66462323e-02,5.07037368e-02,5.82432536e-02,3.43908890e-02
11,0.11054874,0.17637214,0.08735634,0.09182591,0.11228835,9.73887133e-02,5.10168288e-02,6.01624242e-02,3.34800199e-02
12,0.10992209,0.17592562,0.08711615,0.09167423,0.11169520,9.78588590e-02,5.10250091e-02,6.16161864e-02,3.28564485e-02
13,0.10962785,0.17591132,0.08705236,0.09173218,0.11140605,9.79364468e-02,5.06784356e-02,6.22144522e-02,3.23168762e-02
14,0.10938786,0.17594221,0.08695462,0.09173577,0.11118649,9.84574241e-02,5.08525429e-02,6.26949424e-02,3.20186334e-02
15,0.10942830,0.17595312,0.08698928,0.09172991,0.11123340,9.82311918e-02,5.09361369e-02,6.31550830e-02,3.19887403e-02
16,0.10850036,0.17608673,0.08670815,0.09157900,0.11036725,9.85764117e-02,5.19932702e-02,6.55337500e-02,3.11100936e-02
17,0.10638180,0.17681486,0.08595772,0.09198580,0.10837197,1.00656110e-01,5.24189780e-02,6.98620252e-02,2.97193378e-02
18,0.10514934,0.17899719,0.08555988,0.09239614,0.10722192,1.01055723e-01,5.33233167e-02,7.30449030e-02,2.90294118e-02
19,0.10386225,0.17769093,0.08512568,0.09224056,0.10600558,1.02154562e-01,5.31194830e-02,7.52442060e-02,2.81875181e-02
20,0.10315939,0.17870205,0.08489683,0.09247512,0.10533673,1.02693765e-01,5.32928991e-02,7.66058568e-02,2.77095882e-02
21,0.10246725,0.17907311,0.08465587,0.09266799,0.10467556,1.02954980e-01,5.33760421e-02,7.74396763e-02,2.74223151e-02
22,0.10187354,0.17946312,0.08444860,0.09259011,0.10412625,1.04057661e-01,5.31726165e-02,7.80703811e-02,2.69199634e-02
23,0.10151137,0.18057672,0.08434247,0.09290777,0.10376881,1.03714736e-01,5.31419968e-02,7.83751159e-02,2.67264696e-02
24,0.10119961,0.18090352,0.08424879,0.09309721,0.10346532,1.03989149e-01,5.30327983e-02,7.86277499e-02,2.63783998e-02
25,0.10090217,0.18047309,0.08411713,0.09292723,0.10319457,1.04695081e-01,5.30760671e-02,7.88466594e-02,2.62668045e-02
26,0.10082421,0.18087685,0.08409248,0.09297646,0.10310942,1.04322747e-01,5.26475404e-02,7.91918638e-02,2.64938564e-02
27,0.10053273,0.18109158,0.08401018,0.09300773,0.10282708,1.04628103e-01,5.25635523e-02,7.92140651e-02,2.64024578e-02
28,0.10046787,0.18142614,0.08396282,0.09312182,0.10276640,1.04599944e-01,5.29762978e-02,7.92703724e-02,2.63876274e-02
29,0.10032544,0.18145011,0.08389844,0.09312614,0.10262914,1.04886123e-01,5.23887813e-02,7.93901872e-02,2.64070835e-02
30,0.10040872,0.18146722,0.08393586,0.09313715,0.10270999,1.04871694e-01,5.24613105e-02,7.93438292e-02,2.63763287e-02
31,0.10040197,0.18258650,0.08393615,0.09342810,0.10270822,1.04470203e-01,5.35025794e-02,7.96286640e-02,2.61741993e-02
32,0.09975390,0.18279366,0.08373553,0.09336426,0.10211677,1.05813411e-01,5.46186429e-02,8.00123718e-02,2.62160214e-02
33,0.09916082,0.18400543,0.08350819,0.09374729,0.10153803,1.06535777e-01,5.35706857e-02,8.04863074e-02,2.59527186e-02
34,0.09874509,0.18529864,0.08337614,0.09378548,0.10114340,1.06698887e-01,5.44682540e-02,8.04728492e-02,2.61350028e-02
35,0.09829652,0.18566185,0.08320590,0.09392846,0.10071485,1.07361214e-01,5.31564709e-02,8.07522814e-02,2.58579049e-02
36,0.09806521,0.18663466,0.08312920,0.09415005,0.10049157,1.07641889e-01,5.35410673e-02,8.09147276e-02,2.59996103e-02
37,0.09769031,0.18687079,0.08302941,0.09426997,0.10012951,1.07825576e-01,5.30835577e-02,8.10657706e-02,2.59700437e-02
38,0.09749458,0.18757168,0.08293264,0.09423846,0.09995473,1.08732708e-01,5.34674607e-02,8.11359354e-02,2.59670310e-02
39,0.09717750,0.18829428,0.08283366,0.09447502,0.09964308,1.08133166e-01,5.36110525e-02,8.15399402e-02,2.60509688e-02
40,0.09712462,0.18851929,0.08282843,0.09452463,0.09959254,1.08502886e-01,5.32524708e-02,8.14539637e-02,2.60707673e-02
41,0.09691167,0.18847198,0.08270753,0.09442245,0.09938626,1.09075907e-01,5.26925766e-02,8.16053796e-02,2.60714145e-02
42,0.09684872,0.18886007,0.08273381,0.09453187,0.09932931,1.09094537e-01,5.30410824e-02,8.14884286e-02,2.59333791e-02
43,0.09670610,0.18901926,0.08270195,0.09452501,0.09920294,1.09402850e-01,5.33021065e-02,8.17292167e-02,2.60079720e-02
44,0.09676718,0.18894687,0.08271576,0.09449240,0.09925507,1.09195535e-01,5.30787476e-02,8.16082502e-02,2.59478349e-02
45,0.09674874,0.18898800,0.08267004,0.09448867,0.09923825,1.09204380e-01,5.31281213e-02,8.18520174e-02,2.60202122e-02
46,0.09658290,0.18857666,0.08261880,0.09431030,0.09907589,1.09450436e-01,5.35724571e-02,8.14737913e-02,2.61911091e-02
47,0.09638102,0.19100163,0.08255029,0.09480459,0.09889800,1.09892077e-01,5.39052006e-02,8.18969646e-02,2.64012730e-02
48,0.09615112,0.19045207,0.08244611,0.09478126,0.09867768,1.10065846e-01,5.41360063e-02,8.18095903e-02,2.64972196e-02
49,0.09576327,0.19198483,0.08240251,0.09484323,0.09831098,1.10978648e-01,5.38929006e-02,8.19643778e-02,2.65147403e-02
50,0.09552225,0.19306401,0.08222861,0.09500334,0.09808445,1.11033115e-01,5.39710792e-02,8.21218030e-02,2.61468700e-02
51,0.09532078,0.19218187,0.08214736,0.09481683,0.09788818,1.11167844e-01,5.47890102e-02,8.20085166e-02,2.68033783e-02
52,0.09509144,0.19272947,0.08207380,0.09494553,0.09767067,1.11455953e-01,5.42263163e-02,8.22866355e-02,2.68682763e-02
53,0.09485348,0.19276181,0.08199238,0.09504142,0.09744159,1.11799458e-01,5.44412906e-02,8.20564853e-02,2.68846719e-02
54,0.09470164,0.19322883,0.08197333,0.09499959,0.09730526,1.12480528e-01,5.36533895e-02,8.25604103e-02,2.68579227e-02
55,0.09451751,0.19402742,0.08188708,0.09510107,0.09711745,1.12596649e-01,5.37416790e-02,8.20933740e-02,2.71352830e-02
56,0.09441395,0.19311627,0.08185525,0.09494141,0.09702078,1.12802182e-01,5.35097199e-02,8.20533734e-02,2.70477357e-02
57,0.09439232,0.19339826,0.08187326,0.09495272,0.09699670,1.12672312e-01,5.36892963e-02,8.22587714e-02,2.71958586e-02
58,0.09439911,0.19322855,0.08183081,0.09489295,0.09701271,1.12786480e-01,5.39756276e-02,8.25016149e-02,2.70763698e-02
59,0.09426913,0.19356984,0.08180681,0.09494743,0.09686087,1.12519678e-01,5.40530243e-02,8.20835474e-02,2.71923361e-02
60,0.09408977,0.19363561,0.08172853,0.09495940,0.09670757,1.12973507e-01,5.40203300e-02,8.22998229e-02,2.71001137e-02
61,0.09429954,0.19357713,0.08182045,0.09509371,0.09691702,1.13058328e-01,5.44068724e-02,8.20564516e-02,2.71810505e-02
62,0.09413480,0.19494816,0.08176785,0.09534374,0.09677224,1.12861718e-01,5.50986942e-02,8.26054688e-02,2.72988867e-02
63,0.09386449,0.19495144,0.08166245,0.09527989,0.09650372,1.14102340e-01,5.41800273e-02,8.22122329e-02,2.73961532e-02
64,0.09370127,0.19362668,0.08158826,0.09495021,0.09636250,1.14557236e-01,5.46731895e-02,8.23143791e-02,2.75838830e-02
65,0.09338057,0.19418118,0.08151200,0.09499818,0.09604832,1.14883047e-01,5.40485313e-02,8.25064550e-02,2.76604045e-02
66,0.09314478,0.19462732,0.08139230,0.09508048,0.09582131,1.14885803e-01,5.40900153e-02,8.25484248e-02,2.79389795e-02
67,0.09300775,0.19493771,0.08132410,0.09506236,0.09569926,1.15379203e-01,5.45427512e-02,8.25896643e-02,2.78526954e-02
68,0.09279520,0.19399964,0.08126178,0.09486676,0.09549976,1.15974671e-01,5.50169822e-02,8.26935146e-02,2.79564398e-02
69,0.09279552,0.19527386,0.08124134,0.09495965,0.09547684,1.15420850e-01,5.39612918e-02,8.24815834e-02,2.80003904e-02
70,0.09274524,0.19564692,0.08122736,0.09496580,0.09543692,1.15706863e-01,5.37637937e-02,8.26419318e-02,2.82962505e-02
71,0.09267921,0.19528946,0.08125527,0.09501269,0.09537716,1.15573072e-01,5.43028833e-02,8.24803028e-02,2.82977605e-02
