epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.15636156,0.14334960,0.09967925,0.09036947,0.15724346,8.56409096e-02,5.32368178e-04,1.49496728e-04,8.43713834e-02
2,0.14249768,0.14082243,0.09606619,0.09039437,0.14368806,1.01935676e-01,5.32366846e-04,1.49460835e-04,1.02387127e-01
3,0.13839370,0.13957516,0.09492375,0.09011488,0.13966178,1.08464151e-01,5.32244527e-04,1.49431968e-04,1.04650276e-01
4,0.13593900,0.13842346,0.09417237,0.08991183,0.13723905,1.13080665e-01,5.32543895e-04,1.49536459e-04,1.05342803e-01
5,0.13414566,0.13826692,0.09355933,0.08981708,0.13546149,1.16077210e-01,5.32406891e-04,1.49515562e-04,1.05763039e-01
6,0.13297275,0.13670604,0.09317547,0.08960254,0.13429662,1.18230219e-01,5.32498713e-04,1.49546505e-04,1.05704087e-01
7,0.13203454,0.13662892,0.09284875,0.08955486,0.13336312,1.19730454e-01,5.32164807e-04,1.49543571e-04,1.05438123e-01
8,0.13139415,0.13666795,0.09262928,0.08974423,0.13272907,1.20856080e-01,5.32181515e-04,1.49522318e-04,1.05434288e-01
9,0.13080281,0.13635689,0.09240686,0.08964426,0.13214147,1.21912892e-01,5.32350438e-04,1.49495072e-04,1.05400970e-01
10,0.13037528,0.13577036,0.09229017,0.08950041,0.13171615,1.22064972e-01,5.32425483e-04,1.49697481e-04,1.05360969e-01
11,0.13000748,0.13616358,0.09215008,0.08946838,0.13135386,1.22942994e-01,5.32379863e-04,1.49505160e-04,1.05268750e-01
12,0.12983541,0.13564608,0.09207680,0.08935960,0.13118258,1.23076131e-01,5.32478046e-04,1.49685662e-04,1.05287910e-01
13,0.12972596,0.13578483,0.09204914,0.08947884,0.13107595,1.23296799e-01,5.32263153e-04,1.49642087e-04,1.05325045e-01
14,0.12956213,0.13588243,0.09200113,0.08946410,0.13091085,1.23309750e-01,5.32233641e-04,1.49368319e-04,1.05249880e-01
15,0.12947162,0.13581162,0.09196476,0.08944381,0.13082185,1.23331658e-01,5.32483175e-04,1.49329241e-04,1.05397759e-01
16,0.11597874,0.11906335,0.08754809,0.08352899,0.11743957,1.28414607e-01,1.50652252e-01,6.09708852e-02,8.80619708e-02
17,0.10814598,0.11716546,0.08490680,0.08303638,0.10973785,1.35227069e-01,1.71901980e-01,9.26250659e-02,6.97299129e-02
18,0.10467896,0.11495241,0.08369486,0.08223158,0.10637762,1.40362846e-01,1.80843246e-01,1.00402268e-01,6.39735801e-02
19,0.10230161,0.11460964,0.08280701,0.08226358,0.10407569,1.44021916e-01,1.85614394e-01,1.04690833e-01,6.14621788e-02
20,0.10062785,0.11441873,0.08217629,0.08218945,0.10246961,1.47649928e-01,1.90170161e-01,1.07822815e-01,5.96050680e-02
21,0.09909091,0.11457942,0.08159723,0.08205312,0.10098952,1.50836123e-01,1.91955018e-01,1.09832832e-01,5.88073659e-02
22,0.09792448,0.11486728,0.08113553,0.08241598,0.09985920,1.52664457e-01,1.93943269e-01,1.11569893e-01,5.81629415e-02
23,0.09709261,0.11472150,0.08082079,0.08229308,0.09906537,1.55002681e-01,1.95633051e-01,1.13003792e-01,5.76248885e-02
24,0.09618103,0.11601569,0.08044731,0.08269934,0.09817898,1.56409386e-01,1.96779044e-01,1.13799856e-01,5.74791550e-02
25,0.09560881,0.11538546,0.08024267,0.08251967,0.09762998,1.57569669e-01,1.97998821e-01,1.14545201e-01,5.71595686e-02
26,0.09529791,0.11575041,0.08010573,0.08259608,0.09733206,1.58278805e-01,1.98573658e-01,1.15209869e-01,5.66489997e-02
27,0.09498074,0.11581336,0.08000630,0.08260007,0.09701918,1.58472886e-01,1.98928357e-01,1.15524704e-01,5.66788888e-02
28,0.09483192,0.11568524,0.07992385,0.08261789,0.09688683,1.59280432e-01,1.99683259e-01,1.15870894e-01,5.63791800e-02
29,0.09470118,0.11581723,0.07987765,0.08265839,0.09675683,1.59402956e-01,1.99440766e-01,1.16027011e-01,5.62690081e-02
30,0.09472142,0.11578628,0.07988638,0.08264678,0.09677534,1.59306412e-01,1.99505194e-01,1.15968884e-01,5.63518003e-02
31,0.09440966,0.11690562,0.07975272,0.08314849,0.09648274,1.60207443e-01,2.00148032e-01,1.16494860e-01,5.61162625e-02
32,0.09336426,0.11725821,0.07932931,0.08322422,0.09547354,1.62289000e-01,2.01696148e-01,1.17329880e-01,5.60413906e-02
33,0.09240497,0.11720355,0.07891245,0.08323082,0.09454303,1.63813548e-01,2.02744173e-01,1.18267252e-01,5.54892043e-02
34,0.09155288,0.11922450,0.07853704,0.08401872,0.09371394,1.65117254e-01,2.02521064e-01,1.18911151e-01,5.55504554e-02
35,0.09073759,0.11807300,0.07819968,0.08335175,0.09293423,1.66898720e-01,2.04599236e-01,1.19193303e-01,5.58477854e-02
36,0.08998691,0.11921668,0.07788172,0.08390563,0.09220074,1.67949479e-01,2.03974399e-01,1.19464133e-01,5.58560653e-02
37,0.08943392,0.11966519,0.07764244,0.08395202,0.09166656,1.68825095e-01,2.05924656e-01,1.19711147e-01,5.56997081e-02
38,0.08899031,0.12012166,0.07742430,0.08394608,0.09123660,1.69469507e-01,2.06265292e-01,1.19887904e-01,5.59261286e-02
39,0.08841257,0.11996993,0.07719556,0.08378564,0.09067608,1.70474396e-01,2.06611624e-01,1.20154313e-01,5.57912902e-02
40,0.08820979,0.12078632,0.07710010,0.08413047,0.09047975,1.70829585e-01,2.07846100e-01,1.20171735e-01,5.58112294e-02
41,0.08792866,0.12025990,0.07700711,0.08400702,0.09020196,1.71058077e-01,2.07411617e-01,1.20191861e-01,5.59679189e-02
42,0.08776637,0.12076615,0.07691446,0.08395566,0.09005463,1.71795391e-01,2.08168731e-01,1.20394430e-01,5.58779772e-02
43,0.08756408,0.12104225,0.07682015,0.08412999,0.08984537,1.71421859e-01,2.07485842e-01,1.20436425e-01,5.58281796e-02
44,0.08762973,0.12098111,0.07687648,0.08406194,0.08992082,1.71873657e-01,2.08121589e-01,1.20561934e-01,5.58488115e-02
45,0.08753311,0.12089220,0.07683064,0.08404604,0.08982260,1.71865316e-01,2.07905290e-01,1.20439875e-01,5.58973708e-02
46,0.08761651,0.12220130,0.07687672,0.08426394,0.08991413,1.72244730e-01,2.08076666e-01,1.20538729e-01,5.58498615e-02
