epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19699302,0.18051310,0.10895743,0.09858323,0.19701607,0.10314491,2.35940771e-02,6.29066108e-05,3.25443553e-05,1.65489359e-02
2,0.17468690,0.16187933,0.10434423,0.09485812,0.17487464,0.10246320,6.52747953e-02,6.67807867e-04,2.06425435e-04,5.23554034e-02
3,0.16490273,0.15754053,0.10223542,0.09388403,0.16527106,0.10164615,7.55831197e-02,2.12461758e-03,5.55845735e-04,7.55224500e-02
4,0.16113262,0.15488070,0.10132999,0.09330389,0.16155160,0.10075205,7.92152399e-02,4.07625912e-03,1.06947073e-03,8.27585389e-02
5,0.15839663,0.15253496,0.10059249,0.09261788,0.15884233,0.09980526,8.17317878e-02,6.77664133e-03,1.77239993e-03,8.68025410e-02
6,0.15622636,0.15051007,0.10002505,0.09216288,0.15669620,0.09882565,8.43369980e-02,1.01361999e-02,2.78104733e-03,9.00172243e-02
7,0.15475332,0.14890908,0.09959792,0.09167605,0.15524273,0.09782813,8.61692957e-02,1.41579206e-02,4.30728256e-03,9.22360669e-02
8,0.15345096,0.14802115,0.09926229,0.09157109,0.15396003,0.09686851,8.77040707e-02,1.90251801e-02,6.55687409e-03,9.41719504e-02
9,0.15229844,0.14674659,0.09894969,0.09121942,0.15282382,0.09595483,8.90514229e-02,2.47894673e-02,9.51228862e-03,9.55564206e-02
10,0.15125800,0.14600137,0.09868144,0.09101330,0.15180098,0.09510783,9.10999594e-02,3.13370841e-02,1.31950222e-02,9.66294882e-02
11,0.15032537,0.14524727,0.09842945,0.09086308,0.15088477,0.09434521,9.17492961e-02,3.91674053e-02,1.72521430e-02,9.78181109e-02
12,0.14930119,0.14460397,0.09815587,0.09076885,0.14987791,0.09367328,9.36145633e-02,4.77909850e-02,2.17347271e-02,9.85025865e-02
13,0.14844777,0.14393808,0.09791811,0.09056867,0.14904371,0.09307900,9.49288639e-02,5.75099446e-02,2.66493398e-02,9.94370085e-02
