epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.16375545,0.15136769,0.10161655,0.09193932,0.16699185,7.09025463e-02,5.26315355e-04,1.68509464e-04,7.02347344e-02
2,0.14980453,0.14528479,0.09797595,0.09066916,0.15439863,8.70547961e-02,5.26071132e-04,1.69418671e-04,8.93725371e-02
3,0.14568008,0.14358009,0.09691012,0.09027369,0.15066669,9.19034714e-02,5.26026170e-04,1.69175449e-04,9.36288812e-02
4,0.14328422,0.14280224,0.09627587,0.09028461,0.14846691,9.48829168e-02,5.25829248e-04,1.69040786e-04,9.53907872e-02
5,0.14164925,0.14140207,0.09581335,0.08997114,0.14697002,9.77637305e-02,5.26422632e-04,1.69053520e-04,9.65664374e-02
6,0.14029780,0.14086532,0.09545224,0.08984098,0.14571038,9.96784245e-02,5.25736148e-04,1.69623841e-04,9.72650013e-02
7,0.13957499,0.13986146,0.09520750,0.08984551,0.14503886,1.01151266e-01,5.25969254e-04,1.69123488e-04,9.73753097e-02
8,0.13880189,0.13973317,0.09499825,0.08967112,0.14428401,1.01793836e-01,5.26763899e-04,1.69391366e-04,9.77111722e-02
9,0.13817384,0.13986174,0.09480936,0.08979282,0.14370845,1.02871098e-01,5.25465043e-04,1.69360313e-04,9.80610085e-02
10,0.13784734,0.13906277,0.09469861,0.08951218,0.14339143,1.03506222e-01,5.25934140e-04,1.69261287e-04,9.80961676e-02
11,0.13747952,0.13892428,0.09460871,0.08954539,0.14302562,1.04016226e-01,5.26504408e-04,1.69083139e-04,9.79348387e-02
12,0.13743791,0.13883154,0.09459453,0.08951902,0.14299697,1.04584445e-01,5.25642049e-04,1.68732881e-04,9.81546506e-02
13,0.13722324,0.13872857,0.09452193,0.08948612,0.14279004,1.04411793e-01,5.26717416e-04,1.68973488e-04,9.81548480e-02
14,0.13707928,0.13867836,0.09446869,0.08948962,0.14264538,1.05082312e-01,5.25857300e-04,1.68920296e-04,9.78230332e-02
