epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.15584754,0.14423661,0.09971966,0.09045953,0.15676363,8.38248901e-02,5.55428071e-04,1.80152593e-04,8.70987764e-02
2,0.14386819,0.14107175,0.09656932,0.09021116,0.14505875,9.91450078e-02,5.55532229e-04,1.79576561e-04,1.03169934e-01
3,0.14035880,0.13963316,0.09555542,0.08979632,0.14162257,1.04738627e-01,5.55391949e-04,1.79552604e-04,1.06070546e-01
4,0.13840471,0.13854108,0.09498580,0.08937647,0.13970045,1.08376215e-01,5.55694387e-04,1.79415765e-04,1.07091102e-01
5,0.13705544,0.13857331,0.09456106,0.08969566,0.13836099,1.10136861e-01,5.55058265e-04,1.79880451e-04,1.07251660e-01
6,0.13576014,0.13689516,0.09417713,0.08934774,0.13707151,1.12271138e-01,5.55544371e-04,1.80053157e-04,1.07196816e-01
7,0.13484018,0.13568592,0.09387959,0.08909379,0.13616174,1.13948453e-01,5.55639944e-04,1.79818251e-04,1.07235959e-01
8,0.13397113,0.13605595,0.09360204,0.08927075,0.13529862,1.15039262e-01,5.55264313e-04,1.79870920e-04,1.07181872e-01
9,0.13345480,0.13533952,0.09344638,0.08908114,0.13478616,1.15723217e-01,5.55262423e-04,1.79726833e-04,1.07133953e-01
10,0.13299529,0.13486463,0.09329610,0.08902204,0.13433109,1.16585721e-01,5.55521756e-04,1.80148251e-04,1.07011812e-01
11,0.13263203,0.13553806,0.09318044,0.08913883,0.13397061,1.16637795e-01,5.55207480e-04,1.79907788e-04,1.07067525e-01
12,0.13238472,0.13487774,0.09309439,0.08907267,0.13372498,1.17226322e-01,5.54782607e-04,1.79510552e-04,1.06875391e-01
13,0.13230008,0.13478299,0.09306657,0.08898291,0.13364360,1.17569428e-01,5.55173582e-04,1.80552781e-04,1.06968239e-01
14,0.13223140,0.13481852,0.09305569,0.08902541,0.13357104,1.16939294e-01,5.55465682e-04,1.80186500e-04,1.06955716e-01
15,0.13206001,0.13477421,0.09299709,0.08902443,0.13340368,1.17660974e-01,5.55559802e-04,1.79545032e-04,1.06842019e-01
16,0.11962410,0.11672634,0.08903633,0.08270354,0.12105296,1.21512900e-01,1.44476628e-01,5.80830356e-02,9.00243350e-02
17,0.11233514,0.11370148,0.08663423,0.08181069,0.11385998,1.27027436e-01,1.62239636e-01,8.62183002e-02,7.58171726e-02
18,0.10934321,0.11268316,0.08559500,0.08114237,0.11093376,1.29699919e-01,1.69377098e-01,9.40330018e-02,7.00611345e-02
19,0.10729797,0.11149774,0.08486840,0.08086584,0.10893874,1.32248289e-01,1.73816159e-01,9.85731948e-02,6.65735079e-02
20,0.10579567,0.11178159,0.08434591,0.08085564,0.10747524,1.34201467e-01,1.77957182e-01,1.00932736e-01,6.47857587e-02
21,0.10454847,0.11087347,0.08390666,0.08060564,0.10625712,1.35683141e-01,1.79568341e-01,1.02535491e-01,6.31911835e-02
22,0.10363888,0.11075852,0.08352909,0.08082973,0.10537798,1.37397901e-01,1.82101743e-01,1.03891785e-01,6.21816004e-02
23,0.10287774,0.11076160,0.08322813,0.08090132,0.10463261,1.38210560e-01,1.83701549e-01,1.04645160e-01,6.16603394e-02
24,0.10223062,0.11025303,0.08299940,0.08064314,0.10400172,1.39097719e-01,1.85250567e-01,1.05233065e-01,6.08881000e-02
25,0.10184437,0.11044146,0.08283228,0.08073540,0.10362968,1.39860454e-01,1.85810271e-01,1.05544515e-01,6.05828710e-02
