epoch,train_loss,val_loss,train_rmse,val_rmse,w_d,w_p
1,0.54017737,0.27202565,0.67036125,0.12271892,1.00000000,0.00000000
2,0.34329475,0.24943547,0.53916759,0.11678978,1.00000000,0.00000000
3,0.29714964,0.23673400,0.50225082,0.11313142,1.00000000,0.00000000
4,0.26854867,0.22952293,0.47776429,0.11103309,1.00000000,0.00000000
5,0.24722088,0.22349076,0.45845159,0.10940154,1.00000000,0.00000000
6,0.23010772,0.21821358,0.44204067,0.10762113,1.00000000,0.00000000
7,0.21565943,0.21447415,0.42797129,0.10710701,1.00000000,0.00000000
8,0.20329233,0.20971705,0.41530054,0.10571920,1.00000000,0.00000000
9,0.19249634,0.20732129,0.40389132,0.10441063,1.00000000,0.00000000
10,0.18280707,0.20236342,0.39340983,0.10339924,1.00000000,0.00000000
11,0.17464399,0.20137248,0.38439887,0.10219001,1.00000000,0.00000000
12,0.16726985,0.19982296,0.37612240,0.10124363,1.00000000,0.00000000
13,0.16041194,0.20051549,0.36818133,0.10148026,1.00000000,0.00000000
14,0.15400262,0.19647504,0.36070631,0.10039260,1.00000000,0.00000000
15,0.14890385,0.19432446,0.35466006,0.10000720,1.00000000,0.00000000
16,0.14390084,0.19137129,0.34858601,0.09939258,1.00000000,0.00000000
17,0.13981808,0.19033211,0.34352026,0.09861623,1.00000000,0.00000000
18,0.13580812,0.18967518,0.33842536,0.09915273,1.00000000,0.00000000
19,0.13200971,0.19336567,0.33383106,0.09982467,1.00000000,0.00000000
20,0.12842781,0.18697610,0.32918840,0.09826098,1.00000000,0.00000000
21,0.12522354,0.18432083,0.32499718,0.09746093,1.00000000,0.00000000
22,0.12237330,0.18685329,0.32133463,0.09824470,1.00000000,0.00000000
23,0.11943399,0.18390097,0.31735543,0.09785684,1.00000000,0.00000000
24,0.11651382,0.18409037,0.31346429,0.09770063,1.00000000,0.00000000
25,0.11401541,0.18485548,0.31005813,0.09800941,1.00000000,0.00000000
26,0.11146672,0.18486114,0.30667644,0.09821574,1.00000000,0.00000000
27,0.10922042,0.18090880,0.30359078,0.09627793,1.00000000,0.00000000
28,0.10700324,0.18508211,0.30050147,0.09735479,1.00000000,0.00000000
29,0.10499902,0.17870612,0.29763974,0.09685601,1.00000000,0.00000000
30,0.10292494,0.18332764,0.29475423,0.09684761,1.00000000,0.00000000
31,0.10130671,0.18011641,0.29247398,0.09675610,1.00000000,0.00000000
32,0.09937921,0.18124680,0.28971421,0.09661398,1.00000000,0.00000000
33,0.09765323,0.18636902,0.28712988,0.09834545,1.00000000,0.00000000
34,0.09599186,0.18246808,0.28488870,0.09727659,1.00000000,0.00000000
35,0.09431177,0.17831528,0.28236985,0.09613692,1.00000000,0.00000000
36,0.09292116,0.18528751,0.28030192,0.09769452,1.00000000,0.00000000
37,0.09124771,0.18557575,0.27789454,0.09726167,1.00000000,0.00000000
38,0.09001081,0.18176461,0.27596660,0.09732479,1.00000000,0.00000000
39,0.08875318,0.18441969,0.27414740,0.09664066,1.00000000,0.00000000
40,0.08727023,0.18371859,0.27179070,0.09705898,1.00000000,0.00000000
41,0.08591044,0.18676259,0.26970585,0.09769662,1.00000000,0.00000000
42,0.08492756,0.18726579,0.26814160,0.09777401,1.00000000,0.00000000
43,0.08352422,0.18718611,0.26606595,0.09858707,1.00000000,0.00000000
44,0.08258417,0.18436000,0.26453468,0.09792507,1.00000000,0.00000000
45,0.08138079,0.18369385,0.26267373,0.09685982,1.00000000,0.00000000
46,0.08037955,0.18904413,0.26109407,0.09796593,1.00000000,0.00000000
47,0.07920597,0.18821877,0.25917884,0.09742814,1.00000000,0.00000000
48,0.07841408,0.19218811,0.25781951,0.09860272,1.00000000,0.00000000
49,0.07735457,0.19545463,0.25610964,0.09885534,1.00000000,0.00000000
50,0.07640883,0.19257027,0.25467218,0.09818993,1.00000000,0.00000000
51,0.07570895,0.18853228,0.25347817,0.09811920,1.00000000,0.00000000
52,0.07463113,0.19027970,0.25168371,0.09854219,1.00000000,0.00000000
53,0.07383305,0.19202269,0.25032731,0.09798048,1.00000000,0.00000000
54,0.07309120,0.19087136,0.24910424,0.09777046,1.00000000,0.00000000
55,0.07216967,0.19177442,0.24752020,0.09834449,1.00000000,0.00000000
56,0.07152807,0.19630215,0.24640099,0.09899617,1.00000000,0.00000000
57,0.07096034,0.19840561,0.24546912,0.09857823,1.00000000,0.00000000
58,0.07023954,0.19711092,0.24422528,0.09857190,1.00000000,0.00000000
59,0.06939987,0.19592838,0.24288882,0.09848594,1.00000000,0.00000000
60,0.06884366,0.19448522,0.24192203,0.09890522,1.00000000,0.00000000
61,0.06821210,0.19374086,0.24084219,0.09861396,1.00000000,0.00000000
62,0.06763785,0.19492186,0.23981602,0.09837655,1.00000000,0.00000000
63,0.06710415,0.20097785,0.23880320,0.10020008,1.00000000,0.00000000
64,0.06663812,0.20179903,0.23802246,0.10031732,1.00000000,0.00000000
65,0.06606701,0.19767924,0.23707888,0.09910240,1.00000000,0.00000000
66,0.06559291,0.19951309,0.23627421,0.09908873,1.00000000,0.00000000
67,0.06515113,0.20084183,0.23540240,0.09918144,1.00000000,0.00000000
68,0.06454339,0.20199775,0.23436603,0.09984414,1.00000000,0.00000000
69,0.06398070,0.20028365,0.23335372,0.09892680,1.00000000,0.00000000
70,0.06366234,0.20026660,0.23285531,0.09881617,1.00000000,0.00000000
71,0.06309878,0.20269451,0.23181431,0.09987984,1.00000000,0.00000000
72,0.06269122,0.20079547,0.23104495,0.09949812,1.00000000,0.00000000
73,0.06259975,0.20162509,0.23082155,0.10017459,1.00000000,0.00000000
74,0.06201349,0.20364974,0.22988577,0.10003654,1.00000000,0.00000000
75,0.06164198,0.20412917,0.22916867,0.10017838,1.00000000,0.00000000
76,0.06127346,0.20488158,0.22853562,0.10036198,1.00000000,0.00000000
77,0.06087626,0.20846880,0.22769506,0.10065323,1.00000000,0.00000000
78,0.06046811,0.20390466,0.22697435,0.09945383,1.00000000,0.00000000
79,0.06028188,0.20427762,0.22668469,0.10043147,1.00000000,0.00000000
80,0.05999960,0.20851995,0.22610475,0.10120769,1.00000000,0.00000000
81,0.05966163,0.20382200,0.22552912,0.10009215,1.00000000,0.00000000
82,0.05919482,0.20426883,0.22459967,0.09976539,1.00000000,0.00000000
83,0.05888748,0.20790751,0.22414640,0.10093468,1.00000000,0.00000000
84,0.05856828,0.20344050,0.22351319,0.09987573,1.00000000,0.00000000
85,0.05832075,0.21026165,0.22298982,0.10092427,1.00000000,0.00000000
86,0.05817421,0.20408236,0.22268184,0.10033365,1.00000000,0.00000000
87,0.05783178,0.20705320,0.22205402,0.10040057,1.00000000,0.00000000
88,0.05763591,0.20930204,0.22171931,0.10097674,1.00000000,0.00000000
89,0.05729624,0.21151908,0.22122297,0.10117652,1.00000000,0.00000000
90,0.05712672,0.20829543,0.22082518,0.10114609,1.00000000,0.00000000
91,0.05670591,0.20810969,0.21999876,0.10073944,1.00000000,0.00000000
92,0.05665262,0.20538728,0.21985431,0.10043089,1.00000000,0.00000000
93,0.05629565,0.20903716,0.21928877,0.10056237,1.00000000,0.00000000
94,0.05612706,0.21250126,0.21886737,0.10137805,1.00000000,0.00000000
95,0.05584661,0.20869294,0.21832450,0.10053067,1.00000000,0.00000000
96,0.05559840,0.21198670,0.21789084,0.10194162,1.00000000,0.00000000
97,0.05526839,0.20694799,0.21717392,0.10046547,1.00000000,0.00000000
98,0.05513932,0.20853060,0.21689133,0.10101378,1.00000000,0.00000000
99,0.05496311,0.20770079,0.21663087,0.10137492,1.00000000,0.00000000
100,0.05483104,0.21210194,0.21641135,0.10150530,1.00000000,0.00000000
101,0.05444903,0.21362017,0.21556185,0.10164750,1.00000000,0.00000000
102,0.05433878,0.21010792,0.21539187,0.10137042,1.00000000,0.00000000
103,0.05420373,0.21136150,0.21519391,0.10125274,1.00000000,0.00000000
104,0.05403475,0.20595684,0.21486233,0.10028098,1.00000000,0.00000000
105,0.05380284,0.21085888,0.21441425,0.10157319,1.00000000,0.00000000
106,0.05362540,0.21263976,0.21404418,0.10158765,1.00000000,0.00000000
107,0.05335271,0.21042633,0.21343182,0.10121820,1.00000000,0.00000000
108,0.05318683,0.21302680,0.21321150,0.10160410,1.00000000,0.00000000
109,0.05305796,0.21193294,0.21281642,0.10146777,1.00000000,0.00000000
110,0.05292887,0.21878352,0.21270849,0.10249509,1.00000000,0.00000000
111,0.05276148,0.21582991,0.21238034,0.10216730,1.00000000,0.00000000
112,0.05245617,0.21208992,0.21170472,0.10059042,1.00000000,0.00000000
113,0.05251504,0.21352843,0.21181905,0.10218418,1.00000000,0.00000000
114,0.05232182,0.21466653,0.21152164,0.10163924,1.00000000,0.00000000
115,0.05196361,0.21130780,0.21071031,0.10099190,1.00000000,0.00000000
116,0.05188114,0.21727657,0.21058317,0.10239392,1.00000000,0.00000000
117,0.05173643,0.21681616,0.21027957,0.10209152,1.00000000,0.00000000
118,0.05162437,0.21420847,0.21010107,0.10174557,1.00000000,0.00000000
119,0.05150862,0.21152345,0.20991833,0.10126888,1.00000000,0.00000000
120,0.05141436,0.21264115,0.20966058,0.10140908,1.00000000,0.00000000
121,0.05125419,0.21568381,0.20930521,0.10130451,1.00000000,0.00000000
122,0.05095603,0.21628336,0.20868027,0.10130548,1.00000000,0.00000000
123,0.05098123,0.21322067,0.20878702,0.10143355,1.00000000,0.00000000
124,0.05073747,0.21258982,0.20827949,0.10144186,1.00000000,0.00000000
125,0.05080355,0.21702790,0.20831178,0.10190977,1.00000000,0.00000000
126,0.05047322,0.21435240,0.20777439,0.10182918,1.00000000,0.00000000
127,0.05050541,0.21395326,0.20782781,0.10181886,1.00000000,0.00000000
128,0.05029256,0.21115336,0.20743147,0.10166723,1.00000000,0.00000000
129,0.05021611,0.21465581,0.20721040,0.10148525,1.00000000,0.00000000
130,0.05012537,0.22175632,0.20704440,0.10300855,1.00000000,0.00000000
131,0.04992053,0.21755700,0.20664353,0.10270259,1.00000000,0.00000000
132,0.04987839,0.21786088,0.20658754,0.10230170,1.00000000,0.00000000
133,0.04989713,0.21795505,0.20665606,0.10240122,1.00000000,0.00000000
134,0.04973631,0.21561841,0.20621589,0.10184112,1.00000000,0.00000000
135,0.04944892,0.21591167,0.20570689,0.10209602,1.00000000,0.00000000
136,0.04939614,0.21294867,0.20559554,0.10159003,1.00000000,0.00000000
137,0.04916628,0.21716012,0.20507886,0.10204833,1.00000000,0.00000000
138,0.04916269,0.21804512,0.20514850,0.10253907,1.00000000,0.00000000
139,0.04898267,0.21707482,0.20475514,0.10231066,1.00000000,0.00000000
140,0.04899025,0.21772319,0.20476513,0.10185065,1.00000000,0.00000000
141,0.04892630,0.21302300,0.20461496,0.10167052,1.00000000,0.00000000
142,0.04878338,0.21827165,0.20434631,0.10256949,1.00000000,0.00000000
143,0.04871541,0.21788592,0.20414645,0.10215010,1.00000000,0.00000000
144,0.04851021,0.21838906,0.20379786,0.10221592,1.00000000,0.00000000
145,0.04843182,0.21789955,0.20355360,0.10213490,1.00000000,0.00000000
146,0.04831072,0.21983858,0.20339066,0.10277273,1.00000000,0.00000000
147,0.04821504,0.21644945,0.20312688,0.10203102,1.00000000,0.00000000
148,0.04823579,0.21922880,0.20311554,0.10244635,1.00000000,0.00000000
149,0.04802239,0.21629102,0.20272389,0.10192389,1.00000000,0.00000000
150,0.04791321,0.21971062,0.20261378,0.10249111,1.00000000,0.00000000
151,0.04791187,0.21998492,0.20248966,0.10230132,1.00000000,0.00000000
152,0.04791434,0.21482971,0.20253212,0.10202351,1.00000000,0.00000000
153,0.04779513,0.21704044,0.20225995,0.10201591,1.00000000,0.00000000
154,0.04771431,0.21898853,0.20213055,0.10255239,1.00000000,0.00000000
155,0.04745894,0.21593201,0.20166745,0.10246677,1.00000000,0.00000000
