epoch,train_loss,val_loss,train_rmse,val_rmse,w_d,w_p
1,1.17326418,0.39062731,0.98003083,0.15100656,1.00000000,0.00000000
2,0.55292892,0.27238298,0.66512553,0.12616576,1.00000000,0.04000000
3,0.41219280,0.22409865,0.56906625,0.11196309,1.00000000,0.08000000
4,0.34308449,0.20249722,0.51558128,0.10614130,1.00000000,0.12000000
5,0.30599530,0.19338269,0.48380564,0.10309905,1.00000000,0.16000000
6,0.28213596,0.19112250,0.46163067,0.10154912,1.00000000,0.20000000
7,0.26408611,0.18474610,0.44412606,0.10026995,1.00000000,0.24000000
8,0.25114386,0.17740855,0.43040889,0.09832272,1.00000000,0.28000000
9,0.24112546,0.17550853,0.41936091,0.09784760,1.00000000,0.32000000
10,0.23304694,0.17120865,0.40997025,0.09663135,1.00000000,0.36000000
11,0.22664632,0.17084834,0.40221188,0.09626165,1.00000000,0.40000000
12,0.22145383,0.16707120,0.39552726,0.09573345,1.00000000,0.44000000
13,0.21777815,0.16710094,0.39044109,0.09525036,1.00000000,0.48000000
14,0.21454553,0.16618803,0.38582738,0.09523251,1.00000000,0.52000000
15,0.21207315,0.16486034,0.38206406,0.09435892,1.00000000,0.56000000
16,0.21013309,0.16069478,0.37890254,0.09386268,1.00000000,0.60000000
17,0.20828849,0.16167983,0.37606009,0.09397832,1.00000000,0.64000000
18,0.20701327,0.15851310,0.37355307,0.09345974,1.00000000,0.68000000
19,0.20567462,0.15888097,0.37124164,0.09293809,1.00000000,0.72000000
20,0.20499348,0.15718259,0.36964042,0.09284915,1.00000000,0.76000000
21,0.20425359,0.15687444,0.36807159,0.09278940,1.00000000,0.80000000
22,0.20350950,0.15593352,0.36653490,0.09259024,1.00000000,0.84000000
23,0.20291243,0.15632322,0.36522142,0.09231867,1.00000000,0.88000000
24,0.20261316,0.15417010,0.36442018,0.09233902,1.00000000,0.92000000
25,0.20218954,0.15418035,0.36336611,0.09237861,1.00000000,0.96000000
26,0.20180609,0.15424379,0.36237431,0.09240673,1.00000000,1.00000000
27,0.20171294,0.15481833,0.36183469,0.09216440,1.00000000,1.04000000
28,0.20119161,0.15450691,0.36086235,0.09199963,1.00000000,1.08000000
29,0.20133032,0.15279134,0.36055526,0.09227824,1.00000000,1.12000000
30,0.20122878,0.15210782,0.36013389,0.09182109,1.00000000,1.16000000
31,0.20114078,0.15228013,0.35977792,0.09199329,1.00000000,1.20000000
