epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19715528,0.18069133,0.10899889,0.09852694,0.19717651,0.10314001,2.38931257e-02,6.15302428e-05,3.23126165e-05,1.56761122e-02
2,0.17560061,0.16188159,0.10450459,0.09468865,0.17576701,0.10243556,6.53780300e-02,6.60328721e-04,2.14913206e-04,4.92084797e-02
3,0.16445907,0.15807877,0.10216854,0.09401921,0.16481520,0.10158812,7.49590078e-02,2.06324515e-03,5.66945311e-04,7.44388938e-02
4,0.16126538,0.15560874,0.10135836,0.09344948,0.16168690,0.10067037,7.90312480e-02,4.08348177e-03,1.07266646e-03,8.25619617e-02
5,0.15888282,0.15338707,0.10071500,0.09285762,0.15932695,0.09969734,8.15622435e-02,6.77227575e-03,1.80551834e-03,8.63638707e-02
6,0.15666572,0.15129957,0.10010256,0.09237980,0.15713240,0.09869485,8.44559403e-02,1.00648627e-02,2.85250098e-03,8.93008490e-02
7,0.15524726,0.14989032,0.09972381,0.09199588,0.15573496,0.09769234,8.64128188e-02,1.42651056e-02,4.42649699e-03,9.17471408e-02
8,0.15381901,0.14887566,0.09934525,0.09177424,0.15432344,0.09672153,8.74316355e-02,1.91025444e-02,6.76380606e-03,9.35155671e-02
9,0.15283271,0.14810149,0.09906998,0.09160780,0.15335474,0.09581702,8.93021254e-02,2.51282686e-02,9.98968020e-03,9.48408543e-02
10,0.15182423,0.14717894,0.09880085,0.09144237,0.15236157,0.09499465,9.05947282e-02,3.18646460e-02,1.37077191e-02,9.58294817e-02
11,0.15095766,0.14633269,0.09857400,0.09116898,0.15151186,0.09425943,9.19893597e-02,3.92726199e-02,1.79730580e-02,9.66704271e-02
12,0.14997845,0.14539870,0.09828788,0.09091447,0.15055086,0.09361782,9.36979687e-02,4.79538800e-02,2.26932912e-02,9.77007943e-02
13,0.14895499,0.14450362,0.09805085,0.09082731,0.14954449,0.09306495,9.48215561e-02,5.73973176e-02,2.75281008e-02,9.85688150e-02
14,0.14793460,0.14369941,0.09779899,0.09062118,0.14854877,0.09258955,9.60228079e-02,6.83909734e-02,3.26287193e-02,9.99654115e-02
15,0.14700715,0.14311332,0.09755801,0.09058061,0.14764515,0.09218803,9.79049562e-02,7.92965614e-02,3.77569957e-02,1.00690805e-01
16,0.14602872,0.14240224,0.09729143,0.09045127,0.14669324,0.09184068,9.86816910e-02,9.22874024e-02,4.33517237e-02,1.01719557e-01
17,0.14529600,0.14156292,0.09710498,0.09031897,0.14599063,0.09153256,9.94964003e-02,1.05205335e-01,4.91200170e-02,1.02659852e-01
18,0.14448179,0.14125204,0.09690229,0.09021964,0.14521017,0.09126257,1.00900976e-01,1.18631194e-01,5.51479002e-02,1.03201544e-01
19,0.14381591,0.14107530,0.09671798,0.09025286,0.14458301,0.09103477,1.01173679e-01,1.34449860e-01,6.18782378e-02,1.03870323e-01
20,0.14308222,0.14031730,0.09651085,0.09008346,0.14389309,0.09082072,1.02127329e-01,1.49610849e-01,6.87408080e-02,1.04409452e-01
