epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.16086580,0.14987484,0.10116011,0.09200107,0.16127226,7.86642038e-02,4.87304218e-04,1.42489678e-04,8.20707293e-02
2,0.14928276,0.14508895,0.09816810,0.09085052,0.14983120,9.35737188e-02,4.87459229e-04,1.42653764e-04,9.85050846e-02
3,0.14506204,0.14218211,0.09699228,0.09021082,0.14565769,9.87783098e-02,4.87681610e-04,1.42686848e-04,1.02578998e-01
4,0.14265631,0.14097555,0.09633915,0.09010244,0.14327821,1.01805846e-01,4.87120884e-04,1.42447708e-04,1.04534105e-01
5,0.14103796,0.14068348,0.09588918,0.09011109,0.14167610,1.04504050e-01,4.87042832e-04,1.42588719e-04,1.05457244e-01
6,0.14008199,0.13998970,0.09560909,0.08992831,0.14072892,1.06168381e-01,4.87006306e-04,1.42387804e-04,1.05976148e-01
7,0.13921653,0.13997717,0.09537337,0.08999304,0.13986981,1.07398754e-01,4.87296176e-04,1.42310566e-04,1.06371130e-01
8,0.13856360,0.13941363,0.09517030,0.08991489,0.13922085,1.08527308e-01,4.87114889e-04,1.42421092e-04,1.06227167e-01
9,0.13817092,0.13897531,0.09506816,0.08971138,0.13882965,1.08918769e-01,4.87686427e-04,1.42626239e-04,1.06383761e-01
10,0.13767827,0.13906136,0.09493788,0.08986039,0.13834062,1.09697505e-01,4.87338652e-04,1.42416621e-04,1.06265600e-01
11,0.13750534,0.13881582,0.09487412,0.08977677,0.13816793,1.09827958e-01,4.86690461e-04,1.42362559e-04,1.06479194e-01
12,0.13723274,0.13888442,0.09481481,0.08973963,0.13789798,1.10296700e-01,4.87242868e-04,1.42387298e-04,1.06485901e-01
13,0.13722581,0.13884495,0.09478873,0.08976349,0.13788985,1.10304517e-01,4.86957327e-04,1.42607193e-04,1.06385092e-01
14,0.13710164,0.13873425,0.09476187,0.08973066,0.13776589,1.10345331e-01,4.86734876e-04,1.42656581e-04,1.06367474e-01
15,0.13715689,0.13874101,0.09478128,0.08973722,0.13782087,1.10358810e-01,4.86855402e-04,1.42353069e-04,1.06368818e-01
16,0.13676564,0.13863760,0.09467096,0.08969900,0.13743279,1.11014993e-01,4.86819642e-04,1.42593399e-04,1.06417635e-01
17,0.13599463,0.13763276,0.09444193,0.08954105,0.13666265,1.11889819e-01,4.87675470e-04,1.42578483e-04,1.06447466e-01
18,0.13521354,0.13737761,0.09420011,0.08948815,0.13588694,1.13159567e-01,4.86910386e-04,1.42539144e-04,1.06525200e-01
19,0.13442956,0.13606420,0.09397558,0.08917413,0.13510523,1.14121492e-01,4.86593442e-04,1.42885245e-04,1.06345862e-01
20,0.13379364,0.13635473,0.09374233,0.08935249,0.13447183,1.14897865e-01,4.87025394e-04,1.42462366e-04,1.06309108e-01
21,0.13332483,0.13624796,0.09359736,0.08929974,0.13400517,1.15627317e-01,4.87141351e-04,1.42630262e-04,1.06082385e-01
22,0.13261281,0.13523423,0.09336593,0.08897360,0.13329663,1.16814414e-01,4.87327001e-04,1.42303207e-04,1.06228126e-01
23,0.13216412,0.13549077,0.09322577,0.08905840,0.13284916,1.17602786e-01,4.87570794e-04,1.42588758e-04,1.05847694e-01
24,0.13204459,0.13553177,0.09317140,0.08906769,0.13273266,1.17914800e-01,4.87181565e-04,1.42636929e-04,1.06142973e-01
25,0.13178129,0.13547566,0.09310059,0.08907356,0.13246859,1.18096731e-01,4.86796609e-04,1.42675841e-04,1.05977245e-01
26,0.13154905,0.13512552,0.09301944,0.08899450,0.13223790,1.18637768e-01,4.86850819e-04,1.42551971e-04,1.05857527e-01
27,0.13141232,0.13535637,0.09300279,0.08901666,0.13210207,1.18442241e-01,4.86847851e-04,1.42968985e-04,1.06102914e-01
28,0.13143340,0.13533972,0.09298685,0.08901435,0.13212352,1.18855043e-01,4.86898101e-04,1.42401150e-04,1.05843288e-01
29,0.13144218,0.13530048,0.09299870,0.08900723,0.13213082,1.18754247e-01,4.86871703e-04,1.42186543e-04,1.05860560e-01
30,0.13133461,0.13530317,0.09292473,0.08901046,0.13202534,1.18829389e-01,4.86952586e-04,1.42311200e-04,1.05890959e-01
31,0.12124867,0.12023285,0.08970338,0.08360501,0.12200808,1.21637550e-01,1.40153265e-01,4.22992295e-02,9.92034668e-02
32,0.11583905,0.11806964,0.08798952,0.08278940,0.11663350,1.24629290e-01,1.56947684e-01,6.35298787e-02,9.23855508e-02
33,0.11318771,0.11607736,0.08710239,0.08208618,0.11399682,1.25845506e-01,1.63416577e-01,7.21877262e-02,8.84079304e-02
34,0.11135790,0.11431055,0.08646797,0.08152124,0.11217629,1.26958093e-01,1.67412725e-01,7.77154042e-02,8.46005678e-02
35,0.11009998,0.11371508,0.08599882,0.08137507,0.11092300,1.27868269e-01,1.70975970e-01,8.17131067e-02,8.14790285e-02
36,0.10910033,0.11281114,0.08563660,0.08095614,0.10992650,1.28715717e-01,1.72712119e-01,8.47191689e-02,7.84948247e-02
37,0.10849327,0.11238494,0.08539613,0.08093363,0.10932229,1.29432970e-01,1.75162436e-01,8.71778526e-02,7.59954103e-02
38,0.10791174,0.11206064,0.08520050,0.08091061,0.10874513,1.29975755e-01,1.77344118e-01,8.92014846e-02,7.44087747e-02
39,0.10735342,0.11188261,0.08499905,0.08077494,0.10819057,1.30345153e-01,1.78568914e-01,9.03554614e-02,7.34459639e-02
