epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.17104753880570314,0.15935125329041427,0.081723375,0.07393542750000001,0.19713301,0.0773615025,0.023349041,7.04352329e-05,3.40841388e-05,0.0408787305
2,0.15100333402125002,0.14236884470808828,0.0782805,0.07112958750000001,0.17572841,0.0768602775,0.0632158646,0.000216388761,5.24941351e-05,0.127879064
3,0.142138652378496,0.13826791123705312,0.07669536,0.07035802499999999,0.16673032,0.07626453750000001,0.0728715586,0.000664575099,0.000156077309,0.18247766450000003
4,0.13875262280873601,0.135833200558024,0.07601255999999999,0.06991668,0.16316447,0.0756158475,0.0763498571,0.00118935489,0.000268251497,0.199451122
5,0.13635410045667679,0.13383523689092913,0.07546307249999999,0.069419865,0.16056447,0.07493016,0.078817718,0.00184111798,0.000409591381,0.20904591425000002
6,0.13445212948278412,0.1320344618003698,0.075041715,0.0690851925,0.15852504,0.07422267,0.0813199191,0.00259350411,0.000592846185,0.21663983299999998
7,0.13317514581207351,0.1306605118813531,0.0747240825,0.068725575,0.15714905,0.073504935,0.0830684318,0.00345645519,0.000826257501,0.221819821
8,0.1320212242022285,0.12985438110142414,0.07447221,0.068645235,0.15593311,0.07281627,0.0845373195,0.00439352976,0.00114321255,0.22636405599999998
9,0.13101181464353912,0.12875239077823214,0.074239935,0.068390355,0.15485474,0.072159105,0.0858508683,0.00556319431,0.00157006613,0.229563648
10,0.1300891341101623,0.12810128427058928,0.0740384925,0.0682435725,0.1538816,0.07155348,0.08782127,0.00681623956,0.00217990591,0.232062333
11,0.12927098608361728,0.1274666273409508,0.07385333250000001,0.0681361125,0.15300936,0.07100889,0.0884271091,0.00832107275,0.00291283387,0.23478729075
12,0.1283693646439885,0.12685231050015727,0.07364949000000001,0.0680669325,0.15204053,0.07052982,0.0902396377,0.00999216809,0.00378343352,0.236378899
13,0.12762113359314914,0.126294374643584,0.073473015,0.06792528,0.15123909,0.070109205,0.0914799468,0.0119535134,0.0047279105,0.23858011124999998
14,0.12672982630622714,0.12560921405516712,0.073301055,0.067806705,0.15029109,0.0697338,0.0922520577,0.0138786276,0.00576165114,0.24041878700000002
15,0.12584838333083212,0.12513613350817174,0.073102605,0.0678350475,0.14934225,0.06941538,0.0942643277,0.0162826431,0.00683240115,0.242249289
16,0.12514784991358413,0.12463389165586228,0.07294603499999999,0.0676848675,0.14859622,0.0691349775,0.0948334315,0.0188485997,0.00806055521,0.24447545475
17,0.12442882582185313,0.12420040181165651,0.072787575,0.06766737,0.14781824,0.06889452,0.0958335444,0.0215688648,0.00926490867,0.2458956125
18,0.12384483875346802,0.12337302219443103,0.0726636225,0.0675277425,0.14720407,0.068674155,0.0965971271,0.0243028775,0.0106098001,0.2477900985
19,0.12328317719769713,0.12326061167371855,0.072548505,0.0675018825,0.14660708,0.06848960999999999,0.0973405559,0.0275104362,0.0119667092,0.24863117125
20,0.12270895599695078,0.12305308082635477,0.0724078875,0.0674922075,0.14598464,0.068331435,0.0980838944,0.0308467417,0.0134587842,0.24978111149999999
21,0.1222684958893073,0.12249650157457212,0.0723026925,0.067411005,0.14550883,0.06818766000000001,0.0987246243,0.0341611714,0.0149642875,0.2504949825
22,0.12173121293932213,0.12210007825329978,0.07216024500000001,0.0674126325,0.14492225,0.06806540999999999,0.0994538215,0.038094604,0.0166272511,0.2514196375
23,0.12128164206373054,0.12158221127872103,0.0720489975,0.0673400175,0.14443058,0.06795405,0.0999967369,0.041928171,0.0183425708,0.2516839675
24,0.12081265679878929,0.121476273880594,0.0719404275,0.06724362,0.143941,0.067851405,0.100787444,0.0463676299,0.0201146321,0.25258158999999997
25,0.12034412377738712,0.12115806524695678,0.071810655,0.0672214725,0.14342549,0.067759575,0.101517922,0.0504233412,0.022013389,0.2524672775
26,0.11996668507880104,0.12074670007130553,0.0717351825,0.0672368775,0.14303808,0.06768223500000001,0.102042846,0.0550274532,0.0239479881,0.2525036625
27,0.11950957538971252,0.12047905597142913,0.07160505,0.067170135,0.14253745,0.06760382250000001,0.102536811,0.0599619118,0.0259577493,0.2526244025
28,0.11904045062179729,0.120031587247906,0.07148346750000001,0.06712865999999999,0.14203528,0.06752899500000001,0.103260279,0.0647300613,0.028007174,0.252882335
29,0.118605700081714,0.11988783591204913,0.07136358000000001,0.067088985,0.14156941,0.06746321999999999,0.103918079,0.0700929294,0.0301051992,0.2528553775
30,0.11818218917461651,0.11903806449781214,0.07129376999999999,0.066962595,0.14114599,0.0673926825,0.104408143,0.0757314384,0.0323829451,0.252917475
31,0.11778724904877728,0.11887854014507651,0.0711758925,0.06700533,0.14074047,0.0673299975,0.105116074,0.0813347336,0.0346874732,0.2529838725
32,0.1172826074032125,0.11829891418249855,0.07105395,0.0668610825,0.14020702,0.0672623775,0.105538707,0.0871439306,0.0369491576,0.2525681525
33,0.11688815708230552,0.11813779063358829,0.0709568775,0.0668344125,0.13980666,0.06719955,0.105775049,0.0921539199,0.0392829435,0.252610195
34,0.11656065275065078,0.11807246611325213,0.0708697125,0.066756195,0.13948683,0.06713914500000001,0.1062045,0.0988138322,0.0419145997,0.2521829125
35,0.11603235509853412,0.117020786313954,0.070706715,0.06670398,0.13892897,0.0670834875,0.107030527,0.104185735,0.0442477595,0.2518111825
36,0.1155922016767085,0.11719193938929649,0.07060389,0.06675303,0.13849546,0.0670350525,0.107226082,0.110640915,0.0468964721,0.25207528749999997
37,0.11519374869633411,0.11707316771156913,0.070497285,0.066568665,0.13810389,0.0669723,0.107790193,0.117128028,0.0493486884,0.25194516499999997
38,0.11483698388306979,0.11663997646105313,0.07039656749999999,0.066633975,0.13776291,0.0669258075,0.108178849,0.122388656,0.0520315927,0.2518970875
39,0.11433240688519411,0.11625902224707604,0.070266165,0.0665680575,0.13726084,0.0668809575,0.108740472,0.129369454,0.0547315437,0.2515072725
40,0.11399771204318412,0.11564263844471327,0.070169715,0.0664765875,0.13695156,0.0668333025,0.109094889,0.134789992,0.0572936872,0.2513687475
41,0.11366168879525412,0.11566668576771602,0.070051365,0.06633765750000001,0.13662869,0.066781095,0.109311783,0.141530051,0.0601075648,0.2513696675
42,0.11331960311238302,0.11581434568449352,0.06996230249999999,0.0665002425,0.13632577,0.066746895,0.109401272,0.14864916,0.0628732356,0.25170699
43,0.1129672273035318,0.11592709210433912,0.06984815250000001,0.066394815,0.1359953,0.0667089975,0.109689494,0.154251496,0.065606221,0.2511668975
44,0.11239693514433652,0.11536058050283804,0.06969543,0.0662832225,0.13545772,0.0666642075,0.110338524,0.161420007,0.0686088535,0.2517254725
