epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.16989374,0.15492899,0.10312219,0.09311122,0.17255092,6.43822845e-02,5.26441243e-04,1.69575434e-04,6.11521737e-02
2,0.15391540,0.14973550,0.09908095,0.09170435,0.15816163,8.30563930e-02,5.26439682e-04,1.69353284e-04,8.53062294e-02
3,0.14977040,0.14640321,0.09796906,0.09103237,0.15438267,8.79892740e-02,5.26872519e-04,1.70053749e-04,8.92579006e-02
4,0.14718395,0.14456688,0.09729989,0.09047778,0.15203751,9.09552277e-02,5.26845264e-04,1.70437677e-04,9.20085979e-02
5,0.14529118,0.14322605,0.09683764,0.09028123,0.15030862,9.26510029e-02,5.25880339e-04,1.69331029e-04,9.38641601e-02
6,0.14376060,0.14250762,0.09640359,0.09014402,0.14889846,9.44098842e-02,5.25194916e-04,1.69368936e-04,9.50783279e-02
7,0.14296545,0.14190075,0.09619675,0.09009623,0.14818085,9.56669636e-02,5.26674353e-04,1.69768262e-04,9.58396062e-02
8,0.14210119,0.14159309,0.09595626,0.08995141,0.14738975,9.68977410e-02,5.26310817e-04,1.69106214e-04,9.64184235e-02
9,0.14151878,0.14140467,0.09579936,0.08993508,0.14684081,9.77898169e-02,5.25699495e-04,1.69186641e-04,9.66786927e-02
10,0.14110375,0.14111782,0.09565872,0.08985784,0.14646837,9.89144983e-02,5.26248170e-04,1.69093571e-04,9.67295875e-02
11,0.14094604,0.14094971,0.09564403,0.08986718,0.14632257,9.89448781e-02,5.26332022e-04,1.68834314e-04,9.69664969e-02
12,0.14083267,0.14088158,0.09560354,0.08994968,0.14622275,9.98471465e-02,5.27071820e-04,1.69186916e-04,9.68236901e-02
13,0.14048342,0.14091785,0.09551709,0.08989971,0.14590018,1.00239972e-01,5.26827378e-04,1.69044516e-04,9.71008469e-02
14,0.14037889,0.14087571,0.09548416,0.08989306,0.14578926,9.96928318e-02,5.26576895e-04,1.69329328e-04,9.71446937e-02
15,0.14053726,0.14084998,0.09551670,0.08989086,0.14593014,9.97855585e-02,5.25739347e-04,1.68696448e-04,9.69195728e-02
16,0.14005526,0.14047741,0.09537105,0.09006030,0.14548850,1.00654994e-01,5.26485665e-04,1.70003751e-04,9.73059690e-02
17,0.13105396,0.12537925,0.09254908,0.08495491,0.13618479,1.01481009e-01,1.11436950e-01,4.50097434e-02,7.74713292e-02
18,0.12481206,0.12234679,0.09052305,0.08396986,0.13020776,1.03956454e-01,1.34533808e-01,7.43354197e-02,6.44421924e-02
19,0.12148569,0.12003564,0.08948592,0.08328786,0.12711986,1.05715185e-01,1.37055284e-01,8.24578699e-02,6.14589339e-02
20,0.11935456,0.11842039,0.08883651,0.08256945,0.12518037,1.07266789e-01,1.40249837e-01,8.72661633e-02,5.95045116e-02
