epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.17093040195566803,0.15881940643878428,0.0816803775,0.0737878275,0.19697997,0.077345475,0.0242928998,6.43429902e-05,2.62666658e-05,0.0400184985
2,0.15023379935051714,0.14170631248200552,0.078057705,0.0708459975,0.17475655,0.0768086325,0.0661321166,0.000181087618,4.90646431e-05,0.12564337325
3,0.13948399114510704,0.1386505740772523,0.0761288625,0.0703268925,0.16378563,0.07616661,0.0758135298,0.00057808284,0.000146163497,0.18767636524999998
4,0.136769466376754,0.1360018628866,0.07547801999999999,0.0697554,0.16099017,0.07547511,0.0799317263,0.00110594144,0.000282343244,0.2052660445
5,0.13470598834667813,0.13380640774780314,0.07496272500000001,0.069264225,0.15873195,0.074750505,0.0831311773,0.00172799818,0.000457844045,0.21323909200000002
6,0.13287241302647676,0.131760897930626,0.07451292749999999,0.06891474,0.15673775,0.074013015,0.0861838873,0.00249704125,0.000683083899,0.219183087
7,0.13145913500476228,0.1301955172891765,0.0741911325,0.06854367,0.15522964,0.0732769875,0.0884416547,0.00338931957,0.000978995355,0.22432237425
8,0.1301066589907923,0.12911296037270553,0.0739052925,0.0683648775,0.15378186,0.07256628,0.0895519982,0.00444308608,0.00137334542,0.22801940024999998
9,0.12900133247155313,0.12819851042218203,0.073647975,0.0681974625,0.15260685,0.07189581,0.091742028,0.00569689323,0.00191967502,0.23149046350000002
10,0.12785864505540914,0.12711388075752228,0.073405785,0.0680799075,0.15138018,0.0712790775,0.0930328459,0.00707856042,0.00259882224,0.23430007874999997
11,0.1267407534911941,0.12613833299326851,0.073179915,0.06786891,0.15019819,0.07071606750000001,0.094748068,0.00866955302,0.0033986181,0.23718822574999998
12,0.12556965475358176,0.12525794575790855,0.0729141525,0.0677225175,0.14893252,0.07021668,0.0964606729,0.0103401612,0.0042688929,0.24036859575
13,0.12445535157375913,0.12443156361251327,0.072691215,0.0676813875,0.14774971,0.06978218250000001,0.0978139625,0.0124258716,0.00522247314,0.2434731655
14,0.12353252763032053,0.12395367780863828,0.07248980249999999,0.0675859875,0.14677043,0.06941046,0.0987558363,0.0147063789,0.00627457967,0.24670512625
15,0.12280884521686952,0.12358402890628602,0.0723149625,0.0675974175,0.14599849,0.0691041375,0.100545795,0.017056038,0.00739435921,0.24834539025000002
16,0.12202362822321251,0.12294094225709601,0.07213395,0.06754164,0.1451474,0.068843895,0.101207588,0.0198311827,0.00865059297,0.25024630999999997
17,0.12140732762520352,0.12204607607080079,0.0719878425,0.06740531250000001,0.14448384,0.0686125125,0.10224969,0.022675264,0.00996699944,0.25168877749999996
18,0.1208386939185085,0.12191640680911653,0.07185261,0.06734877,0.14387472,0.068418135,0.103525709,0.0256760836,0.011342361,0.2522204675
19,0.12028091862827353,0.12162293777678851,0.07170104249999999,0.0673615575,0.14325337,0.0682529775,0.104128608,0.0290534124,0.0128556067,0.2530073425
20,0.11966710067739413,0.12097677109830075,0.071550165,0.0672733125,0.14258584,0.0681022275,0.105090763,0.0324314067,0.0143831027,0.25360615
21,0.1192125593428125,0.1207101708421873,0.07141725,0.0671718675,0.14208524,0.06796430249999999,0.106215403,0.0364653092,0.0161093352,0.2535221075
22,0.11874579033070712,0.11998973028768303,0.071313855,0.06712982249999999,0.14157439,0.067841235,0.106870384,0.0400171448,0.0178733208,0.253140675
23,0.11819670905262601,0.11976621534763401,0.07117974,0.06712422,0.14098178,0.06773127000000001,0.107742789,0.0447890888,0.0196693004,0.2528563425
24,0.11772768878452579,0.11934341986043401,0.0710512875,0.06713622,0.14046611,0.06763467000000001,0.108670819,0.0489010126,0.021674051,0.2524647525
25,0.11730982489320313,0.1189436887477285,0.070946625,0.06702471,0.14002045,0.0675375975,0.109170167,0.0536977526,0.0236169947,0.25239213
26,0.11663059845685977,0.11839971735813605,0.0707784075,0.0668834175,0.13927991,0.067440105,0.11009042,0.0586928572,0.025687576,0.25171879
27,0.11624865318033202,0.11812165053781479,0.0706610625,0.0668706075,0.13886676,0.06734877,0.110879294,0.0633306166,0.027858947,0.2512861275
28,0.1157359855847685,0.11782852944873598,0.07053609,0.06678744,0.13832025,0.0672624225,0.111453414,0.0693308017,0.0300016781,0.25102152
29,0.11525006088580411,0.11698257975088852,0.070413885,0.06675249,0.13781086,0.0671816325,0.112356693,0.0744626755,0.0323742175,0.250448885
30,0.11479571715493714,0.11727164788769678,0.070283655,0.0667873275,0.13732517,0.0671085525,0.112746789,0.0798527571,0.0346324407,0.2500418775
31,0.11417005411704478,0.11662106784752302,0.0701081925,0.0666288975,0.13666596,0.0670295475,0.113707915,0.0858472992,0.0371160313,0.250065745
32,0.1137657969037125,0.1162698719007285,0.07000904999999999,0.06657279,0.13624892,0.06694823999999999,0.113956972,0.0912942862,0.0394861592,0.24973413449999998
