epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.16115149,0.14897548,0.10122337,0.09171920,0.16135590,7.92268316e-02,4.87058275e-04,1.42750154e-04,8.10520329e-02
2,0.14826361,0.14398920,0.09792411,0.09052201,0.14854670,9.48227885e-02,4.87105155e-04,1.42712561e-04,1.01323990e-01
3,0.14468063,0.14261307,0.09690625,0.09040130,0.14498523,9.94257599e-02,4.87056780e-04,1.42635909e-04,1.05098870e-01
4,0.14255737,0.14138182,0.09630191,0.09025891,0.14287144,1.02413694e-01,4.87025583e-04,1.42446035e-04,1.06077883e-01
5,0.14117659,0.14051235,0.09592805,0.08999210,0.14149724,1.04963605e-01,4.86776986e-04,1.42620745e-04,1.06548733e-01
6,0.14007848,0.14057174,0.09560426,0.09019268,0.14040378,1.06702294e-01,4.87321455e-04,1.42753241e-04,1.06917049e-01
7,0.13930889,0.14019971,0.09540998,0.09005670,0.13963707,1.07836336e-01,4.87372822e-04,1.42378418e-04,1.07198814e-01
8,0.13880071,0.13986032,0.09524081,0.08994731,0.13912995,1.08678499e-01,4.87178799e-04,1.42863793e-04,1.06923754e-01
9,0.13822231,0.13941570,0.09509061,0.08989699,0.13855306,1.09481977e-01,4.86982325e-04,1.42604199e-04,1.06939808e-01
10,0.13785809,0.13948644,0.09496777,0.08991275,0.13818961,1.10177621e-01,4.87010398e-04,1.42435949e-04,1.06750000e-01
11,0.13767069,0.13935681,0.09493218,0.08985154,0.13800329,1.10383852e-01,4.86633100e-04,1.42633083e-04,1.06780561e-01
12,0.13744518,0.13920815,0.09485459,0.08979466,0.13777791,1.10689359e-01,4.87152604e-04,1.42237130e-04,1.06846374e-01
13,0.13747206,0.13902363,0.09486654,0.08977624,0.13780532,1.10931864e-01,4.87009538e-04,1.42524646e-04,1.06569998e-01
14,0.13731043,0.13903997,0.09481054,0.08978875,0.13764326,1.10767953e-01,4.86898170e-04,1.42555691e-04,1.06846120e-01
15,0.13728059,0.13902641,0.09481188,0.08978707,0.13761335,1.10835788e-01,4.86586547e-04,1.42564368e-04,1.06754996e-01
16,0.13693590,0.13855888,0.09472545,0.08966282,0.13727043,1.11491833e-01,4.87047729e-04,1.42449200e-04,1.06752280e-01
