epoch,train_loss,val_loss,train_rmse,val_rmse,w_d,w_p
1,0.57322169,0.27757241,0.68799275,0.12380971,1.00000000,0.00000000
2,0.35039583,0.25074560,0.54602578,0.11668226,0.98800000,0.01200000
3,0.30039300,0.23956473,0.50846888,0.11349901,0.97600000,0.02400000
4,0.27041103,0.22930297,0.48429305,0.11108546,0.96400000,0.03600000
5,0.24752499,0.22227543,0.46467158,0.10923339,0.95200000,0.04800000
6,0.22848219,0.21789377,0.44752536,0.10807505,0.94000000,0.06000000
7,0.21321514,0.21182025,0.43290969,0.10665545,0.92800000,0.07200000
8,0.20044995,0.20671535,0.42042013,0.10500190,0.91600000,0.08400000
9,0.18903539,0.20536098,0.40883707,0.10446123,0.90400000,0.09600000
10,0.17963773,0.20258586,0.39878819,0.10344901,0.89200000,0.10800000
11,0.17132847,0.19749340,0.38973318,0.10202976,0.88000000,0.12000000
12,0.16437998,0.19318038,0.38212957,0.10106945,0.86800000,0.13200000
13,0.15820725,0.18964379,0.37509091,0.09982904,0.85600000,0.14400000
14,0.15252444,0.18735471,0.36850364,0.09895101,0.84400000,0.15600000
15,0.14757600,0.18315609,0.36276746,0.09792077,0.83200000,0.16800000
16,0.14310761,0.18066356,0.35750461,0.09785426,0.82000000,0.18000000
17,0.13914257,0.18072665,0.35284920,0.09743643,0.80800000,0.19200000
18,0.13564500,0.17707364,0.34890330,0.09660291,0.79600000,0.20400000
19,0.13210043,0.17672315,0.34458598,0.09637772,0.78400000,0.21600000
20,0.12909762,0.17665436,0.34123913,0.09654978,0.77200000,0.22800000
21,0.12651265,0.17210496,0.33846233,0.09587064,0.76000000,0.24000000
22,0.12411499,0.17210743,0.33599993,0.09525064,0.74800000,0.25200000
23,0.12178451,0.16702013,0.33370694,0.09479771,0.73600000,0.26400000
24,0.11959440,0.16670750,0.33165200,0.09406188,0.72400000,0.27600000
25,0.11752592,0.16749227,0.32987894,0.09436708,0.71200000,0.28800000
26,0.11560996,0.16470830,0.32823812,0.09336350,0.70000000,0.30000000
27,0.11371475,0.16325242,0.32686847,0.09306270,0.68800000,0.31200000
28,0.11219285,0.16484508,0.32616577,0.09388438,0.67600000,0.32400000
29,0.11051790,0.16072623,0.32523394,0.09262657,0.66400000,0.33600000
30,0.10897663,0.16077861,0.32476093,0.09240594,0.65200000,0.34800000
31,0.10753271,0.16164873,0.32452659,0.09308062,0.64000000,0.36000000
32,0.10611483,0.16304875,0.32433326,0.09367608,0.62800000,0.37200000
33,0.10475122,0.16046954,0.32437468,0.09259272,0.61600000,0.38400000
34,0.10339872,0.16009127,0.32453552,0.09331565,0.60400000,0.39600000
35,0.10223076,0.15908691,0.32541363,0.09223007,0.59200000,0.40800000
36,0.10083679,0.16284233,0.32577234,0.09338433,0.58000000,0.42000000
37,0.09962725,0.16023945,0.32669838,0.09274603,0.56800000,0.43200000
38,0.09841595,0.16144313,0.32779193,0.09280177,0.55600000,0.44400000
39,0.09716326,0.15920526,0.32880064,0.09309286,0.54400000,0.45600000
40,0.09587965,0.16155108,0.33006636,0.09295797,0.53200000,0.46800000
41,0.09461133,0.16028394,0.33145242,0.09270013,0.52000000,0.48000000
42,0.09343570,0.15994310,0.33319531,0.09331939,0.50800000,0.49200000
43,0.09218725,0.16133860,0.33489923,0.09363837,0.49600000,0.50400000
44,0.09095428,0.16051719,0.33693834,0.09360285,0.48400000,0.51600000
45,0.08966006,0.16129634,0.33876775,0.09264499,0.47200000,0.52800000
46,0.08838104,0.16276637,0.34094905,0.09340907,0.46000000,0.54000000
47,0.08706004,0.16303796,0.34320807,0.09341833,0.44800000,0.55200000
48,0.08574461,0.16417907,0.34566045,0.09350787,0.43600000,0.56400000
49,0.08439364,0.16251178,0.34827553,0.09390827,0.42400000,0.57600000
50,0.08297396,0.16300743,0.35066568,0.09396978,0.41200000,0.58800000
51,0.08161699,0.16442594,0.35353703,0.09417663,0.40000000,0.60000000
52,0.08135585,0.16528663,0.35318704,0.09458824,0.40000000,0.60000000
53,0.08110360,0.16499833,0.35268089,0.09342843,0.40000000,0.60000000
54,0.08095623,0.16638435,0.35233773,0.09414045,0.40000000,0.60000000
55,0.08079857,0.16506723,0.35179985,0.09397874,0.40000000,0.60000000
56,0.08055178,0.16517801,0.35119091,0.09371315,0.40000000,0.60000000
57,0.08036172,0.16543335,0.35058375,0.09385641,0.40000000,0.60000000
58,0.08020830,0.16587302,0.35020725,0.09434835,0.40000000,0.60000000
59,0.08002246,0.16548770,0.34963112,0.09395863,0.40000000,0.60000000
60,0.07984804,0.16744960,0.34895618,0.09441246,0.40000000,0.60000000
61,0.07976423,0.16600684,0.34886116,0.09472686,0.40000000,0.60000000
62,0.07954571,0.16687721,0.34813571,0.09433855,0.40000000,0.60000000
63,0.07943477,0.16729557,0.34783577,0.09427404,0.40000000,0.60000000
64,0.07925290,0.16552377,0.34713732,0.09387884,0.40000000,0.60000000
65,0.07923913,0.16673712,0.34716452,0.09454629,0.40000000,0.60000000
66,0.07902595,0.16561962,0.34650990,0.09418936,0.40000000,0.60000000
