epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19869707,0.18529539,0.10933694,0.09933930,0.19871418,0.10317219,2.10307976e-02,8.19577800e-05,2.87052401e-05,1.43670500e-02
2,0.17971687,0.16561275,0.10549816,0.09544963,0.17984886,0.10252517,5.77561225e-02,6.70190532e-04,2.08611959e-04,4.45267424e-02
3,0.16834149,0.16001980,0.10308810,0.09435744,0.16865434,0.10174032,7.01455487e-02,2.06730638e-03,5.50703762e-04,6.94021160e-02
4,0.16399148,0.15733193,0.10199089,0.09366376,0.16437966,0.10087341,7.61335293e-02,3.99958156e-03,1.01136114e-03,7.85225803e-02
5,0.16110648,0.15479808,0.10124070,0.09312286,0.16152366,0.09994015,8.00132553e-02,6.53384723e-03,1.70638872e-03,8.30361291e-02
6,0.15873502,0.15277884,0.10061650,0.09263166,0.15917863,0.09896429,8.24640018e-02,9.88575999e-03,2.76403212e-03,8.68936532e-02
7,0.15680959,0.15108134,0.10012101,0.09222642,0.15727404,0.09796565,8.41584362e-02,1.37885920e-02,4.36481510e-03,8.98279452e-02
8,0.15523288,0.14968483,0.09970377,0.09193161,0.15571765,0.09698759,8.54222194e-02,1.84012105e-02,6.63402946e-03,9.22058479e-02
9,0.15410026,0.14855371,0.09941608,0.09178689,0.15460337,0.09606982,8.69598565e-02,2.40260913e-02,9.58109682e-03,9.39883736e-02
10,0.15327903,0.14774080,0.09921572,0.09159480,0.15379886,0.09523571,8.79035806e-02,3.05199817e-02,1.31688848e-02,9.53666022e-02
11,0.15229751,0.14665846,0.09897356,0.09142503,0.15283155,0.09449436,8.85081620e-02,3.77214293e-02,1.71819766e-02,9.61718061e-02
12,0.15158731,0.14618419,0.09878797,0.09127808,0.15213925,0.09385353,8.98944879e-02,4.62198498e-02,2.17463768e-02,9.70709356e-02
13,0.15070049,0.14514598,0.09857788,0.09110320,0.15127011,0.09331059,9.04537094e-02,5.57618664e-02,2.64834404e-02,9.79609672e-02
14,0.14981104,0.14431163,0.09836904,0.09094030,0.15040016,0.09284562,9.15069049e-02,6.58925561e-02,3.15922085e-02,9.86908212e-02
15,0.14904716,0.14344106,0.09816784,0.09075012,0.14965933,0.09243943,9.23975948e-02,7.66773504e-02,3.67724983e-02,9.95875439e-02
