t
0.13876300
0.14203900
0.14531200
0.14858200
0.15184800
0.15509599
0.15841900
0.16173799
0.16504700
0.16842100
0.17169701
0.17505600
0.17843699
0.18171801
0.18510000
0.18841800
0.19170700
0.19506100
0.19842000
0.20169701
0.20505001
0.20832300
0.21160901
0.21488100
0.21816701
0.22144599
0.22473200
0.22804099
0.23130301
0.23458000
0.23785800
0.24109600
0.24441700
0.24769001
0.25095999
0.25424299
0.25750801
0.26078501
0.26404700
0.26731700
0.27058500
0.27385399
0.27709600
0.28041399
0.28368101
0.28695101
0.29021600
0.29348901
0.29675400
0.30003500
0.30330700
0.30658901
0.30986199
0.31309599
0.31641299
0.31968501
0.32294199
0.32621101
0.32947499
0.33274999
0.33602700
0.33929899
0.34257200
0.34585899
0.34909701
0.35241601
0.35568100
0.35894701
0.36222899
0.36549801
0.36878699
0.37206101
0.37540501
0.37867400
0.38193899
0.38521600
0.38848901
0.39176500
0.39505601
0.39832500
0.40161100
0.40489501
0.40817001
0.41145599
0.41473499
0.41803399
0.42131299
0.42459199
0.42786801
0.43115500
0.43443400
0.43771899
0.44105101
0.44442001
0.44773400
0.45104599
0.45441899
0.45769399
0.46096200
0.46423200
0.46751100
0.47078300
0.47406000
0.47740000
0.48069200
0.48403999
0.48731101
0.49058199
0.49385399
0.49711099
0.50041598
0.50369000
0.50696200
0.51023400
0.51351798
0.51678902
0.52005100
0.52341598
0.52669698
0.52998000
0.53324801
0.53652298
0.53979999
0.54306901
0.54642200
0.54969400
0.55304497
0.55632001
0.55959702
0.56285501
0.56609702
0.56940299
0.57267201
0.57594299
0.57921499
0.58248198
0.58575898
0.58904302
0.59232301
0.59560502
0.59888101
0.60216999
0.60544300
0.60874200
0.61204702
0.61540699
0.61867899
0.62194997
0.62522298
0.62851202
0.63178903
0.63506901
0.63841599
0.64169800
0.64504200
0.64831400
0.65159202
0.65487802
0.65815502
0.66142499
0.66468799
0.66795403
0.67122698
0.67449498
0.67777002
0.68104202
0.68431699
0.68759000
0.69086200
0.69409502
0.69740701
0.70068002
0.70395797
0.70723301
0.71050400
0.71378201
0.71706998
0.72041702
0.72369999
0.72704703
