n,arch,status,test_rmse,elapsed_sec,activation,batch_size,coriolis_hidden,coriolis_matrix_form,coriolis_structural,correction_dropout,correction_gain_ramp_frac,correction_reg_inertia_normalize,data_train_fraction,data_train_seed,dropout,early_stop_metric,early_stopping,ema_decay,enable_passivity_loss,epochs,feature_noise_std,friction_form,friction_hidden,grad_clip_norm,gravity_hidden,hidden_layers,inertia_hidden,inertia_psd,joint_loss_weights,lambda_correction_decay,lambda_correction_reg,lambda_correction_reg_per_component,lambda_passivity,learning_rate,lr_scheduler,min_delta,optimizer,patience,phi_lr_ratio,physics_warmup_fraction,physics_weight,print_every,seed,snapshot_every,spectral_norm,stride,torch_compile,torch_compile_mode,use_friction_qdd,use_phys_cond,warmup_cosine_min_factor,weight_decay
78,fnn,ok,0.085371,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
79,fnn,ok,0.085111,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
80,fnn,ok,0.085103,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
81,fnn,ok,0.084792,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
82,fnn,ok,0.084621,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
83,fnn,ok,0.084542,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
84,fnn,ok,0.084249,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
85,fnn,ok,0.084095,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
86,fnn,ok,0.083517,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
87,fnn,ok,0.083441,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
88,fnn,ok,0.083423,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
89,fnn,ok,0.083319,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
90,fnn,ok,0.082915,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
91,fnn,ok,0.082402,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
92,fnn,ok,0.082256,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
93,fnn,ok,0.08211,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
94,fnn,ok,0.081721,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
95,fnn,ok,0.081359,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
96,fnn,ok,0.081269,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
97,fnn,ok,0.081062,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
98,fnn,ok,0.080924,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
99,fnn,ok,0.080726,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
100,fnn,ok,0.080467,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
101,fnn,ok,0.086543,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
102,fnn,ok,0.08656,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
103,fnn,ok,0.08697,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
104,fnn,ok,0.090197,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
105,fnn,ok,0.093236,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
106,fnn,ok,0.093144,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
107,fnn,ok,0.092661,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
108,fnn,ok,0.092235,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
109,fnn,ok,0.091996,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
110,fnn,ok,0.091905,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
111,fnn,ok,0.091888,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
112,fnn,ok,0.091598,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
113,fnn,ok,0.091506,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
114,fnn,ok,0.091149,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
115,fnn,ok,0.09099,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
116,fnn,ok,0.090517,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
117,fnn,ok,0.090079,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
118,fnn,ok,0.087161,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
119,fnn,ok,0.089607,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
120,fnn,ok,0.089489,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
121,fnn,ok,0.089267,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
122,fnn,ok,0.089188,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
123,fnn,ok,0.08917,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
124,fnn,ok,0.088983,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
125,fnn,ok,0.088719,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
126,fnn,ok,0.088405,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
127,fnn,ok,0.088198,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
128,fnn,ok,0.088148,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
129,fnn,ok,0.087838,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
130,fnn,ok,0.08764,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
131,fnn,ok,0.080411,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
132,fnn,ok,0.080354,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
133,physreg,ok,0.090361,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
134,physreg,ok,0.085817,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
135,physreg,ok,0.085678,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.5,,42,0,,1,True,reduce-overhead,,,,0.005
136,physreg,ok,0.085334,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
137,physreg,ok,0.085295,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
138,physreg,ok,0.085117,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.5,,42,0,,1,True,reduce-overhead,,,,0.005
139,physreg,ok,0.08506,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
140,physreg,ok,0.084998,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.5,,42,0,,1,True,reduce-overhead,,,,0.005
141,physreg,ok,0.084953,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
142,physreg,ok,0.084676,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.5,,42,0,,1,True,reduce-overhead,,,,0.005
143,physreg,ok,0.084653,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
144,physreg,ok,0.084595,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.5,,42,0,,1,True,reduce-overhead,,,,0.005
145,physreg,ok,0.083956,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
146,physreg,ok,0.083484,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
147,physreg,ok,0.08327,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
148,physreg,ok,0.083198,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
149,physreg,ok,0.082833,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
150,physreg,ok,0.082686,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
151,physreg,ok,0.082608,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
152,physreg,ok,0.082309,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,1.0,,42,0,,1,True,reduce-overhead,,,,0.005
153,physreg,ok,0.082129,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
154,physreg,ok,0.081968,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
155,physreg,ok,0.086076,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
156,physreg,ok,0.08616,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
157,physreg,ok,0.086286,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
158,physreg,ok,0.088862,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
159,physreg,ok,0.090313,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.5,,42,0,,1,True,reduce-overhead,,,,0.005
160,physreg,ok,0.090209,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.5,,42,0,,1,True,reduce-overhead,,,,0.005
161,physreg,ok,0.089813,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
162,physreg,ok,0.089515,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
163,physreg,ok,0.089275,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
164,physreg,ok,0.089102,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
165,physreg,ok,0.088997,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
166,physreg,ok,0.088996,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
167,physreg,ok,0.088952,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
168,physreg,ok,0.088487,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
169,physreg,ok,0.086294,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
170,physreg,ok,0.088463,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
171,physreg,ok,0.088292,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.5,,42,0,,1,True,reduce-overhead,,,,0.005
172,physreg,ok,0.087749,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
173,physreg,ok,0.087736,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
174,physreg,ok,0.087514,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
175,physreg,ok,0.087194,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,2.0,,42,0,,1,True,reduce-overhead,,,,0.005
176,physreg,ok,0.086964,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
177,physreg,ok,0.086877,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.25,,42,0,,1,True,reduce-overhead,,,,0.005
178,physreg,ok,0.086638,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
179,physreg,ok,0.08144,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.1,,42,0,,1,True,reduce-overhead,,,,0.005
180,physreg,ok,0.0814,0.0,silu,512,,,,,,,1.0,42,0.1,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,0.1,0.05,0.05,,42,0,,1,True,reduce-overhead,,,,0.005
