epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.18819909,0.16840601,0.10715228,0.09592035,0.18932327,3.17291932e-02,1.14310711e-05,1.18231005e-05,2.91860060e-02
2,0.16643131,0.16145697,0.10256012,0.09457981,0.17130128,6.32718781e-02,4.11740906e-05,1.24719256e-05,6.30520811e-02
3,0.16185118,0.15824739,0.10145211,0.09372816,0.16788341,6.92644834e-02,1.09221741e-04,2.86254347e-05,7.12490990e-02
4,0.15917145,0.15533055,0.10076134,0.09296205,0.16552554,7.14815366e-02,1.89811360e-04,4.33663078e-05,7.46451144e-02
5,0.15680353,0.15330541,0.10014198,0.09250868,0.16346895,7.36204460e-02,2.81981448e-04,6.90629233e-05,7.71309566e-02
6,0.15493459,0.15142342,0.09964739,0.09197931,0.16190957,7.53134528e-02,3.87640575e-04,9.13975917e-05,7.91598328e-02
7,0.15329137,0.15017087,0.09920180,0.09171094,0.16057497,7.68936321e-02,5.04340164e-04,1.26088614e-04,8.09060165e-02
8,0.15190771,0.14879566,0.09884151,0.09138526,0.15945614,7.83704975e-02,6.28084810e-04,1.62705794e-04,8.21067894e-02
9,0.15057842,0.14763984,0.09846824,0.09101861,0.15835663,7.95736087e-02,7.64638016e-04,2.08401988e-04,8.31852933e-02
10,0.14939590,0.14674138,0.09814577,0.09084103,0.15738446,8.10952130e-02,9.23849065e-04,2.61126279e-04,8.41805642e-02
11,0.14832668,0.14567840,0.09784841,0.09067511,0.15646786,8.18086214e-02,1.09661349e-03,3.29875438e-04,8.51692865e-02
12,0.14722141,0.14526301,0.09755145,0.09051988,0.15551846,8.28322181e-02,1.26502818e-03,4.08464399e-04,8.59625216e-02
13,0.14640839,0.14456716,0.09731937,0.09043113,0.15482058,8.36714062e-02,1.47707608e-03,5.00468169e-04,8.65137454e-02
14,0.14558898,0.14399323,0.09709165,0.09037676,0.15410889,8.42955006e-02,1.70704615e-03,6.05283438e-04,8.70601622e-02
15,0.14485638,0.14359518,0.09687512,0.09028215,0.15348809,8.54621043e-02,1.96991278e-03,7.21960254e-04,8.75421701e-02
16,0.14407957,0.14332982,0.09666409,0.09022657,0.15280137,8.63203138e-02,2.25470170e-03,8.55936414e-04,8.78976979e-02
17,0.14341881,0.14301405,0.09647432,0.09017041,0.15221494,8.69648371e-02,2.56096019e-03,9.98422064e-04,8.82371402e-02
18,0.14283875,0.14281277,0.09631543,0.09018545,0.15172758,8.81036117e-02,2.89418127e-03,1.15765181e-03,8.84462326e-02
19,0.14215181,0.14208097,0.09611689,0.08999079,0.15110227,8.90031447e-02,3.24330109e-03,1.32721030e-03,8.84259423e-02
20,0.14159973,0.14208806,0.09595474,0.09005420,0.15062758,8.98233989e-02,3.62794564e-03,1.51305557e-03,8.87719668e-02
21,0.14112032,0.14195892,0.09581934,0.09005136,0.15019039,9.04020439e-02,3.99733158e-03,1.70664227e-03,8.87897272e-02
22,0.14061291,0.14129881,0.09568384,0.08986958,0.14972557,9.12353336e-02,4.41551527e-03,1.91148002e-03,8.89486514e-02
23,0.14008074,0.14099758,0.09553137,0.08984565,0.14923690,9.21488460e-02,4.87642382e-03,2.13323517e-03,8.87623938e-02
24,0.13971219,0.14102224,0.09542313,0.08987518,0.14891840,9.27358632e-02,5.35096468e-03,2.35417151e-03,8.89545233e-02
25,0.13928201,0.14056822,0.09531350,0.08982592,0.14849970,9.32397220e-02,5.83378009e-03,2.59688123e-03,8.88701004e-02
26,0.13879612,0.14000442,0.09518181,0.08976251,0.14805271,9.41182939e-02,6.30101492e-03,2.84418711e-03,8.87513280e-02
27,0.13845879,0.13998106,0.09509449,0.08974654,0.14772987,9.44809198e-02,6.83025072e-03,3.10585025e-03,8.87872563e-02
28,0.13802111,0.13963541,0.09497512,0.08969329,0.14732232,9.51037309e-02,7.46085973e-03,3.37254146e-03,8.85818566e-02
29,0.13763277,0.13898727,0.09487766,0.08955676,0.14695454,9.57261191e-02,8.02216597e-03,3.65476786e-03,8.85706261e-02
30,0.13722304,0.13881462,0.09474088,0.08956140,0.14658010,9.62836747e-02,8.65333476e-03,3.93994921e-03,8.84391576e-02
31,0.13685137,0.13832785,0.09463352,0.08943994,0.14621600,9.67880425e-02,9.18798053e-03,4.24324467e-03,8.82586795e-02
32,0.13639918,0.13838234,0.09450440,0.08947909,0.14580799,9.74914092e-02,9.88353568e-03,4.53754847e-03,8.81135474e-02
33,0.13593336,0.13801583,0.09437324,0.08940964,0.14537133,9.80066323e-02,1.05242488e-02,4.85017395e-03,8.81433905e-02
34,0.13551020,0.13742998,0.09425905,0.08928692,0.14498562,9.87419653e-02,1.12094571e-02,5.17335420e-03,8.80147420e-02
35,0.13498734,0.13714237,0.09409604,0.08924737,0.14450648,9.93279257e-02,1.18854110e-02,5.50322049e-03,8.79250615e-02
36,0.13462782,0.13670822,0.09399262,0.08910322,0.14416727,9.98210588e-02,1.27408772e-02,5.83548844e-03,8.77907151e-02
37,0.13426966,0.13669996,0.09387823,0.08914707,0.14383602,1.00435334e-01,1.34765844e-02,6.17924407e-03,8.75840810e-02
38,0.13395646,0.13657652,0.09377606,0.08915442,0.14357523,1.00870946e-01,1.41615564e-02,6.53653294e-03,8.77253879e-02
39,0.13338428,0.13630661,0.09360119,0.08898290,0.14304764,1.01514877e-01,1.50804030e-02,6.88535273e-03,8.74750846e-02
40,0.13308211,0.13574192,0.09347980,0.08885124,0.14278014,1.01969889e-01,1.59168629e-02,7.26299207e-03,8.74241752e-02
41,0.13259724,0.13620166,0.09332330,0.08889410,0.14235217,1.02710561e-01,1.68039636e-02,7.65358969e-03,8.73616858e-02
42,0.13238837,0.13574522,0.09325256,0.08881035,0.14214502,1.03030972e-01,1.76163894e-02,8.03064981e-03,8.73085922e-02
43,0.13203631,0.13520752,0.09314137,0.08859611,0.14184835,1.03678141e-01,1.85488461e-02,8.42747226e-03,8.73481671e-02
44,0.13171741,0.13529716,0.09301812,0.08871401,0.14156001,1.03949021e-01,1.96115659e-02,8.82568670e-03,8.72673603e-02
45,0.13145443,0.13618416,0.09293123,0.08887387,0.14134440,1.04571903e-01,2.05035968e-02,9.24491064e-03,8.74160670e-02
46,0.13111396,0.13606658,0.09283414,0.08889040,0.14102574,1.04943420e-01,2.14434163e-02,9.65831392e-03,8.74165628e-02
47,0.13072856,0.13528309,0.09269172,0.08868269,0.14068488,1.05358233e-01,2.26180296e-02,1.01030871e-02,8.73295106e-02
48,0.13037399,0.13550944,0.09257239,0.08874128,0.14038707,1.05922209e-01,2.34611432e-02,1.05196879e-02,8.74206080e-02
49,0.13025782,0.13550996,0.09251023,0.08871561,0.14028335,1.06313634e-01,2.46151251e-02,1.09891564e-02,8.74666433e-02
50,0.12970593,0.13555287,0.09232648,0.08866126,0.13980653,1.06968708e-01,2.56164643e-02,1.14282618e-02,8.75354456e-02
51,0.12957046,0.13490571,0.09227056,0.08858809,0.13971410,1.07387346e-01,2.67639165e-02,1.18675453e-02,8.77632650e-02
52,0.12930342,0.13556663,0.09217317,0.08866929,0.13945814,1.07641848e-01,2.78297369e-02,1.23604973e-02,8.76418003e-02
53,0.12891011,0.13496649,0.09204956,0.08849957,0.13911031,1.08175326e-01,2.89297922e-02,1.28254577e-02,8.76282451e-02
54,0.12862382,0.13494693,0.09190426,0.08862089,0.13885055,1.08642582e-01,3.02271202e-02,1.32996985e-02,8.75941192e-02
55,0.12822443,0.13514982,0.09178541,0.08859363,0.13854273,1.09275430e-01,3.14568626e-02,1.37911252e-02,8.76656256e-02
56,0.12799376,0.13535293,0.09167247,0.08858077,0.13833272,1.09628728e-01,3.25250315e-02,1.43049888e-02,8.76962649e-02
57,0.12778821,0.13528803,0.09160710,0.08870266,0.13815743,1.09963773e-01,3.38555378e-02,1.48351422e-02,8.75994179e-02
58,0.12735944,0.13519761,0.09144480,0.08859339,0.13778522,1.10453298e-01,3.50906824e-02,1.53646071e-02,8.76064841e-02
59,0.12699939,0.13517043,0.09133348,0.08857649,0.13748457,1.11055868e-01,3.67227167e-02,1.58535972e-02,8.76634861e-02
60,0.12681205,0.13501801,0.09124720,0.08865720,0.13731651,1.11227608e-01,3.76699646e-02,1.63978855e-02,8.78854090e-02
61,0.12642412,0.13525722,0.09107717,0.08857177,0.13700021,1.11585921e-01,3.95178981e-02,1.69314285e-02,8.80368033e-02
62,0.12597806,0.13552383,0.09093550,0.08860364,0.13662150,1.12195820e-01,4.09522519e-02,1.74480109e-02,8.78081237e-02
63,0.12588810,0.13532006,0.09089563,0.08860196,0.13657467,1.12485688e-01,4.22974066e-02,1.80276285e-02,8.80592592e-02
64,0.12540178,0.13528948,0.09070779,0.08862183,0.13614508,1.13072030e-01,4.39383451e-02,1.86254281e-02,8.79522841e-02
65,0.12504225,0.13555416,0.09059572,0.08862179,0.13585897,1.13587645e-01,4.53778947e-02,1.91329823e-02,8.80080524e-02
66,0.12491410,0.13524250,0.09052451,0.08862101,0.13576021,1.13626096e-01,4.69018515e-02,1.97196102e-02,8.80024278e-02
67,0.12434085,0.13536998,0.09033249,0.08858516,0.13527538,1.14234623e-01,4.84400380e-02,2.03002485e-02,8.78692634e-02
68,0.12417417,0.13514001,0.09025050,0.08856543,0.13515737,1.14614605e-01,4.95787369e-02,2.08942872e-02,8.80038057e-02
69,0.12390045,0.13502034,0.09012968,0.08855122,0.13492316,1.14745888e-01,5.11510793e-02,2.14437968e-02,8.81641567e-02
70,0.12342741,0.13548588,0.08996784,0.08853937,0.13454596,1.15283233e-01,5.28691888e-02,2.20449819e-02,8.80272923e-02
71,0.12315981,0.13575945,0.08987844,0.08852854,0.13432054,1.15639914e-01,5.37505330e-02,2.26699179e-02,8.83131831e-02
72,0.12291469,0.13502703,0.08979891,0.08849363,0.13412023,1.15701780e-01,5.55000259e-02,2.33054609e-02,8.83028503e-02
73,0.12244524,0.13526474,0.08961611,0.08842414,0.13372190,1.16370577e-01,5.68950922e-02,2.39111858e-02,8.83061256e-02
74,0.12223512,0.13576090,0.08952642,0.08846519,0.13358674,1.16619262e-01,5.88121648e-02,2.44989303e-02,8.84889466e-02
75,0.12207210,0.13598793,0.08945689,0.08844703,0.13345872,1.16933842e-01,5.98543028e-02,2.51914311e-02,8.84600472e-02
76,0.12174993,0.13601328,0.08930642,0.08846497,0.13319051,1.17099098e-01,6.12320841e-02,2.58246345e-02,8.86698945e-02
77,0.12129691,0.13515661,0.08911724,0.08838516,0.13282707,1.17631061e-01,6.26173963e-02,2.64253960e-02,8.86564699e-02
78,0.12105550,0.13554769,0.08904617,0.08837792,0.13262586,1.17804052e-01,6.42735097e-02,2.70340828e-02,8.86669156e-02
79,0.12058861,0.13599811,0.08886999,0.08834166,0.13223732,1.18188079e-01,6.55396671e-02,2.76924790e-02,8.89065061e-02
80,0.12043514,0.13553577,0.08883708,0.08825435,0.13211907,1.18115930e-01,6.71882678e-02,2.83537706e-02,8.90041015e-02
81,0.12025740,0.13552461,0.08875073,0.08833319,0.13200699,1.18585344e-01,6.82931532e-02,2.89368278e-02,8.91168755e-02
82,0.11999517,0.13556789,0.08866805,0.08830548,0.13176686,1.18373201e-01,7.00071276e-02,2.96476057e-02,8.91712713e-02
83,0.11970181,0.13522793,0.08855274,0.08830825,0.13154411,1.18768063e-01,7.15952353e-02,3.03318669e-02,8.94394395e-02
84,0.11941080,0.13602267,0.08844757,0.08833539,0.13129962,1.18910835e-01,7.27253058e-02,3.09053416e-02,8.92577092e-02
85,0.11897612,0.13539541,0.08829497,0.08811520,0.13095911,1.19362909e-01,7.47900070e-02,3.16040093e-02,8.94068431e-02
86,0.11878484,0.13524744,0.08822605,0.08818206,0.13080883,1.19485670e-01,7.59531112e-02,3.23011160e-02,8.94677005e-02
87,0.11858996,0.13576106,0.08812804,0.08828955,0.13067634,1.19572183e-01,7.81047047e-02,3.29672900e-02,8.96601581e-02
88,0.11831063,0.13603775,0.08803626,0.08835130,0.13043458,1.19794191e-01,7.88108226e-02,3.36533219e-02,8.97212090e-02
89,0.11801906,0.13546571,0.08793095,0.08806748,0.13018919,1.19832686e-01,8.03478312e-02,3.43271323e-02,8.97184388e-02
90,0.11776453,0.13537024,0.08785642,0.08797947,0.13000999,1.20055775e-01,8.20577547e-02,3.49484897e-02,8.98769487e-02
91,0.11743693,0.13528861,0.08769683,0.08795550,0.12971872,1.20130346e-01,8.38020006e-02,3.56702606e-02,8.96309614e-02
92,0.11722168,0.13543897,0.08765609,0.08794913,0.12958250,1.20333591e-01,8.54731354e-02,3.63835303e-02,8.99402912e-02
93,0.11694142,0.13587911,0.08754655,0.08832603,0.12933513,1.20315717e-01,8.68162543e-02,3.70594347e-02,9.00028412e-02
94,0.11668552,0.13536873,0.08746337,0.08785881,0.12915236,1.20742393e-01,8.85862221e-02,3.77121920e-02,8.97451947e-02
95,0.11639615,0.13493552,0.08733209,0.08777405,0.12890784,1.20692682e-01,8.96062460e-02,3.84567847e-02,8.98112617e-02
96,0.11610197,0.13471926,0.08722360,0.08776597,0.12867691,1.20846527e-01,9.11638742e-02,3.91883937e-02,9.01105133e-02
97,0.11591765,0.13429627,0.08716399,0.08770368,0.12852798,1.20922049e-01,9.26189442e-02,3.97844553e-02,8.99008748e-02
98,0.11557012,0.13446436,0.08705562,0.08772387,0.12826095,1.21231509e-01,9.38953871e-02,4.05602890e-02,9.01056855e-02
99,0.11549165,0.13415480,0.08700766,0.08772527,0.12822677,1.21389984e-01,9.60271371e-02,4.13308846e-02,8.98448168e-02
100,0.11520273,0.13467356,0.08693746,0.08777812,0.12798845,1.21302685e-01,9.67047931e-02,4.20114412e-02,8.98588451e-02
101,0.11486191,0.13375062,0.08679650,0.08737570,0.12772045,1.21523600e-01,9.74915926e-02,4.26490245e-02,8.99292652e-02
102,0.11452361,0.13427969,0.08664714,0.08756768,0.12747223,1.21751492e-01,9.97017672e-02,4.35394297e-02,8.98832539e-02
103,0.11446859,0.13342781,0.08662339,0.08733889,0.12744290,1.21700181e-01,1.01387191e-01,4.42010772e-02,8.98713087e-02
104,0.11423100,0.13418399,0.08653177,0.08761992,0.12723471,1.21757381e-01,1.02034272e-01,4.49088232e-02,8.97655889e-02
