epoch,train_loss,val_loss,train_rmse,val_rmse,w_d,w_p
1,0.63488340,0.27981030,0.72353108,0.12624537,1.00000000,0.00000000
2,0.38847259,0.25538747,0.57274380,0.11882020,0.99600000,0.00400000
3,0.33118869,0.24678994,0.53102959,0.11577851,0.99200000,0.00800000
4,0.29887118,0.23782049,0.50549487,0.11335296,0.98800000,0.01200000
5,0.27516891,0.23250187,0.48571430,0.11112732,0.98400000,0.01600000
6,0.25633429,0.22545156,0.46901949,0.10946694,0.98000000,0.02000000
7,0.24024366,0.22144508,0.45421719,0.10842740,0.97600000,0.02400000
8,0.22622585,0.21601399,0.44082951,0.10730182,0.97200000,0.02800000
9,0.21348771,0.21218730,0.42821247,0.10639940,0.96800000,0.03200000
10,0.20338345,0.20921881,0.41780765,0.10533131,0.96400000,0.03600000
11,0.19354935,0.20449399,0.40751125,0.10351409,0.96000000,0.04000000
12,0.18510758,0.19946979,0.39858347,0.10257785,0.95600000,0.04400000
13,0.17800950,0.19471562,0.39076632,0.10118894,0.95200000,0.04800000
14,0.17117566,0.19464181,0.38302660,0.10095112,0.94800000,0.05200000
15,0.16567294,0.19103330,0.37675651,0.09996702,0.94400000,0.05600000
16,0.16026682,0.18954956,0.37029456,0.09928349,0.94000000,0.06000000
17,0.15580955,0.18770364,0.36497539,0.09854720,0.93600000,0.06400000
18,0.15132961,0.18714831,0.35946717,0.09855200,0.93200000,0.06800000
19,0.14763006,0.18443328,0.35486081,0.09768517,0.92800000,0.07200000
20,0.14365097,0.18140632,0.34975428,0.09745669,0.92400000,0.07600000
21,0.14059743,0.18302865,0.34559743,0.09722322,0.92000000,0.08000000
22,0.13778246,0.17753241,0.34189063,0.09666720,0.91600000,0.08400000
23,0.13466718,0.17545943,0.33757001,0.09693017,0.91200000,0.08800000
24,0.13253604,0.17612681,0.33457462,0.09596552,0.90800000,0.09200000
25,0.12995679,0.17372407,0.33096345,0.09577760,0.90400000,0.09600000
26,0.12791300,0.17454278,0.32810133,0.09617247,0.90000000,0.10000000
27,0.12571372,0.17129320,0.32482385,0.09565480,0.89600000,0.10400000
28,0.12374571,0.17101411,0.32182460,0.09568221,0.89200000,0.10800000
29,0.12205135,0.17449567,0.31939636,0.09555929,0.88800000,0.11200000
30,0.12029695,0.17074944,0.31671217,0.09582272,0.88400000,0.11600000
31,0.11872499,0.16746344,0.31420983,0.09482091,0.88000000,0.12000000
32,0.11734983,0.16985657,0.31214294,0.09499100,0.87600000,0.12400000
33,0.11569267,0.16713298,0.30950191,0.09463952,0.87200000,0.12800000
34,0.11428096,0.16907495,0.30722693,0.09485273,0.86800000,0.13200000
35,0.11329331,0.16599052,0.30550815,0.09453297,0.86400000,0.13600000
36,0.11202488,0.16874800,0.30349293,0.09425592,0.86000000,0.14000000
37,0.11072939,0.16446560,0.30135959,0.09432090,0.85600000,0.14400000
38,0.10982455,0.16503736,0.29989256,0.09415195,0.85200000,0.14800000
39,0.10874034,0.16426473,0.29803831,0.09364958,0.84800000,0.15200000
40,0.10804353,0.16244859,0.29692168,0.09389759,0.84400000,0.15600000
41,0.10698822,0.16503185,0.29499704,0.09451863,0.84000000,0.16000000
42,0.10613751,0.16124418,0.29350181,0.09348031,0.83600000,0.16400000
43,0.10538048,0.16154375,0.29226074,0.09332719,0.83200000,0.16800000
44,0.10453814,0.16089674,0.29078309,0.09307700,0.82800000,0.17200000
45,0.10378412,0.16405337,0.28947500,0.09370216,0.82400000,0.17600000
46,0.10295507,0.16244769,0.28793266,0.09437682,0.82000000,0.18000000
47,0.10248965,0.16125379,0.28715021,0.09348919,0.81600000,0.18400000
48,0.10198051,0.15934699,0.28633055,0.09293894,0.81200000,0.18800000
49,0.10117514,0.16335916,0.28505299,0.09372715,0.80800000,0.19200000
50,0.10075438,0.16147940,0.28408527,0.09355616,0.80400000,0.19600000
51,0.10027730,0.16255831,0.28332764,0.09318140,0.80000000,0.20000000
52,0.09946118,0.16082136,0.28176173,0.09335260,0.80000000,0.20000000
53,0.09901410,0.16151678,0.28076636,0.09371078,0.80000000,0.20000000
54,0.09842997,0.16170089,0.27965541,0.09386828,0.80000000,0.20000000
55,0.09777905,0.15935296,0.27832878,0.09302604,0.80000000,0.20000000
56,0.09720486,0.16102062,0.27708343,0.09313970,0.80000000,0.20000000
57,0.09656049,0.16221999,0.27581123,0.09312818,0.80000000,0.20000000
58,0.09633392,0.16129560,0.27536639,0.09316740,0.80000000,0.20000000
59,0.09563219,0.16157042,0.27390727,0.09323605,0.80000000,0.20000000
60,0.09529017,0.16358709,0.27315742,0.09445451,0.80000000,0.20000000
61,0.09485700,0.16277253,0.27217576,0.09425152,0.80000000,0.20000000
62,0.09432713,0.16072066,0.27105919,0.09348130,0.80000000,0.20000000
63,0.09404529,0.16166867,0.27055500,0.09330094,0.80000000,0.20000000
64,0.09341803,0.15952652,0.26910853,0.09281859,0.80000000,0.20000000
65,0.09323547,0.16438695,0.26868997,0.09410197,0.80000000,0.20000000
66,0.09279073,0.16369635,0.26781856,0.09410898,0.80000000,0.20000000
