epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19887077,0.18537828,0.10933417,0.09934631,0.19888648,0.10316014,2.20031322e-02,7.59392916e-05,2.15190029e-05,1.41628489e-02
2,0.17979090,0.16655552,0.10536122,0.09554254,0.17990583,0.10247881,6.07916584e-02,6.02408433e-04,2.25085945e-04,4.26490213e-02
3,0.16574401,0.16054543,0.10235602,0.09430414,0.16604045,0.10163630,7.30616046e-02,1.95091503e-03,6.32140669e-04,7.03751116e-02
4,0.16090597,0.15766582,0.10108197,0.09343799,0.16131796,0.10071075,8.12791381e-02,3.96477172e-03,1.19181667e-03,8.21263929e-02
5,0.15822761,0.15466401,0.10029650,0.09280068,0.15867271,0.09974923,8.54198097e-02,6.61498484e-03,2.10225478e-03,8.61187914e-02
6,0.15620922,0.15216004,0.09977904,0.09228056,0.15668041,0.09876809,8.79157213e-02,1.00515044e-02,3.45071563e-03,8.91392333e-02
7,0.15444093,0.15002939,0.09932632,0.09177319,0.15492861,0.09778556,8.92209244e-02,1.41508043e-02,5.44855207e-03,9.12952172e-02
8,0.15289715,0.14847527,0.09892302,0.09155167,0.15340365,0.09682548,9.04439890e-02,1.91601865e-02,8.04857607e-03,9.33437580e-02
9,0.15152763,0.14676309,0.09859290,0.09114057,0.15205245,0.09590168,9.18110638e-02,2.49751863e-02,1.12595474e-02,9.50093862e-02
10,0.15037714,0.14601003,0.09833427,0.09098488,0.15091939,0.09504970,9.33041686e-02,3.18820029e-02,1.50733810e-02,9.62171943e-02
11,0.14921356,0.14477617,0.09801175,0.09080823,0.14977318,0.09426031,9.44214378e-02,3.95175913e-02,1.92547989e-02,9.72924899e-02
12,0.14825546,0.14413076,0.09778108,0.09072942,0.14883608,0.09356014,9.58980653e-02,4.89157240e-02,2.38074510e-02,9.84802915e-02
13,0.14712332,0.14318099,0.09748599,0.09057789,0.14772394,0.09292962,9.70064878e-02,5.87397122e-02,2.86599887e-02,9.92881901e-02
14,0.14616902,0.14262151,0.09723985,0.09043489,0.14679139,0.09237551,9.81868244e-02,6.96288660e-02,3.36339540e-02,1.00284423e-01
15,0.14525558,0.14191288,0.09699852,0.09033049,0.14590353,0.09190427,9.96719619e-02,8.11808808e-02,3.90950997e-02,1.01142564e-01
16,0.14439958,0.14105139,0.09677939,0.09025806,0.14507577,0.09149538,1.00482362e-01,9.38514587e-02,4.46534379e-02,1.02218759e-01
17,0.14353314,0.14069663,0.09655211,0.09014531,0.14424181,0.09115887,1.01693980e-01,1.07812900e-01,5.08486270e-02,1.02998998e-01
18,0.14272563,0.14025416,0.09632760,0.09009457,0.14346824,0.09087507,1.02422822e-01,1.22045872e-01,5.72468491e-02,1.03505012e-01
19,0.14194888,0.13967635,0.09609953,0.08992007,0.14273376,0.09062931,1.03436136e-01,1.38788865e-01,6.42326530e-02,1.04197045e-01
20,0.14133408,0.13967834,0.09591905,0.09004597,0.14216429,0.09043359,1.04226509e-01,1.53941874e-01,7.14303924e-02,1.04583715e-01
21,0.14071723,0.13920202,0.09575286,0.08988534,0.14160273,0.09026259,1.05696147e-01,1.72256889e-01,7.90109547e-02,1.04873910e-01
22,0.14012954,0.13862991,0.09557675,0.08979168,0.14107426,0.09011022,1.06269585e-01,1.89933825e-01,8.72379677e-02,1.04908516e-01
23,0.13955125,0.13830830,0.09540406,0.08967849,0.14056362,0.08996584,1.06992326e-01,2.09275641e-01,9.53590919e-02,1.05127384e-01
24,0.13881583,0.13799025,0.09518051,0.08960348,0.13990067,0.08983674,1.07972161e-01,2.26302692e-01,1.03945475e-01,1.04962773e-01
25,0.13825737,0.13741141,0.09500013,0.08943901,0.13942969,0.08970708,1.08360741e-01,2.49318074e-01,1.13083019e-01,1.04884954e-01
26,0.13754627,0.13688657,0.09480020,0.08936451,0.13881017,0.08959350,1.09451941e-01,2.67664816e-01,1.21832820e-01,1.04788711e-01
27,0.13673760,0.13632483,0.09455569,0.08917302,0.13810602,0.08947197,1.09952440e-01,2.88980390e-01,1.31312937e-01,1.04762755e-01
28,0.13616752,0.13565000,0.09437616,0.08910478,0.13765805,0.08936130,1.10770323e-01,3.14015593e-01,1.41159523e-01,1.04592574e-01
29,0.13541943,0.13563724,0.09415596,0.08904071,0.13703200,0.08926098,1.11706988e-01,3.33590949e-01,1.50990405e-01,1.04612354e-01
30,0.13483084,0.13466672,0.09396682,0.08883724,0.13657348,0.08915702,1.11982213e-01,3.56292862e-01,1.60793354e-01,1.04304841e-01
31,0.13393587,0.13426938,0.09369429,0.08871234,0.13583574,0.08905296,1.12864621e-01,3.79324873e-01,1.71298604e-01,1.04332281e-01
32,0.13310493,0.13353739,0.09345876,0.08845292,0.13516159,0.08893421,1.13592985e-01,4.03005542e-01,1.81436747e-01,1.04121412e-01
33,0.13247814,0.13323978,0.09323426,0.08836473,0.13469595,0.08882415,1.14077040e-01,4.26770039e-01,1.90750524e-01,1.03854872e-01
34,0.13153132,0.13243875,0.09292891,0.08813850,0.13392140,0.08870950,1.14825293e-01,4.47128997e-01,2.01318988e-01,1.03638610e-01
35,0.13078055,0.13241731,0.09271622,0.08810955,0.13336972,0.08860550,1.15740844e-01,4.70921451e-01,2.11643626e-01,1.03698303e-01
36,0.12988916,0.13175266,0.09241286,0.08790891,0.13267340,0.08849750,1.16120819e-01,4.91543910e-01,2.22520584e-01,1.03480482e-01
