epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19888715,0.18540728,0.10933900,0.09933683,0.19896395,0.10316292,2.17986197e-02,8.37921225e-05,2.23477660e-05,1.40043642e-02
2,0.17989088,0.16667567,0.10537977,0.09553441,0.18044266,0.10249328,5.89762547e-02,1.73622344e-04,4.90271269e-05,4.18687930e-02
3,0.16592330,0.16037578,0.10239034,0.09420996,0.16732452,0.10167180,7.06483611e-02,5.76917345e-04,1.46462605e-04,6.83634606e-02
4,0.16101636,0.15738781,0.10110579,0.09332017,0.16293100,0.10077524,7.85184457e-02,1.06278372e-03,2.69376868e-04,7.91795360e-02
5,0.15833732,0.15445452,0.10032307,0.09269119,0.16039884,0.09984707,8.24304776e-02,1.66580481e-03,4.38349440e-04,8.29166134e-02
6,0.15632064,0.15204413,0.09980668,0.09218093,0.15849890,0.09890677,8.47801965e-02,2.46392585e-03,6.61776999e-04,8.57746208e-02
7,0.15456831,0.14998561,0.09935796,0.09168635,0.15681832,0.09796778,8.60375859e-02,3.29535935e-03,9.65083141e-04,8.78198579e-02
8,0.15303214,0.14849009,0.09895828,0.09146430,0.15536238,0.09705256,8.72224322e-02,4.28535036e-03,1.37453504e-03,8.97685935e-02
9,0.15167208,0.14685348,0.09862910,0.09107538,0.15407642,0.09617121,8.85278686e-02,5.43199253e-03,1.91641033e-03,9.13460667e-02
10,0.15052618,0.14617455,0.09837267,0.09093779,0.15299475,0.09535949,8.99775044e-02,6.74848983e-03,2.58785389e-03,9.24798765e-02
11,0.14937447,0.14492691,0.09805475,0.09075200,0.15189970,0.09460798,9.10429598e-02,8.25934732e-03,3.38555823e-03,9.34896245e-02
12,0.14841382,0.14432309,0.09782352,0.09067742,0.15100334,0.09394222,9.24364204e-02,1.01184167e-02,4.27594588e-03,9.46006069e-02
13,0.14729629,0.14338467,0.09753364,0.09052452,0.14993625,0.09334714,9.34770448e-02,1.20854059e-02,5.25807428e-03,9.53714557e-02
14,0.14635614,0.14285213,0.09729225,0.09038870,0.14904461,0.09282238,9.46071914e-02,1.42185894e-02,6.27682952e-03,9.63184598e-02
15,0.14546122,0.14221274,0.09705772,0.09030640,0.14820038,0.09237644,9.60273803e-02,1.66197466e-02,7.40205186e-03,9.71277544e-02
16,0.14463404,0.14131035,0.09684733,0.09021984,0.14742007,0.09199058,9.67869040e-02,1.91389671e-02,8.54471508e-03,9.81369294e-02
17,0.14380312,0.14106335,0.09663044,0.09014568,0.14663305,0.09167372,9.79358830e-02,2.19881817e-02,9.82278326e-03,9.88473609e-02
18,0.14304713,0.14064427,0.09642222,0.09010316,0.14590914,0.09140617,9.86578066e-02,2.50286593e-02,1.11311849e-02,9.93003273e-02
19,0.14232107,0.14010606,0.09620982,0.08994393,0.14521826,0.09117254,9.96494270e-02,2.83703931e-02,1.25970718e-02,9.99253191e-02
20,0.14176324,0.14017042,0.09604728,0.09008642,0.14469033,0.09098861,1.00413398e-01,3.15432715e-02,1.41148860e-02,1.00263767e-01
21,0.14121783,0.13974875,0.09590337,0.08995238,0.14418376,0.09082900,1.01835579e-01,3.53462938e-02,1.56992885e-02,1.00501459e-01
22,0.14071570,0.13920572,0.09575529,0.08987203,0.14369835,0.09068558,1.02390348e-01,3.91312704e-02,1.74364422e-02,1.00512432e-01
23,0.14022895,0.13895664,0.09561097,0.08978558,0.14324061,0.09055228,1.03111119e-01,4.31505715e-02,1.92019964e-02,1.00695472e-01
24,0.13960604,0.13873100,0.09542270,0.08975192,0.14263737,0.09043436,1.04081499e-01,4.69326286e-02,2.10005279e-02,1.00498141e-01
25,0.13918436,0.13827862,0.09528546,0.08963800,0.14223796,0.09031688,1.04474585e-01,5.18512691e-02,2.29579745e-02,1.00422032e-01
26,0.13860759,0.13787487,0.09512817,0.08961915,0.14169443,0.09021673,1.05552033e-01,5.60507501e-02,2.48886708e-02,1.00316656e-01
27,0.13797612,0.13745680,0.09493860,0.08947697,0.14109345,0.09010939,1.06047112e-01,6.11027229e-02,2.69842986e-02,1.00299101e-01
28,0.13759827,0.13699821,0.09481791,0.08948471,0.14075411,0.09001772,1.06842035e-01,6.68363253e-02,2.91539453e-02,1.00134351e-01
29,0.13704398,0.13720699,0.09465995,0.08949709,0.14023955,0.08993638,1.07755916e-01,7.18713933e-02,3.12727632e-02,1.00161101e-01
30,0.13668163,0.13637118,0.09454181,0.08935277,0.13990469,0.08985099,1.08014144e-01,7.70420240e-02,3.35418057e-02,9.99186268e-02
31,0.13602817,0.13619743,0.09434470,0.08930534,0.13930916,0.08976773,1.08892309e-01,8.34148454e-02,3.59003445e-02,9.99690901e-02
32,0.13545305,0.13573262,0.09418834,0.08913687,0.13878272,0.08967223,1.09594060e-01,8.95121910e-02,3.82581721e-02,9.97887922e-02
33,0.13509126,0.13563143,0.09404841,0.08913305,0.13847474,0.08958694,1.10067702e-01,9.56688166e-02,4.05157949e-02,9.95738304e-02
34,0.13443154,0.13508944,0.09383282,0.08902366,0.13786763,0.08950307,1.10775457e-01,1.01758648e-01,4.30036136e-02,9.94186796e-02
35,0.13400701,0.13539518,0.09372143,0.08908592,0.13751958,0.08943101,1.11623214e-01,1.07897890e-01,4.55953662e-02,9.95156996e-02
36,0.13342975,0.13501772,0.09351919,0.08900074,0.13700420,0.08936150,1.12001405e-01,1.13836339e-01,4.82343419e-02,9.93341538e-02
37,0.13287159,0.13471889,0.09333177,0.08896538,0.13651761,0.08929752,1.12723927e-01,1.21055424e-01,5.07737509e-02,9.92296112e-02
38,0.13232828,0.13447308,0.09315634,0.08884275,0.13605587,0.08922867,1.13244431e-01,1.27946588e-01,5.34291397e-02,9.92318986e-02
39,0.13175785,0.13366426,0.09297472,0.08859362,0.13557280,0.08914984,1.13845729e-01,1.35342937e-01,5.61727663e-02,9.90779719e-02
40,0.13117395,0.13367264,0.09276404,0.08872619,0.13508545,0.08908811,1.14506401e-01,1.42242047e-01,5.89987962e-02,9.89973702e-02
41,0.13064185,0.13236270,0.09259611,0.08835589,0.13464229,0.08900620,1.14878277e-01,1.49142580e-01,6.15596903e-02,9.89918774e-02
42,0.13012513,0.13299871,0.09242233,0.08843373,0.13423950,0.08893806,1.15651400e-01,1.56032946e-01,6.45593204e-02,9.91152439e-02
43,0.12956488,0.13333525,0.09223926,0.08851299,0.13376581,0.08888727,1.15878551e-01,1.60729776e-01,6.73823071e-02,9.90052578e-02
44,0.12888833,0.13230286,0.09200452,0.08824651,0.13321680,0.08882576,1.16704963e-01,1.66925392e-01,7.03622824e-02,9.90115977e-02
45,0.12842037,0.13216043,0.09182795,0.08814681,0.13283750,0.08875213,1.17041864e-01,1.72444291e-01,7.31686087e-02,9.89900572e-02
46,0.12791822,0.13242419,0.09167730,0.08825793,0.13244889,0.08870370,1.17338262e-01,1.79165464e-01,7.61984960e-02,9.90067533e-02
47,0.12748220,0.13118601,0.09151153,0.08786575,0.13212250,0.08862217,1.17986865e-01,1.83817739e-01,7.91994554e-02,9.90754891e-02
48,0.12682426,0.13125794,0.09126570,0.08787896,0.13159655,0.08854791,1.18431690e-01,1.91874515e-01,8.21578527e-02,9.89921080e-02
49,0.12631806,0.13121268,0.09111131,0.08779176,0.13119476,0.08847407,1.18509958e-01,1.96389717e-01,8.50558217e-02,9.92117992e-02
50,0.12578023,0.13031724,0.09091764,0.08758911,0.13077769,0.08838244,1.19090040e-01,2.02701803e-01,8.81104347e-02,9.90034633e-02
51,0.12525371,0.13079547,0.09075096,0.08765291,0.13036607,0.08830401,1.19653811e-01,2.06179064e-01,9.08608630e-02,9.91973204e-02
52,0.12450555,0.13055752,0.09047978,0.08755377,0.12975699,0.08823483,1.20167515e-01,2.14526652e-01,9.39386453e-02,9.90332060e-02
53,0.12412352,0.12954937,0.09033320,0.08713188,0.12949078,0.08812643,1.20632261e-01,2.18295167e-01,9.69158591e-02,9.89658233e-02
54,0.12319506,0.12910896,0.09003106,0.08709084,0.12872321,0.08803096,1.21114548e-01,2.26609751e-01,9.96185241e-02,9.94214279e-02
55,0.12277264,0.12970216,0.08987041,0.08713596,0.12841146,0.08794812,1.21528055e-01,2.30071559e-01,1.02742225e-01,9.93677680e-02
56,0.12242977,0.12882991,0.08974427,0.08697730,0.12818109,0.08786215,1.21621462e-01,2.34548503e-01,1.05500533e-01,9.91229276e-02
57,0.12168646,0.12774885,0.08949024,0.08671700,0.12759119,0.08776336,1.22345206e-01,2.41853467e-01,1.08287142e-01,9.91129056e-02
58,0.12116530,0.12834744,0.08932816,0.08680300,0.12719993,0.08767890,1.22273618e-01,2.44828866e-01,1.11185720e-01,9.93755620e-02
59,0.12063116,0.12785796,0.08912983,0.08653993,0.12680542,0.08758052,1.23117486e-01,2.50799503e-01,1.13832347e-01,9.93376911e-02
60,0.12006845,0.12723439,0.08892692,0.08653504,0.12638846,0.08749346,1.23239772e-01,2.56580675e-01,1.16945942e-01,9.91993615e-02
61,0.11941483,0.12725777,0.08872475,0.08631116,0.12587246,0.08738847,1.23378691e-01,2.62171321e-01,1.19263947e-01,9.92938206e-02
62,0.11895119,0.12643376,0.08854114,0.08589580,0.12552206,0.08725382,1.23861438e-01,2.64124402e-01,1.21896985e-01,9.90882281e-02
63,0.11818873,0.12695981,0.08829887,0.08596794,0.12492025,0.08713741,1.24033922e-01,2.70740502e-01,1.24759013e-01,9.91991722e-02
64,0.11781668,0.12624663,0.08814952,0.08573375,0.12466067,0.08701568,1.24197839e-01,2.75106380e-01,1.26916640e-01,9.90702371e-02
65,0.11705566,0.12607734,0.08791470,0.08585050,0.12402376,0.08690833,1.24905517e-01,2.77866648e-01,1.29269822e-01,9.90112036e-02
66,0.11671886,0.12521666,0.08778431,0.08544729,0.12380234,0.08678190,1.24586587e-01,2.81897858e-01,1.31593975e-01,9.90031345e-02
67,0.11597936,0.12493187,0.08751842,0.08538160,0.12319582,0.08665577,1.24940448e-01,2.83822513e-01,1.33845662e-01,9.88541049e-02
68,0.11551752,0.12499664,0.08731996,0.08516452,0.12285930,0.08652022,1.25359772e-01,2.89873523e-01,1.36272135e-01,9.87742995e-02
69,0.11466670,0.12433005,0.08707545,0.08507506,0.12212804,0.08638187,1.25600484e-01,2.92575419e-01,1.38394578e-01,9.88051152e-02
70,0.11417808,0.12416152,0.08689101,0.08494746,0.12178263,0.08624471,1.26079341e-01,2.97045229e-01,1.40703119e-01,9.88214221e-02
71,0.11378898,0.12424026,0.08675886,0.08494950,0.12148207,0.08611539,1.25924983e-01,3.00485189e-01,1.42259643e-01,9.84833756e-02
72,0.11333916,0.12442059,0.08657969,0.08477576,0.12115289,0.08598407,1.26151548e-01,3.05169122e-01,1.44222662e-01,9.84503337e-02
73,0.11263094,0.12375080,0.08631623,0.08447116,0.12053369,0.08583656,1.26417439e-01,3.04450946e-01,1.46215222e-01,9.83970950e-02
74,0.11204270,0.12347479,0.08612333,0.08435482,0.12005302,0.08568633,1.27029193e-01,3.07571043e-01,1.48152211e-01,9.80318650e-02
75,0.11154871,0.12281033,0.08593395,0.08422233,0.11967227,0.08553781,1.26883692e-01,3.11108929e-01,1.49725811e-01,9.82206951e-02
76,0.11105232,0.12279095,0.08576634,0.08413814,0.11927601,0.08539325,1.27000152e-01,3.13800590e-01,1.51662306e-01,9.79731588e-02
77,0.11061467,0.12283603,0.08562283,0.08415705,0.11890732,0.08526300,1.27360937e-01,3.16329086e-01,1.53095497e-01,9.77121814e-02
78,0.10999415,0.12204757,0.08540671,0.08386850,0.11836465,0.08511873,1.27543103e-01,3.18892206e-01,1.54352946e-01,9.75572319e-02
79,0.10954203,0.12199234,0.08524726,0.08379155,0.11801834,0.08498249,1.27456770e-01,3.21173816e-01,1.55838895e-01,9.75318318e-02
80,0.10901548,0.12158661,0.08504185,0.08364537,0.11758170,0.08484029,1.28032778e-01,3.21828168e-01,1.57695702e-01,9.72388930e-02
81,0.10851327,0.12120860,0.08488960,0.08359573,0.11714295,0.08470831,1.27885505e-01,3.24459304e-01,1.58530557e-01,9.73184869e-02
82,0.10801025,0.12049457,0.08471965,0.08347330,0.11668050,0.08457519,1.28426495e-01,3.25667831e-01,1.59543548e-01,9.67960318e-02
83,0.10772316,0.12026455,0.08459774,0.08331905,0.11649549,0.08443554,1.28233907e-01,3.27429762e-01,1.61246717e-01,9.67636091e-02
84,0.10719578,0.11994830,0.08443310,0.08303371,0.11601740,0.08428879,1.28430266e-01,3.31778807e-01,1.61338243e-01,9.65299301e-02
85,0.10668638,0.11947489,0.08422596,0.08304176,0.11556026,0.08415411,1.28385212e-01,3.31847644e-01,1.63077128e-01,9.64694770e-02
86,0.10627604,0.11865484,0.08409306,0.08276096,0.11520086,0.08401068,1.28907983e-01,3.32988399e-01,1.63915460e-01,9.60719478e-02
87,0.10588379,0.11942417,0.08394145,0.08285673,0.11485640,0.08388937,1.28852532e-01,3.34240607e-01,1.64407845e-01,9.58780224e-02
88,0.10555736,0.11889754,0.08380482,0.08263087,0.11457010,0.08376025,1.28868915e-01,3.35040146e-01,1.65482318e-01,9.56402999e-02
89,0.10499904,0.11899047,0.08363759,0.08265883,0.11407326,0.08363803,1.29374292e-01,3.35257961e-01,1.66639910e-01,9.54033732e-02
90,0.10462670,0.11787226,0.08348656,0.08226981,0.11369318,0.08349444,1.29191537e-01,3.36056601e-01,1.66607424e-01,9.50809116e-02
91,0.10406283,0.11898204,0.08328864,0.08249108,0.11321557,0.08338576,1.29707348e-01,3.39607530e-01,1.67624553e-01,9.48832201e-02
92,0.10375054,0.11806638,0.08318549,0.08221546,0.11292117,0.08326148,1.29653897e-01,3.39942059e-01,1.67918249e-01,9.50836566e-02
93,0.10336002,0.11725392,0.08302655,0.08194894,0.11253249,0.08312245,1.29882609e-01,3.38041506e-01,1.68767584e-01,9.45725450e-02
94,0.10281557,0.11734462,0.08281744,0.08189591,0.11203614,0.08299030,1.29908249e-01,3.42473678e-01,1.68938514e-01,9.43534921e-02
95,0.10251627,0.11735287,0.08273234,0.08182494,0.11173977,0.08286470,1.29944185e-01,3.42544254e-01,1.68855715e-01,9.42544845e-02
96,0.10222523,0.11678056,0.08261129,0.08176767,0.11145005,0.08274035,1.30162236e-01,3.41522125e-01,1.69455196e-01,9.40375941e-02
97,0.10187432,0.11641656,0.08251270,0.08178208,0.11109365,0.08263368,1.30227631e-01,3.42181433e-01,1.69615113e-01,9.35911653e-02
98,0.10170049,0.11556879,0.08245347,0.08140930,0.11090802,0.08250290,1.30301527e-01,3.42130970e-01,1.69526104e-01,9.38134210e-02
99,0.10119401,0.11666231,0.08226088,0.08171860,0.11041528,0.08241422,1.30432816e-01,3.40633159e-01,1.69839751e-01,9.33778025e-02
100,0.10093495,0.11688375,0.08215073,0.08174976,0.11016395,0.08233363,1.30674183e-01,3.44685645e-01,1.69819880e-01,9.29370535e-02
101,0.10062004,0.11555421,0.08203737,0.08137370,0.10987516,0.08222251,1.30422777e-01,3.44472227e-01,1.70392557e-01,9.31831456e-02
102,0.10023720,0.11597065,0.08190768,0.08138787,0.10945191,0.08213102,1.30769947e-01,3.41975451e-01,1.69948944e-01,9.25274839e-02
103,0.09972404,0.11512423,0.08171642,0.08116059,0.10893777,0.08202647,1.31247648e-01,3.41819376e-01,1.70082733e-01,9.23373779e-02
104,0.09944193,0.11492733,0.08164811,0.08130022,0.10862381,0.08194150,1.31057304e-01,3.44533911e-01,1.69584240e-01,9.22213283e-02
105,0.09900795,0.11509689,0.08146617,0.08124267,0.10820215,0.08186265,1.31365571e-01,3.43714461e-01,1.69674273e-01,9.17924095e-02
106,0.09901265,0.11464798,0.08146051,0.08115494,0.10815753,0.08178055,1.31303236e-01,3.44083719e-01,1.69115144e-01,9.16095015e-02
107,0.09870090,0.11418741,0.08132146,0.08102180,0.10781710,0.08169248,1.31120956e-01,3.42295909e-01,1.69126959e-01,9.12165027e-02
108,0.09823262,0.11381560,0.08114463,0.08083703,0.10732687,0.08159690,1.31544574e-01,3.41908706e-01,1.68754475e-01,9.11077749e-02
109,0.09797381,0.11347774,0.08109625,0.08070686,0.10702983,0.08149665,1.31632520e-01,3.40976274e-01,1.68216002e-01,9.09884708e-02
110,0.09765725,0.11341650,0.08094998,0.08073994,0.10670279,0.08141430,1.32186443e-01,3.41246250e-01,1.68147536e-01,9.06718834e-02
111,0.09762706,0.11303795,0.08092426,0.08055958,0.10663298,0.08131747,1.31793157e-01,3.40745850e-01,1.68089503e-01,9.05689455e-02
112,0.09737726,0.11309503,0.08080783,0.08059896,0.10632903,0.08123344,1.31939979e-01,3.39238797e-01,1.67321854e-01,9.00378831e-02
113,0.09708073,0.11325520,0.08072030,0.08068571,0.10601917,0.08116662,1.31875985e-01,3.40607266e-01,1.66653163e-01,9.01311880e-02
114,0.09684480,0.11277243,0.08063487,0.08047695,0.10572696,0.08108870,1.31916840e-01,3.38084880e-01,1.66712836e-01,8.95485559e-02
115,0.09658103,0.11252678,0.08051049,0.08052823,0.10544350,0.08101903,1.32376298e-01,3.38922386e-01,1.66047931e-01,8.94114870e-02
116,0.09638219,0.11251811,0.08045377,0.08040013,0.10517842,0.08094485,1.31798288e-01,3.37417274e-01,1.65265941e-01,8.92292090e-02
117,0.09601546,0.11229440,0.08029925,0.08043205,0.10476483,0.08088313,1.32249368e-01,3.35820570e-01,1.64703726e-01,8.89357612e-02
118,0.09585103,0.11274998,0.08026925,0.08044851,0.10458609,0.08082882,1.32142662e-01,3.36878516e-01,1.64591844e-01,8.85719699e-02
119,0.09579991,0.11234856,0.08020198,0.08022705,0.10446636,0.08076290,1.32746684e-01,3.34891373e-01,1.63627495e-01,8.81936187e-02
120,0.09565308,0.11134772,0.08017482,0.08022766,0.10425121,0.08070102,1.32257468e-01,3.32133867e-01,1.62837789e-01,8.81816031e-02
121,0.09531362,0.11162981,0.08002622,0.08021487,0.10391220,0.08064412,1.32541557e-01,3.33325963e-01,1.62750709e-01,8.79001342e-02
122,0.09522217,0.11181024,0.07999198,0.08026771,0.10374803,0.08059213,1.32718876e-01,3.32079090e-01,1.61790446e-01,8.74292276e-02
123,0.09476069,0.11102617,0.07980654,0.08020806,0.10326215,0.08054136,1.33022694e-01,3.30247200e-01,1.61675408e-01,8.73267490e-02
124,0.09473317,0.11041683,0.07981303,0.07982044,0.10313271,0.08046132,1.32929358e-01,3.28571921e-01,1.60335977e-01,8.70305314e-02
125,0.09454042,0.11086812,0.07976303,0.08007911,0.10293874,0.08040850,1.32882967e-01,3.30367631e-01,1.59867419e-01,8.66208192e-02
126,0.09457229,0.11069368,0.07975763,0.08005794,0.10288624,0.08036141,1.32928304e-01,3.26932323e-01,1.59152952e-01,8.68118646e-02
127,0.09420252,0.11044378,0.07961890,0.08003484,0.10249835,0.08031894,1.33057043e-01,3.26888860e-01,1.58892659e-01,8.61167984e-02
