epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.20360712,0.19563873,0.11031124,0.10147041,0.20362660,0.10335544,9.62315584e-03,1.69421941e-04,5.16663232e-05,7.17123830e-03
2,0.19353105,0.18334043,0.10809251,0.09894838,0.19370133,0.10295345,3.41460196e-02,1.89548871e-04,5.56597253e-05,2.26042702e-02
3,0.18208533,0.17070780,0.10585441,0.09645845,0.18261583,0.10240469,5.50289955e-02,6.33707332e-04,1.91267641e-04,4.02299361e-02
4,0.17238634,0.16294878,0.10394031,0.09493588,0.17347283,0.10174654,6.36405204e-02,1.18877153e-03,3.21341091e-04,5.87359660e-02
5,0.16717881,0.16012802,0.10274740,0.09432513,0.16877927,0.10102273,6.85671493e-02,1.85168827e-03,4.53139575e-04,7.08364516e-02
6,0.16488739,0.15833920,0.10214731,0.09384718,0.16667470,0.10027319,7.26505031e-02,2.56824634e-03,6.47001816e-04,7.51417029e-02
7,0.16276413,0.15665649,0.10157633,0.09343840,0.16465112,0.09950458,7.55505163e-02,3.47192027e-03,8.74138906e-04,7.80939086e-02
8,0.16106384,0.15504036,0.10113134,0.09306118,0.16302870,0.09872834,7.78511840e-02,4.42069162e-03,1.18067080e-03,8.04241919e-02
9,0.15985380,0.15351186,0.10081914,0.09264592,0.16190295,0.09796508,7.93975142e-02,5.46337914e-03,1.57712372e-03,8.28966244e-02
10,0.15845129,0.15243799,0.10042412,0.09243111,0.16055109,0.09722870,8.05162246e-02,6.65083698e-03,2.14819995e-03,8.43659198e-02
11,0.15717643,0.15127915,0.10012224,0.09218070,0.15933070,0.09651635,8.10557894e-02,8.03680593e-03,2.80636392e-03,8.62276789e-02
12,0.15611867,0.15034549,0.09983359,0.09204874,0.15833659,0.09585240,8.26788916e-02,9.59782053e-03,3.59108656e-03,8.77658055e-02
13,0.15521718,0.14951432,0.09962726,0.09186210,0.15749583,0.09524446,8.37719897e-02,1.13099024e-02,4.56651327e-03,8.90479239e-02
14,0.15444699,0.14877406,0.09940752,0.09175493,0.15677344,0.09469358,8.42964517e-02,1.31092620e-02,5.58254757e-03,9.01000650e-02
15,0.15364642,0.14815933,0.09920876,0.09161031,0.15602319,0.09420290,8.52573795e-02,1.54065537e-02,6.74573591e-03,9.10822141e-02
16,0.15311737,0.14766883,0.09906227,0.09151620,0.15552333,0.09377082,8.55516770e-02,1.76380057e-02,8.00006188e-03,9.17301630e-02
17,0.15237927,0.14694276,0.09891743,0.09135982,0.15482146,0.09338320,8.61361700e-02,2.01000513e-02,9.37257616e-03,9.24409400e-02
18,0.15199243,0.14641224,0.09881139,0.09125612,0.15448363,0.09304902,8.69230939e-02,2.26495019e-02,1.07246104e-02,9.33128456e-02
19,0.15122558,0.14566731,0.09862245,0.09105042,0.15373207,0.09274387,8.65354373e-02,2.57800325e-02,1.22791203e-02,9.34430948e-02
20,0.15076495,0.14533565,0.09850874,0.09096194,0.15332738,0.09247683,8.78021215e-02,2.83530017e-02,1.38284134e-02,9.43031427e-02
21,0.15003167,0.14459089,0.09832883,0.09080622,0.15263893,0.09223365,8.90168916e-02,3.20098194e-02,1.53992829e-02,9.48156841e-02
22,0.14945391,0.14411141,0.09819639,0.09077454,0.15209109,0.09202171,8.90612480e-02,3.54606871e-02,1.69099944e-02,9.52207784e-02
23,0.14901338,0.14372841,0.09808606,0.09072183,0.15169082,0.09183474,8.89612214e-02,3.92747038e-02,1.86306865e-02,9.60531819e-02
