epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.18851598,0.16735351,0.10725005,0.09577689,0.18854875,3.94450063e-02,1.63552613e-05,4.36229828e-06,3.00639302e-02
2,0.16341004,0.15992090,0.10183742,0.09413951,0.16358284,7.49063497e-02,5.39779500e-04,1.62597440e-04,7.64381645e-02
3,0.15783580,0.15586869,0.10022957,0.09298420,0.15806252,8.50181018e-02,1.71919623e-03,5.49377150e-04,8.71770201e-02
4,0.15466675,0.15232638,0.09930647,0.09222377,0.15491063,8.89552384e-02,3.49907584e-03,1.16699255e-03,9.15080286e-02
5,0.15212675,0.14962892,0.09863581,0.09164128,0.15238447,9.18134168e-02,5.88750170e-03,2.02987798e-03,9.47444503e-02
6,0.15028672,0.14710617,0.09816659,0.09113730,0.15055583,9.30995564e-02,8.95396181e-03,3.28060855e-03,9.75172292e-02
7,0.14857268,0.14514905,0.09776183,0.09073384,0.14885110,9.40910686e-02,1.27148405e-02,4.96340419e-03,9.96243516e-02
8,0.14717572,0.14375132,0.09739186,0.09046522,0.14746308,9.52543252e-02,1.71778071e-02,7.05462900e-03,1.01653049e-01
9,0.14582831,0.14258469,0.09705249,0.09033103,0.14612422,9.62297273e-02,2.25137826e-02,9.52522542e-03,1.03445014e-01
10,0.14467686,0.14203454,0.09675112,0.09024348,0.14498135,9.78097902e-02,2.86214981e-02,1.24612702e-02,1.04806729e-01
11,0.14372361,0.14152775,0.09650117,0.09029910,0.14403544,9.86682071e-02,3.53728807e-02,1.57013301e-02,1.05994177e-01
12,0.14268622,0.14107642,0.09621168,0.09012190,0.14300613,1.00556145e-01,4.31314256e-02,1.93551685e-02,1.06794190e-01
13,0.14178514,0.14069741,0.09594886,0.09020142,0.14211292,1.01995613e-01,5.19723436e-02,2.33803210e-02,1.07402821e-01
14,0.14107875,0.14040340,0.09576461,0.09018969,0.14141478,1.03092452e-01,6.18189246e-02,2.77928014e-02,1.08039432e-01
15,0.14028779,0.13992552,0.09553452,0.09006910,0.14063382,1.04664405e-01,7.19868627e-02,3.25317203e-02,1.08673572e-01
16,0.13975024,0.13964048,0.09536374,0.08994020,0.14010655,1.05645021e-01,8.40177202e-02,3.78449850e-02,1.09204176e-01
17,0.13906184,0.13951795,0.09516163,0.08992381,0.13942968,1.06766428e-01,9.55432908e-02,4.34604888e-02,1.09796698e-01
18,0.13841015,0.13903506,0.09495174,0.08988990,0.13879095,1.07660806e-01,1.09145489e-01,4.94207370e-02,1.09967457e-01
