epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.19871709,0.18533670,0.10934230,0.09933562,0.19880086,0.10317543,2.08276559e-02,8.87904934e-05,2.99218193e-05,1.42194406e-02
2,0.17983358,0.16582552,0.10552022,0.09546489,0.18046627,0.10254050,5.60440060e-02,2.08406364e-04,5.52762704e-05,4.36326962e-02
3,0.16846798,0.16006718,0.10311239,0.09430167,0.16993633,0.10177584,6.77501565e-02,6.46484944e-04,1.44695855e-04,6.72604380e-02
4,0.16407637,0.15732798,0.10201004,0.09359817,0.16587780,0.10093787,7.35218073e-02,1.17287776e-03,2.59623970e-04,7.57270723e-02
5,0.16120467,0.15476188,0.10126334,0.09304850,0.16313805,0.10003780,7.71931744e-02,1.80124386e-03,3.89086806e-04,8.00459581e-02
6,0.15883970,0.15277222,0.10064245,0.09256523,0.16089344,0.09909846,7.95381042e-02,2.53632665e-03,5.72085716e-04,8.37232975e-02
7,0.15693603,0.15110205,0.10015241,0.09216645,0.15908235,0.09813857,8.11415413e-02,3.33431254e-03,7.93404784e-04,8.65006167e-02
8,0.15537208,0.14975913,0.09973892,0.09187890,0.15760668,0.09720100,8.23711575e-02,4.24751920e-03,1.12115956e-03,8.87414480e-02
9,0.15424764,0.14866589,0.09945328,0.09173809,0.15655721,0.09632005,8.38497375e-02,5.36068281e-03,1.59202829e-03,9.04088721e-02
10,0.15342715,0.14787993,0.09925244,0.09154828,0.15579845,0.09551895,8.47457215e-02,6.55338517e-03,2.21182918e-03,9.16841425e-02
11,0.15246451,0.14679983,0.09901636,0.09137775,0.15488030,0.09480847,8.53309994e-02,8.00969984e-03,2.95167154e-03,9.24304661e-02
12,0.15175009,0.14639418,0.09883052,0.09124617,0.15421802,0.09419777,8.66682923e-02,9.71374383e-03,3.84478551e-03,9.32557656e-02
13,0.15088062,0.14541489,0.09862495,0.09108442,0.15339068,0.09368176,8.71722883e-02,1.15156681e-02,4.78972314e-03,9.40939311e-02
14,0.15000396,0.14461256,0.09842109,0.09092592,0.15255429,0.09324328,8.82081172e-02,1.35094406e-02,5.83771870e-03,9.47793287e-02
15,0.14925527,0.14380436,0.09822431,0.09075027,0.15185061,0.09286165,8.90597244e-02,1.57993098e-02,6.91609653e-03,9.56293457e-02
16,0.14829033,0.14312835,0.09797562,0.09052573,0.15092886,0.09253250,9.02876985e-02,1.83050703e-02,8.02999263e-03,9.65275559e-02
17,0.14759709,0.14290504,0.09780956,0.09048515,0.15027078,0.09224724,9.06872944e-02,2.07535158e-02,9.24092067e-03,9.72241804e-02
