epoch,train_loss,val_loss,train_rmse,val_rmse,train_loss_obj,ema_val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
1,0.20214767,0.19361306,0.11001425,0.10104887,0.20217673,0.10331642,1.19209171e-02,1.44903336e-04,4.54335306e-05,8.55763131e-03
2,0.19015999,0.17880813,0.10744953,0.09804584,0.19040191,0.10285464,4.02588531e-02,1.87652205e-04,5.47487397e-05,2.67694108e-02
3,0.17752643,0.16636358,0.10498894,0.09560275,0.17825703,0.10224212,5.94360944e-02,6.36490540e-04,1.78861631e-04,4.75034424e-02
4,0.16907965,0.16115460,0.10323010,0.09458239,0.17044807,0.10152813,6.63201501e-02,1.18671183e-03,2.97519948e-04,6.52406060e-02
5,0.16516522,0.15898869,0.10224934,0.09404958,0.16687223,0.10075684,7.09570531e-02,1.79800772e-03,4.27419703e-04,7.32438751e-02
6,0.16297479,0.15692925,0.10169115,0.09346269,0.16484268,0.09994798,7.52641522e-02,2.58222544e-03,6.19083396e-04,7.74832425e-02
7,0.16106332,0.15524883,0.10114553,0.09312719,0.16300968,0.09912675,7.72474584e-02,3.40241360e-03,8.49594926e-04,8.01466013e-02
8,0.15928536,0.15378595,0.10065572,0.09278248,0.16131351,0.09830356,7.91180416e-02,4.38266988e-03,1.15869164e-03,8.27937582e-02
9,0.15796374,0.15248841,0.10035694,0.09248626,0.16004796,0.09749271,8.02705875e-02,5.51372622e-03,1.59067747e-03,8.47369807e-02
10,0.15649651,0.15118482,0.09996561,0.09218249,0.15866073,0.09672080,8.16316948e-02,6.59495999e-03,2.12943647e-03,8.66214588e-02
11,0.15557516,0.15035400,0.09974157,0.09204680,0.15779168,0.09599672,8.23321075e-02,8.00360442e-03,2.83805813e-03,8.81821436e-02
12,0.15445190,0.14939220,0.09945159,0.09184976,0.15673618,0.09533692,8.34691541e-02,9.55720159e-03,3.67768016e-03,8.95075133e-02
13,0.15381109,0.14871184,0.09929715,0.09173764,0.15614428,0.09474761,8.42100791e-02,1.13424833e-02,4.64373436e-03,9.05248290e-02
14,0.15297917,0.14789264,0.09907770,0.09154359,0.15536439,0.09422929,8.52048157e-02,1.32200072e-02,5.70237141e-03,9.15239721e-02
15,0.15246306,0.14725504,0.09895226,0.09143710,0.15488295,0.09377394,8.54832647e-02,1.56278602e-02,6.90100561e-03,9.22788732e-02
16,0.15182205,0.14670362,0.09876502,0.09135557,0.15428082,0.09338169,8.64955701e-02,1.76864328e-02,8.15451465e-03,9.27511064e-02
17,0.15116424,0.14607231,0.09861513,0.09120068,0.15366280,0.09303842,8.72563714e-02,2.05050160e-02,9.47602500e-03,9.33096742e-02
18,0.15057429,0.14552425,0.09848466,0.09111709,0.15310686,0.09274224,8.73540918e-02,2.30938038e-02,1.08909676e-02,9.39962938e-02
19,0.14990684,0.14493091,0.09832553,0.09099471,0.15247661,0.09248662,8.80659266e-02,2.59272933e-02,1.23373995e-02,9.44230494e-02
20,0.14933770,0.14416386,0.09813972,0.09075785,0.15193833,0.09224874,8.90284030e-02,2.89973304e-02,1.37677978e-02,9.48980565e-02
21,0.14869308,0.14371872,0.09800294,0.09068757,0.15134221,0.09204369,8.95758567e-02,3.25815771e-02,1.53313752e-02,9.59287371e-02
22,0.14780695,0.14320981,0.09778845,0.09058698,0.15049296,0.09185084,8.99865326e-02,3.59113218e-02,1.68735784e-02,9.64609334e-02
23,0.14724429,0.14269593,0.09767099,0.09045881,0.14997000,0.09167802,9.08618326e-02,3.96374285e-02,1.83896544e-02,9.70168105e-02
24,0.14661786,0.14207973,0.09749006,0.09038008,0.14939046,0.09151783,9.13675210e-02,4.33994166e-02,2.01289709e-02,9.77508966e-02
25,0.14602375,0.14175060,0.09734150,0.09030425,0.14882316,0.09137079,9.20721253e-02,4.78376050e-02,2.17855210e-02,9.81924513e-02
26,0.14557515,0.14143912,0.09724734,0.09023717,0.14842467,0.09123231,9.27095340e-02,5.11637743e-02,2.35183601e-02,9.87313169e-02
27,0.14504510,0.14142166,0.09709315,0.09020450,0.14792825,0.09110302,9.32759668e-02,5.69917506e-02,2.52770465e-02,9.90820612e-02
28,0.14455781,0.14135580,0.09696470,0.09028073,0.14748550,0.09100066,9.37190604e-02,6.13454964e-02,2.72783913e-02,9.94491449e-02
29,0.14396559,0.14079225,0.09679492,0.09016111,0.14693251,0.09089472,9.46219217e-02,6.57344188e-02,2.93480930e-02,9.96261099e-02
